,PARID,"2021 BOR Final 
Assessed Value","2022 CCAO Initial 
Assessed Value",$ Difference,% Difference2,Class,Township,ADDRESS,geo_address,geocoded,lat,lon
547,17151000760000,"5,555","7,301","-1,746",-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
548,17151000810000,"2,998","3,941",-943,-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
549,17162200070000,"4,043","4,724",-681,-0.17,7-29B,South Chicago,208 S LA SALLE ST,"208 S LA SALLE ST Cook County, IL","(41.8789847, -87.6324459)",41.8789847,-87.6324459
550,17151000770000,"1,743","2,294",-551,-0.32,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
551,17092130330000,"1,534","1,971",-437,-0.28,3-97,North Chicago,708 N DEARBORN ST,"708 N DEARBORN ST Cook County, IL","(41.8952158, -87.6300332)",41.8952158,-87.6300332
552,17151000740000,"1,183","1,545",-362,-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
553,17151000750000,"1,183","1,545",-362,-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
554,17094510460000,"1,036","1,318",-282,-0.27,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
555,17151000820000,766,997,-231,-0.30,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
556,17151000790000,719,932,-213,-0.30,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
557,17151000780000,559,748,-189,-0.34,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
558,17151000800000,394,515,-121,-0.31,5-97,South Chicago,60 S STATE ST,"60 S STATE ST Cook County, IL","(41.8808483, -87.6276814)",41.8808483,-87.6276814
