,PARID,"2021 BOR Final 
Assessed Value","2022 CCAO Initial 
Assessed Value",$ Difference,% Difference2,Class,Township,ADDRESS,geo_address,geocoded,lat,lon
266,17044110220000,"349,111","770,863","-421,752",-1.21,3-91,North Chicago,1116 N LA SALLE ST,"1116 N LA SALLE ST Cook County, IL","(41.9023157, -87.6333121)",41.9023157,-87.6333121
267,17044110210000,"349,071","770,823","-421,752",-1.21,3-91,North Chicago,1118 N LA SALLE ST,"1118 N LA SALLE ST Cook County, IL","(41.90237820000001, -87.633152)",41.90237820000001,-87.633152
268,17044480290000,"3,674,252","4,094,694","-420,442",-0.11,3-91,North Chicago,835 W CHESTNUT ST,"835 W CHESTNUT ST Cook County, IL","(41.8977165, -87.63238439999999)",41.8977165,-87.63238439999999
269,17092190010000,"1,451,703","1,862,521","-410,818",-0.28,3-91,North Chicago,677 N CLARK ST,"677 N CLARK ST Cook County, IL","(41.8946783, -87.6310093)",41.8946783,-87.6310093
270,17103070010000,"3,239,425","3,636,554","-397,129",-0.12,5-91,South Chicago,151 N MICHIGAN AVE,"151 N MICHIGAN AVE Cook County, IL","(41.8850831, -87.62417719999999)",41.8850831,-87.62417719999999
271,16264300010000,"292,886","689,177","-396,291",-1.35,5-97,West Chicago,3251 W 30TH ST,"3251 W 30TH ST Cook County, IL","(41.8385603, -87.7069521)",41.8385603,-87.7069521
272,17083380270000,"2,172,966","2,568,960","-395,994",-0.18,3-91,West Chicago,1108 W MADISON ST,"1108 W MADISON ST Cook County, IL","(41.8818314, -87.6549045)",41.8818314,-87.6549045
273,17094310110000,"9,535,721","9,920,547","-384,826",-0.04,5-91,South Chicago,212 W RANDOLPH ST,"212 W RANDOLPH ST Cook County, IL","(41.884826, -87.63459329999999)",41.884826,-87.63459329999999
274,17042130100000,"822,070","1,201,332","-379,262",-0.46,3-18,North Chicago,1338 N WELLS ST,"1338 N WELLS ST Cook County, IL","(41.9070127, -87.6349548)",41.9070127,-87.6349548
275,17084370060000,"1,757,289","2,134,531","-377,242",-0.21,5-91,West Chicago,1039 W RANDOLPH ST,"1039 W RANDOLPH ST Cook County, IL","(41.883896, -87.65368240000001)",41.883896,-87.65368240000001
276,17084370070000,"1,757,289","2,134,531","-377,242",-0.21,5-91,West Chicago,1025 W RANDOLPH ST,"1025 W RANDOLPH ST Cook County, IL","(41.8838994, -87.6534994)",41.8838994,-87.6534994
277,14321180070000,"2,216,445","2,585,021","-368,576",-0.17,5-97,West Chicago,1544 W CORTLAND ST,"1544 W CORTLAND ST Cook County, IL","(41.9165689, -87.6671277)",41.9165689,-87.6671277
278,17172310050000,"857,403","1,219,410","-362,007",-0.42,3-91,West Chicago,1035 W VAN BUREN ST,"1035 W VAN BUREN ST Cook County, IL","(41.876299, -87.6537208)",41.876299,-87.6537208
279,17092230080000,"836,230","1,197,333","-361,103",-0.43,3-91,North Chicago,646 N WELLS ST,"646 N WELLS ST Cook County, IL","(41.893781, -87.63450999999999)",41.893781,-87.63450999999999
280,17092230130000,"836,230","1,197,333","-361,103",-0.43,3-91,North Chicago,628 N WELLS ST,"628 N WELLS ST Cook County, IL","(41.89308450000001, -87.6342181)",41.89308450000001,-87.6342181
281,17092230070000,"829,630","1,190,733","-361,103",-0.44,3-91,North Chicago,648 N WELLS ST,"648 N WELLS ST Cook County, IL","(41.893854, -87.634513)",41.893854,-87.634513
282,17092230090000,"829,630","1,190,733","-361,103",-0.44,3-91,North Chicago,644 N WELLS ST,"644 N WELLS ST Cook County, IL","(41.8937079, -87.63450999999999)",41.8937079,-87.63450999999999
283,17092230120000,"829,630","1,190,733","-361,103",-0.44,3-91,North Chicago,630 N WELLS ST,"630 N WELLS ST Cook County, IL","(41.893421, -87.63435199999999)",41.893421,-87.63435199999999
284,14331060020000,"3,304,254","3,655,375","-351,121",-0.11,3-91,North Chicago,411 W FULLERTON PKY,"411 W FULLERTON PKY Cook County, IL","(41.9253007, -87.6393805)",41.9253007,-87.6393805
285,17062320580000,"1,246,721","1,594,827","-348,106",-0.28,5-97,West Chicago,1300 N ASHLAND AVE,"1300 N ASHLAND AVE Cook County, IL","(41.9052318, -87.66905179999999)",41.9052318,-87.66905179999999
286,17103070060000,"2,838,985","3,186,473","-347,488",-0.12,5-91,South Chicago,151 N MICHIGAN AVE,"151 N MICHIGAN AVE Cook County, IL","(41.8850831, -87.62417719999999)",41.8850831,-87.62417719999999
287,17173150730000,"1,370,129","1,710,906","-340,777",-0.25,3-91,West Chicago,901 S ASHLAND AVE,"901 S ASHLAND AVE Cook County, IL","(41.870174, -87.6655892)",41.870174,-87.6655892
288,17094160040000,"841,298","1,181,151","-339,853",-0.40,3-91,South Chicago,210 N WELLS ST,"210 N WELLS ST Cook County, IL","(41.8860812, -87.63422229999999)",41.8860812,-87.63422229999999
289,14331060030000,"3,180,197","3,517,549","-337,352",-0.11,3-91,North Chicago,401 W FULLERTON PKY,"401 W FULLERTON PKY Cook County, IL","(41.9251771, -87.6395136)",41.9251771,-87.6395136
290,17172310100000,"791,388","1,125,548","-334,160",-0.42,3-91,West Chicago,1035 W VAN BUREN ST,"1035 W VAN BUREN ST Cook County, IL","(41.876299, -87.6537208)",41.876299,-87.6537208
291,17103070020000,"2,699,542","3,030,483","-330,941",-0.12,5-91,South Chicago,151 N MICHIGAN AVE,"151 N MICHIGAN AVE Cook County, IL","(41.8850831, -87.62417719999999)",41.8850831,-87.62417719999999
292,17102030010000,"3,681,196","4,008,602","-327,406",-0.09,5-91,North Chicago,633 N SAINT CLAIR ST,"633 N SAINT CLAIR ST Cook County, IL","(41.8938374, -87.6223754)",41.8938374,-87.6223754
293,17094510390000,"2,414,706","2,741,003","-326,297",-0.14,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
294,17092050100000,"772,659","1,093,454","-320,795",-0.42,3-91,North Chicago,63 W CHICAGO AVE,"63 W CHICAGO AVE Cook County, IL","(41.896336, -87.63058)",41.896336,-87.63058
295,17181260250000,"379,553","690,466","-310,913",-0.82,3-91,West Chicago,300 S DAMEN AVE,"300 S DAMEN AVE Cook County, IL","(41.8768313, -87.67704619999999)",41.8768313,-87.67704619999999
296,17093310080000,"886,502","1,192,869","-306,367",-0.35,3-91,West Chicago,123 N DESPLAINES ST,"123 N DESPLAINES ST Cook County, IL","(41.8836125, -87.6438774)",41.8836125,-87.6438774
297,17093310090000,"890,282","1,196,647","-306,365",-0.34,3-91,West Chicago,123 N DESPLAINES ST,"123 N DESPLAINES ST Cook County, IL","(41.8836125, -87.6438774)",41.8836125,-87.6438774
298,17094220090000,"1,403,971","1,709,535","-305,564",-0.22,5-97,South Chicago,201 N CLARK ST,"201 N CLARK ST Cook County, IL","(41.8860956, -87.6303958)",41.8860956,-87.6303958
299,17092500050000,"1,081,026","1,374,648","-293,622",-0.27,3-91,North Chicago,303 W ILLINOIS ST,"303 W ILLINOIS ST Cook County, IL","(41.890588, -87.635807)",41.890588,-87.635807
300,17092500060000,"1,080,966","1,374,588","-293,622",-0.27,3-91,North Chicago,305 W ILLINOIS ST,"305 W ILLINOIS ST Cook County, IL","(41.890451, -87.63580499999999)",41.890451,-87.63580499999999
301,17164040230000,"805,977","1,097,701","-291,724",-0.36,3-91,South Chicago,730 S CLARK ST,"730 S CLARK ST Cook County, IL","(41.8725288, -87.6308608)",41.8725288,-87.6308608
302,17164040240000,"788,302","1,080,026","-291,724",-0.37,3-91,South Chicago,730 S CLARK ST,"730 S CLARK ST Cook County, IL","(41.8725288, -87.6308608)",41.8725288,-87.6308608
303,17101040110000,"719,009","1,007,082","-288,073",-0.40,5-91,North Chicago,720 N RUSH ST,"720 N RUSH ST Cook County, IL","(41.8956287, -87.6257083)",41.8956287,-87.6257083
304,17092190230000,"1,004,720","1,291,048","-286,328",-0.28,3-91,North Chicago,57 W HURON ST,"57 W HURON ST Cook County, IL","(41.894638, -87.630398)",41.894638,-87.630398
305,17094310080000,"7,001,779","7,283,985","-282,206",-0.04,5-91,South Chicago,240 W RANDOLPH ST,"240 W RANDOLPH ST Cook County, IL","(41.8845918, -87.6349815)",41.8845918,-87.6349815
306,17094310090000,"7,001,779","7,283,985","-282,206",-0.04,5-91,South Chicago,240 W RANDOLPH ST,"240 W RANDOLPH ST Cook County, IL","(41.8845918, -87.6349815)",41.8845918,-87.6349815
307,17094300070000,"1,292,636","1,572,890","-280,254",-0.22,3-91,South Chicago,217 W LAKE ST,"217 W LAKE ST Cook County, IL","(41.885346, -87.6346329)",41.885346,-87.6346329
308,17094300090000,"1,292,636","1,572,890","-280,254",-0.22,3-91,South Chicago,209 W LAKE ST,"209 W LAKE ST Cook County, IL","(41.8854896, -87.63440100000001)",41.8854896,-87.63440100000001
309,17094510400000,"2,069,971","2,349,654","-279,683",-0.14,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
310,17032280160000,"826,613","1,102,546","-275,933",-0.33,3-91,North Chicago,222 E PEARSON ST,"222 E PEARSON ST Cook County, IL","(41.8979891, -87.6206819)",41.8979891,-87.6206819
311,17203000210000,"1,035,971","1,308,796","-272,825",-0.26,5-97,West Chicago,1601 S ASHLAND AVE,"1601 S ASHLAND AVE Cook County, IL","(41.8591763, -87.66574589999999)",41.8591763,-87.66574589999999
312,17101290160000,"1,733,104","2,005,297","-272,193",-0.16,5-91,North Chicago,430 N MICHIGAN AVE,"430 N MICHIGAN AVE Cook County, IL","(41.8903447, -87.6246777)",41.8903447,-87.6246777
313,17163100010000,"4,790,635","5,062,500","-271,865",-0.06,5-92,West Chicago,601 W POLK ST,"601 W POLK ST Cook County, IL","(41.8717744, -87.64307199999999)",41.8717744,-87.64307199999999
314,14303190210000,"1,274,852","1,545,235","-270,383",-0.21,5-97,West Chicago,2100 W FULLERTON AVE,"2100 W FULLERTON AVE Cook County, IL","(41.92526489999999, -87.68007329999999)",41.92526489999999,-87.68007329999999
315,17092190040000,"957,018","1,219,278","-262,260",-0.27,3-97,North Chicago,667 N CLARK ST,"667 N CLARK ST Cook County, IL","(41.8944213, -87.63101329999999)",41.8944213,-87.63101329999999
316,17042130010000,"640,876","899,285","-258,409",-0.40,3-91,North Chicago,1362 N WELLS ST,"1362 N WELLS ST Cook County, IL","(41.90742669999999, -87.6363045)",41.90742669999999,-87.6363045
317,17044180390000,"1,929,405","2,181,850","-252,445",-0.13,3-97,North Chicago,150 W MAPLE ST,"150 W MAPLE ST Cook County, IL","(41.9019088, -87.6337262)",41.9019088,-87.6337262
318,17044180400000,"1,923,485","2,175,930","-252,445",-0.13,3-97,North Chicago,150 W MAPLE ST,"150 W MAPLE ST Cook County, IL","(41.9019088, -87.6337262)",41.9019088,-87.6337262
319,17101370040000,"1,052,892","1,302,420","-249,528",-0.24,7-91,North Chicago,400 N MICHIGAN AVE,"400 N MICHIGAN AVE Cook County, IL","(41.8892202, -87.62435769999999)",41.8892202,-87.62435769999999
320,17044480180000,"819,652","1,057,213","-237,561",-0.29,3-91,North Chicago,128 W CHICAGO AVE,"128 W CHICAGO AVE Cook County, IL","(41.8969364, -87.6321215)",41.8969364,-87.6321215
321,17094310030000,"5,715,065","5,945,961","-230,896",-0.04,5-91,South Chicago,161 N FRANKLIN ST,"161 N FRANKLIN ST Cook County, IL","(41.884864, -87.635103)",41.884864,-87.635103
322,17082430070000,"1,608,521","1,830,057","-221,536",-0.14,3-91,West Chicago,504 N GREEN ST,"504 N GREEN ST Cook County, IL","(41.8914884, -87.6489634)",41.8914884,-87.6489634
323,14301160200000,"1,824,065","2,045,486","-221,421",-0.12,5-97,West Chicago,2835 N WESTERN AVE,"2835 N WESTERN AVE Cook County, IL","(41.93348, -87.6875578)",41.93348,-87.6875578
324,14303050210000,"795,777","1,015,588","-219,811",-0.28,5-97,West Chicago,2647 N WESTERN AVE,"2647 N WESTERN AVE Cook County, IL","(41.9299978, -87.68746259999999)",41.9299978,-87.68746259999999
325,17094360150000,"3,275,650","3,495,362","-219,712",-0.07,5-91,South Chicago,161 N CLARK ST,"161 N CLARK ST Cook County, IL","(41.8848742, -87.63069039999999)",41.8848742,-87.63069039999999
326,17094190050000,"1,884,386","2,101,255","-216,869",-0.12,3-91,South Chicago,111 W WACKER DR,"111 W WACKER DR Cook County, IL","(41.8865939, -87.63140659999999)",41.8865939,-87.63140659999999
327,17092190210000,"745,831","957,464","-211,633",-0.28,3-91,North Chicago,63 W HURON ST,"63 W HURON ST Cook County, IL","(41.894634, -87.63059)",41.894634,-87.63059
328,17044110230000,"204,246","415,121","-210,875",-1.03,3-91,North Chicago,1112 N LA SALLE ST,"1112 N LA SALLE ST Cook County, IL","(41.902305, -87.63331)",41.902305,-87.63331
329,17044110240000,"203,786","414,661","-210,875",-1.03,3-91,North Chicago,1110 N LA SALLE ST,"1110 N LA SALLE ST Cook County, IL","(41.9022467, -87.63327300000002)",41.9022467,-87.63327300000002
330,17181260260000,"254,205","461,085","-206,880",-0.81,3-91,West Chicago,300 S DAMEN AVE,"300 S DAMEN AVE Cook County, IL","(41.8768313, -87.67704619999999)",41.8768313,-87.67704619999999
331,17181260460000,"257,367","462,815","-205,448",-0.80,3-91,West Chicago,300 S DAMEN AVE,"300 S DAMEN AVE Cook County, IL","(41.8768313, -87.67704619999999)",41.8768313,-87.67704619999999
332,17094310020000,"5,081,383","5,286,623","-205,240",-0.04,5-91,South Chicago,165 N FRANKLIN ST,"165 N FRANKLIN ST Cook County, IL","(41.88496, -87.6350779)",41.88496,-87.6350779
333,17102030030000,"2,286,625","2,489,304","-202,679",-0.09,5-91,North Chicago,215 E ERIE ST,"215 E ERIE ST Cook County, IL","(41.893999, -87.622)",41.893999,-87.622
334,17092190020000,"705,612","904,797","-199,185",-0.28,3-91,North Chicago,675 N CLARK ST,"675 N CLARK ST Cook County, IL","(41.8945784, -87.63100039999999)",41.8945784,-87.63100039999999
335,17164040200000,"2,402,987","2,602,129","-199,142",-0.08,3-91,South Chicago,642 S CLARK ST,"642 S CLARK ST Cook County, IL","(41.8736018, -87.6308816)",41.8736018,-87.6308816
336,17103070050000,"1,601,889","1,800,454","-198,565",-0.12,5-91,South Chicago,151 N MICHIGAN AVE,"151 N MICHIGAN AVE Cook County, IL","(41.8850831, -87.62417719999999)",41.8850831,-87.62417719999999
337,17092050190000,"421,674","619,547","-197,873",-0.47,3-91,North Chicago,752 N DEARBORN ST,"752 N DEARBORN ST Cook County, IL","(41.8964152, -87.6300665)",41.8964152,-87.6300665
338,17082070220000,"2,105,859","2,303,642","-197,783",-0.09,3-91,West Chicago,744 W CHICAGO AVE,"744 W CHICAGO AVE Cook County, IL","(41.8965721, -87.6472831)",41.8965721,-87.6472831
339,17092050230000,"411,604","609,338","-197,734",-0.48,3-91,North Chicago,742 N DEARBORN ST,"742 N DEARBORN ST Cook County, IL","(41.89618, -87.630067)",41.89618,-87.630067
340,17092050170000,"433,648","631,038","-197,390",-0.46,3-91,North Chicago,54 W SUPERIOR ST,"54 W SUPERIOR ST Cook County, IL","(41.895965, -87.63024159999999)",41.895965,-87.63024159999999
341,17092050160000,"433,284","630,506","-197,222",-0.46,3-91,North Chicago,56 W SUPERIOR ST,"56 W SUPERIOR ST Cook County, IL","(41.895959, -87.63032199999999)",41.895959,-87.63032199999999
342,17172310020000,"461,359","656,286","-194,927",-0.42,3-91,West Chicago,1035 W VAN BUREN ST,"1035 W VAN BUREN ST Cook County, IL","(41.876299, -87.6537208)",41.876299,-87.6537208
343,17172310030000,"461,359","656,286","-194,927",-0.42,3-91,West Chicago,1035 W VAN BUREN ST,"1035 W VAN BUREN ST Cook County, IL","(41.876299, -87.6537208)",41.876299,-87.6537208
344,17093410290000,"857,297","1,050,357","-193,060",-0.23,5-91,West Chicago,540 W MADISON ST,"540 W MADISON ST Cook County, IL","(41.8822584, -87.6418532)",41.8822584,-87.6418532
345,17092050120000,"446,280","638,758","-192,478",-0.43,3-91,North Chicago,33 W CHICAGO AVE,"33 W CHICAGO AVE Cook County, IL","(41.8964208, -87.6292039)",41.8964208,-87.6292039
346,17092050110000,"446,263","638,741","-192,478",-0.43,3-91,North Chicago,55 W CHICAGO AVE,"55 W CHICAGO AVE Cook County, IL","(41.896338, -87.6304)",41.896338,-87.6304
347,17092050240000,"415,000","607,478","-192,478",-0.46,3-91,North Chicago,740 N DEARBORN ST,"740 N DEARBORN ST Cook County, IL","(41.90045569999999, -87.6299875)",41.90045569999999,-87.6299875
348,17092050210000,"408,720","601,198","-192,478",-0.47,3-91,North Chicago,748 N DEARBORN ST,"748 N DEARBORN ST Cook County, IL","(41.8962969, -87.63006899999999)",41.8962969,-87.63006899999999
349,17092050200000,"407,840","600,318","-192,478",-0.47,3-91,North Chicago,750 N DEARBORN ST,"750 N DEARBORN ST Cook County, IL","(41.8962865, -87.63028369999999)",41.8962865,-87.63028369999999
350,17092050180000,"405,280","597,758","-192,478",-0.47,3-91,North Chicago,754 N DEARBORN ST,"754 N DEARBORN ST Cook County, IL","(41.8964832, -87.63006829999999)",41.8964832,-87.63006829999999
351,17092050220000,"400,360","592,838","-192,478",-0.48,3-91,North Chicago,749 N DEARBORN ST,"749 N DEARBORN ST Cook County, IL","(41.896235, -87.630068)",41.896235,-87.630068
352,17093410240000,"1,016,897","1,208,699","-191,802",-0.19,5-91,West Chicago,540 W MADISON ST,"540 W MADISON ST Cook County, IL","(41.8822584, -87.6418532)",41.8822584,-87.6418532
353,17093410170000,"883,007","1,074,809","-191,802",-0.22,5-91,West Chicago,554 W MADISON ST,"554 W MADISON ST Cook County, IL","(41.882163, -87.641885)",41.882163,-87.641885
354,17093410230000,"875,807","1,067,609","-191,802",-0.22,5-91,West Chicago,540 W MADISON ST,"540 W MADISON ST Cook County, IL","(41.8822584, -87.6418532)",41.8822584,-87.6418532
355,17093410320000,"865,277","1,057,079","-191,802",-0.22,5-91,West Chicago,540 W MADISON ST,"540 W MADISON ST Cook County, IL","(41.8822584, -87.6418532)",41.8822584,-87.6418532
356,17093410180000,"854,657","1,046,459","-191,802",-0.22,5-91,West Chicago,552 W MADISON ST,"552 W MADISON ST Cook County, IL","(41.8821642, -87.641795)",41.8821642,-87.641795
357,17093410220000,"850,457","1,042,259","-191,802",-0.23,5-91,West Chicago,542 W MADISON ST,"542 W MADISON ST Cook County, IL","(41.8821369, -87.6414507)",41.8821369,-87.6414507
358,17084370050000,"881,489","1,070,110","-188,621",-0.21,5-91,West Chicago,1043 W RANDOLPH ST,"1043 W RANDOLPH ST Cook County, IL","(41.8838933, -87.6538293)",41.8838933,-87.6538293
359,17094190030000,"1,594,665","1,778,169","-183,504",-0.12,3-91,South Chicago,111 W WACKER DR,"111 W WACKER DR Cook County, IL","(41.8865939, -87.63140659999999)",41.8865939,-87.63140659999999
360,17094220110000,"789,751","961,630","-171,879",-0.22,5-97,South Chicago,201 N CLARK ST,"201 N CLARK ST Cook County, IL","(41.8860956, -87.6303958)",41.8860956,-87.6303958
361,17094510410000,"1,264,965","1,435,883","-170,918",-0.14,5-97,South Chicago,108 N STATE ST,"108 N STATE ST Cook County, IL","(41.8834917, -87.6288079)",41.8834917,-87.6288079
362,17083300180000,"333,125","500,731","-167,606",-0.50,5-97,West Chicago,1242 W WASHINGTON BLVD,"1242 W WASHINGTON BLVD Cook County, IL","(41.8832532, -87.6582272)",41.8832532,-87.6582272
363,17083300190000,"333,125","500,731","-167,606",-0.50,5-97,West Chicago,1242 W WASHINGTON BLVD,"1242 W WASHINGTON BLVD Cook County, IL","(41.8832532, -87.6582272)",41.8832532,-87.6582272
364,17083300200000,"333,125","500,731","-167,606",-0.50,5-97,West Chicago,1242 W WASHINGTON BLVD,"1242 W WASHINGTON BLVD Cook County, IL","(41.8832532, -87.6582272)",41.8832532,-87.6582272
365,17083300210000,"333,125","500,731","-167,606",-0.50,5-97,West Chicago,1242 W WASHINGTON BLVD,"1242 W WASHINGTON BLVD Cook County, IL","(41.8832532, -87.6582272)",41.8832532,-87.6582272
366,17032160190000,"331,175","497,925","-166,750",-0.50,3-91,North Chicago,8 W CHESTNUT ST,"8 W CHESTNUT ST Cook County, IL","(41.898124, -87.62848799999999)",41.898124,-87.62848799999999
367,17044420290000,"294,588","461,338","-166,750",-0.57,3-91,North Chicago,8 W CHESTNUT ST,"8 W CHESTNUT ST Cook County, IL","(41.898124, -87.62848799999999)",41.898124,-87.62848799999999
368,17103070030000,"1,349,772","1,515,242","-165,470",-0.12,5-91,South Chicago,151 N MICHIGAN AVE,"151 N MICHIGAN AVE Cook County, IL","(41.8850831, -87.62417719999999)",41.8850831,-87.62417719999999
369,17103070040000,"1,349,772","1,515,242","-165,470",-0.12,5-91,South Chicago,151 N MICHIGAN AVE,"151 N MICHIGAN AVE Cook County, IL","(41.8850831, -87.62417719999999)",41.8850831,-87.62417719999999
370,17103180740000,"930,138","1,089,784","-159,646",-0.17,3-97,South Chicago,225 N COLUMBUS DR,"225 N COLUMBUS DR Cook County, IL","(41.8864623, -87.6201026)",41.8864623,-87.6201026
371,13364050010000,"535,391","694,590","-159,199",-0.30,3-18,West Chicago,1965 N MILWAUKEE AVE,"1965 N MILWAUKEE AVE Cook County, IL","(41.9173395, -87.6878702)",41.9173395,-87.6878702
372,17223160040000,"694,391","853,248","-158,857",-0.23,5-22,South Chicago,351 E 21ST ST,"351 E 21ST ST Cook County, IL","(41.8547539, -87.6185565)",41.8547539,-87.6185565
373,17181260210000,"191,905","347,083","-155,178",-0.81,3-91,West Chicago,312 S DAMEN AVE,"312 S DAMEN AVE Cook County, IL","(41.876517, -87.67668499999999)",41.876517,-87.67668499999999
374,17044480140000,"519,087","668,149","-149,062",-0.29,3-91,North Chicago,805 N LA SALLE ST,"805 N LA SALLE ST Cook County, IL","(41.8968325, -87.6323311)",41.8968325,-87.6323311
375,17044480150000,"519,087","668,149","-149,062",-0.29,3-91,North Chicago,801 N LA SALLE ST,"801 N LA SALLE ST Cook County, IL","(41.8968603, -87.6324216)",41.8968603,-87.6324216
376,17092190060000,"541,740","690,590","-148,850",-0.27,3-97,North Chicago,663 N CLARK ST,"663 N CLARK ST Cook County, IL","(41.8942572, -87.6310103)",41.8942572,-87.6310103
377,17092190050000,"541,300","690,150","-148,850",-0.27,3-97,North Chicago,665 N CLARK ST,"665 N CLARK ST Cook County, IL","(41.8943253, -87.63101119999999)",41.8943253,-87.63101119999999
378,17092190030000,"540,940","689,790","-148,850",-0.28,3-97,North Chicago,673 N CLARK ST,"673 N CLARK ST Cook County, IL","(41.8945132, -87.6310053)",41.8945132,-87.6310053
379,17094260300000,"1,137,007","1,284,710","-147,703",-0.13,5-22,South Chicago,35 W WACKER DR,"35 W WACKER DR Cook County, IL","(41.8865829, -87.6291883)",41.8865829,-87.6291883
380,17082430130000,"1,072,039","1,219,729","-147,690",-0.14,3-91,West Chicago,504 N GREEN ST,"504 N GREEN ST Cook County, IL","(41.8914884, -87.6489634)",41.8914884,-87.6489634
381,17082430140000,"1,072,033","1,219,723","-147,690",-0.14,3-91,West Chicago,504 N GREEN ST,"504 N GREEN ST Cook County, IL","(41.8914884, -87.6489634)",41.8914884,-87.6489634
382,17342240470000,"535,001","681,556","-146,555",-0.27,3-97,South Chicago,1345 E 32ND ST,"1345 E 32ND ST Cook County, IL","(41.836384, -87.6168493)",41.836384,-87.6168493
383,17153060130000,"458,907","600,404","-141,497",-0.31,3-91,South Chicago,1003 S STATE ST,"1003 S STATE ST Cook County, IL","(41.869817, -87.627042)",41.869817,-87.627042
384,17153060310000,"458,872","600,369","-141,497",-0.31,3-91,South Chicago,927 S STATE ST,"927 S STATE ST Cook County, IL","(41.870041, -87.627044)",41.870041,-87.627044
385,17153060110000,"458,819","600,316","-141,497",-0.31,3-91,South Chicago,937 S STATE ST,"937 S STATE ST Cook County, IL","(41.86992900000001, -87.6270399)",41.86992900000001,-87.6270399
386,17153060120000,"458,802","600,299","-141,497",-0.31,3-91,South Chicago,1001 S STATE ST,"1001 S STATE ST Cook County, IL","(41.8700172, -87.62704509999999)",41.8700172,-87.62704509999999
387,17153060300000,"458,802","600,299","-141,497",-0.31,3-91,South Chicago,923 S STATE ST,"923 S STATE ST Cook County, IL","(41.8700959, -87.627042)",41.8700959,-87.627042
388,17153060100000,"458,784","600,281","-141,497",-0.31,3-91,South Chicago,931 S STATE ST,"931 S STATE ST Cook County, IL","(41.869985, -87.627041)",41.869985,-87.627041
389,17284100140000,"737,039","877,508","-140,469",-0.19,5-29,South Chicago,2621 S DEARBORN ST,"2621 S DEARBORN ST Cook County, IL","(41.84496499999999, -87.627501)",41.84496499999999,-87.627501
390,17092190220000,"480,381","617,320","-136,939",-0.29,3-91,North Chicago,61 W HURON ST,"61 W HURON ST Cook County, IL","(41.894637, -87.63050199999999)",41.894637,-87.63050199999999
391,17162010150000,"2,425,005","2,560,805","-135,800",-0.06,5-91,South Chicago,77 S WACKER DR,"77 S WACKER DR Cook County, IL","(41.8808943, -87.63617649999999)",41.8808943,-87.63617649999999
392,17042130110000,"380,521","516,093","-135,572",-0.36,3-91,North Chicago,211 W SCHILLER ST,"211 W SCHILLER ST Cook County, IL","(41.9075102, -87.6354155)",41.9075102,-87.6354155
393,13362150440000,"733,290","864,760","-131,470",-0.18,3-91,West Chicago,2201 N MILWAUKEE AVE,"2201 N MILWAUKEE AVE Cook County, IL","(41.92114, -87.69391)",41.92114,-87.69391
394,17044510090000,"2,408,943","2,537,998","-129,055",-0.05,3-91,North Chicago,303 W DIVISION ST,"303 W DIVISION ST Cook County, IL","(41.9031888, -87.6356639)",41.9031888,-87.6356639
395,17032280370000,"382,961","511,730","-128,769",-0.34,3-91,North Chicago,271 E CHESTNUT ST,"271 E CHESTNUT ST Cook County, IL","(41.898205, -87.61903649999999)",41.898205,-87.61903649999999
396,17094310010000,"3,168,748","3,297,025","-128,277",-0.04,5-91,South Chicago,169 N FRANKLIN ST,"169 N FRANKLIN ST Cook County, IL","(41.885014, -87.635143)",41.885014,-87.635143
397,17221040100000,"3,053,965","3,181,481","-127,516",-0.04,3-91,South Chicago,1333 S WABASH AVE,"1333 S WABASH AVE Cook County, IL","(41.864784, -87.62547459999999)",41.864784,-87.62547459999999
398,17042130090000,"262,171","388,816","-126,645",-0.48,3-18,North Chicago,1350 N WELLS ST,"1350 N WELLS ST Cook County, IL","(41.9070914, -87.6350708)",41.9070914,-87.6350708
399,17171170040000,"407,349","531,494","-124,145",-0.30,3-91,West Chicago,1247 W JACKSON BLVD,"1247 W JACKSON BLVD Cook County, IL","(41.8774311, -87.6587158)",41.8774311,-87.6587158
400,17171170310000,"396,071","520,216","-124,145",-0.31,3-91,West Chicago,315 S THROOP ST,"315 S THROOP ST Cook County, IL","(41.8773042, -87.6590386)",41.8773042,-87.6590386
401,17082130090000,"528,080","648,888","-120,808",-0.23,3-97,West Chicago,910 W HURON ST,"910 W HURON ST Cook County, IL","(41.8953554, -87.6504573)",41.8953554,-87.6504573
402,17044290090000,"619,198","739,674","-120,476",-0.19,3-91,North Chicago,907 N ORLEANS ST,"907 N ORLEANS ST Cook County, IL","(41.8990904, -87.6369867)",41.8990904,-87.6369867
403,16223120200000,"1,442,942","1,560,991","-118,049",-0.08,5-97,West Chicago,4520 W CERMAK RD,"4520 W CERMAK RD Cook County, IL","(41.8516576, -87.7378441)",41.8516576,-87.7378441
404,17094190060000,"1,009,223","1,125,999","-116,776",-0.12,3-91,South Chicago,111 W WACKER DR,"111 W WACKER DR Cook County, IL","(41.8865939, -87.63140659999999)",41.8865939,-87.63140659999999
405,17094190070000,"1,009,223","1,125,999","-116,776",-0.12,3-91,South Chicago,111 W WACKER DR,"111 W WACKER DR Cook County, IL","(41.8865939, -87.63140659999999)",41.8865939,-87.63140659999999
