,PARID,"2021 BOR Final 
Assessed Value","2022 CCAO Initial 
Assessed Value",$ Difference,% Difference2,Class,Township,ADDRESS
535,17044420430000,114576,120416,-5840,-0.0509705348415026,3-97,North Chicago,862 N STATE ST
536,17044420150000,51162,57001,-5839,-0.11412767288221737,3-97,North Chicago,858 N STATE ST
537,17043030190000,290366,296164,-5798,-0.01996790257812564,3-91,North Chicago,615 W DIVISION ST
538,17043030020000,283166,288964,-5798,-0.020475622073271582,3-91,North Chicago,623 W DIVISION ST
539,17043030030000,283166,288964,-5798,-0.020475622073271582,3-91,North Chicago,617 W DIVISION ST
540,17044110310000,224576,229877,-5301,-0.02360448133371329,3-97,North Chicago,300 W HILL ST
541,17094240040000,64421,69208,-4787,-0.07430806724515304,5-97,South Chicago,600 W LAKE ST
542,17151000830000,12040,15832,-3792,-0.3149501661129568,5-97,South Chicago,60 S STATE ST
543,17162200060000,22274,26012,-3738,-0.16781898177247023,7-29B,South Chicago,208 S LA SALLE ST
544,17042120050000,74505,77570,-3065,-0.04113817864572855,3-91,North Chicago,335 W SCHILLER ST
545,17044420550000,46771,49107,-2336,-0.04994547903615487,3-97,North Chicago,850 N STATE ST
546,17151000870000,6786,8914,-2128,-0.3135867963454171,5-97,South Chicago,60 S STATE ST
547,17151000760000,5555,7301,-1746,-0.31431143114311433,5-97,South Chicago,60 S STATE ST
548,17151000810000,2998,3941,-943,-0.3145430286857904,5-97,South Chicago,60 S STATE ST
549,17162200070000,4043,4724,-681,-0.16843927776403667,7-29B,South Chicago,208 S LA SALLE ST
550,17151000770000,1743,2294,-551,-0.3161216293746414,5-97,South Chicago,60 S STATE ST
551,17092130330000,1534,1971,-437,-0.2848761408083442,3-97,North Chicago,708 N DEARBORN ST
552,17151000740000,1183,1545,-362,-0.3060016906170753,5-97,South Chicago,60 S STATE ST
553,17151000750000,1183,1545,-362,-0.3060016906170753,5-97,South Chicago,60 S STATE ST
554,17094510460000,1036,1318,-282,-0.2722007722007722,5-97,South Chicago,108 N STATE ST
555,17151000820000,766,997,-231,-0.30156657963446465,5-97,South Chicago,60 S STATE ST
556,17151000790000,719,932,-213,-0.29624478442280955,5-97,South Chicago,60 S STATE ST
557,17151000780000,559,748,-189,-0.338103756708408,5-97,South Chicago,60 S STATE ST
558,17151000800000,394,515,-121,-0.30710659898477166,5-97,South Chicago,60 S STATE ST
