,borough,neighborhood,trd_doc_classification,property_group,year_quarter,sales_volume,avg_price,median_price,number_of_deals,total_sqft,ppsqft,avg_asking_rent,cleaned_sales_volume,cleaned_avg_price,cleaned_median_price
3385,Queens,Brookville,Residential,Single-Family Home,25/Q1,"$2,539,416","$634,854","$692,208",4,"4,418",$575,,"$2,539,416","$634,854","$692,208"
3386,Queens,Bay Terrace,Residential,Single-Family Home,21/Q2,"$900,000","$900,000","$900,000",1,"1,566",$575,,"$900,000","$900,000","$900,000"
3387,Queens,College Point,Residential,Single-Family Home,22/Q2,"$18,454,000","$838,818","$778,500",21,"32,114",$575,,"$18,454,000","$838,818","$778,500"
3388,Queens,Elmhurst,Residential,Single-Family Home,20/Q4,"$18,031,638","$858,649","$780,000",21,"31,381",$575,,"$18,031,638","$858,649","$780,000"
3389,Brooklyn,Crown Heights,Residential,Single-Family Home,22/Q3,"$22,697,000","$1,745,923","$1,800,000",11,"39,520",$574,3150.0,"$22,697,000","$1,745,923","$1,800,000"
3390,Queens,Elmhurst,Residential,Single-Family Home,24/Q2,"$10,088,000","$840,667","$860,000",12,"17,568",$574,,"$10,088,000","$840,667","$860,000"
3391,Brooklyn,Dyker Heights,Residential,Single-Family Home,20/Q4,"$19,890,000","$947,143","$940,000",21,"34,638",$574,,"$19,890,000","$947,143","$940,000"
3392,Bronx,Riverdale,Residential,Single-Family Home,22/Q3,"$19,949,500","$1,329,967","$939,500",13,"34,742",$574,2648.3333333333335,"$19,949,500","$1,329,967","$939,500"
3393,Queens,Long Island City,Residential,Multi-Family Dwelling,20/Q3,"$2,670,000","$890,000","$850,000",3,"4,650",$574,2928.3333333333335,"$2,670,000","$890,000","$850,000"
3394,Brooklyn,Homecrest,Residential,Single-Family Home,21/Q4,"$23,768,416","$848,872","$798,500",28,"41,398",$574,,"$23,768,416","$848,872","$798,500"
3395,Queens,Ridgewood,Residential,Single-Family Home,22/Q4,"$2,720,000","$906,667","$895,000",3,"4,739",$574,,"$2,720,000","$906,667","$895,000"
3396,Staten Island,Arrochar,Residential,Multi-Family Dwelling,22/Q2,"$3,048,000","$762,000","$772,500",4,"5,312",$574,,"$3,048,000","$762,000","$772,500"
3397,Staten Island,Egbertville,Residential,Multi-Family Dwelling,23/Q4,"$1,219,864","$1,219,864","$1,219,864",1,"2,126",$574,,"$1,219,864","$1,219,864","$1,219,864"
3398,Queens,Belle Harbor,Residential,Single-Family Home,24/Q3,"$8,334,000","$1,041,750","$937,500",8,"14,526",$574,,"$8,334,000","$1,041,750","$937,500"
3399,Queens,Middle Village,Residential,Single-Family Home,21/Q3,"$46,470,667","$761,814","$765,000",61,"81,014",$574,,"$46,470,667","$761,814","$765,000"
3400,Bronx,Fieldston,Residential,Single-Family Home,20/Q2,"$1,435,000","$1,435,000","$1,435,000",1,"2,502",$574,,"$1,435,000","$1,435,000","$1,435,000"
3401,Brooklyn,Homecrest,Residential,Single-Family Home,23/Q3,"$10,844,500","$774,607","$745,250",14,"18,909",$574,,"$10,844,500","$774,607","$745,250"
3402,Queens,Jackson Heights,Residential,Single-Family Home,25/Q2,"$8,800,500","$977,833","$988,000",9,"15,347",$573,,"$8,800,500","$977,833","$988,000"
3403,Queens,Whitestone,Residential,Multi-Family Dwelling,20/Q3,"$22,316,655","$1,239,814","$1,177,500",18,"38,936",$573,,"$22,316,655","$1,239,814","$1,177,500"
3404,Brooklyn,Midwood,Residential,Multi-Family Dwelling,22/Q4,"$16,173,000","$1,155,214","$1,120,000",14,"28,230",$573,,"$16,173,000","$1,155,214","$1,120,000"
3405,Queens,"Murray Hill, QNS",Residential,Multi-Family Dwelling,21/Q4,"$35,131,948","$1,351,229","$1,380,000",26,"61,324",$573,,"$35,131,948","$1,351,229","$1,380,000"
3406,Queens,Rego Park,Residential,Single-Family Home,23/Q2,"$7,766,000","$970,750","$841,500",8,"13,557",$573,2566.6666666666665,"$7,766,000","$970,750","$841,500"
3407,Queens,Astoria,Residential,Multi-Family Dwelling,22/Q1,"$75,830,825","$1,263,847","$1,297,500",60,"132,381",$573,2302.6666666666665,"$75,830,825","$1,263,847","$1,297,500"
3408,Brooklyn,Manhattan Beach,Residential,Multi-Family Dwelling,22/Q2,"$7,392,050","$1,848,013","$1,805,513",3,"12,906",$573,,"$7,392,050","$1,848,013","$1,805,513"
3409,Brooklyn,Madison,Residential,Multi-Family Dwelling,24/Q2,"$2,838,000","$946,000","$900,000",3,"4,955",$573,,"$2,838,000","$946,000","$900,000"
3410,Queens,Utopia,Residential,Single-Family Home,20/Q4,"$10,105,300","$842,108","$833,400",12,"17,644",$573,,"$10,105,300","$842,108","$833,400"
3411,Brooklyn,Bedford-Stuyvesant,Residential,Multi-Family Dwelling,24/Q1,"$73,856,352","$1,678,553","$1,542,625",44,"125,640",$573,3084.6666666666665,"$73,856,352","$1,678,553","$1,542,625"
3412,Queens,Sunnyside,Residential,Multi-Family Dwelling,23/Q1,"$3,368,840","$1,122,947","$1,110,840",3,"5,883",$573,2301.6666666666665,"$3,368,840","$1,122,947","$1,110,840"
3413,Staten Island,Richmondtonwn,Residential,Single-Family Home,25/Q3,"$1,360,000","$680,000","$680,000",2,"2,375",$573,,"$1,360,000","$680,000","$680,000"
3414,Queens,Douglaston,Residential,Multi-Family Dwelling,22/Q1,"$20,476,610","$1,575,124","$1,200,000",11,"35,759",$573,,"$20,476,610","$1,575,124","$1,200,000"
3415,Brooklyn,Ocean Parkway,Residential,Multi-Family Dwelling,20/Q2,"$13,827,500","$1,728,438","$1,940,000",8,"24,148",$573,,"$13,827,500","$1,728,438","$1,940,000"
3416,Queens,Maspeth,Residential,Single-Family Home,25/Q2,"$675,000","$675,000","$675,000",1,"1,179",$573,,"$675,000","$675,000","$675,000"
3417,Staten Island,Grant City,Residential,Multi-Family Dwelling,24/Q4,"$6,353,701","$794,213","$777,500",8,"10,356",$572,,"$6,353,701","$794,213","$777,500"
3418,Queens,Rego Park,Residential,Single-Family Home,21/Q3,"$20,370,000","$925,909","$874,000",22,"35,589",$572,2040.0,"$20,370,000","$925,909","$874,000"
3419,Staten Island,Grant City,Residential,Single-Family Home,21/Q3,"$2,840,000","$710,000","$685,000",4,"4,962",$572,,"$2,840,000","$710,000","$685,000"
3420,Queens,Glendale,Residential,Single-Family Home,25/Q2,"$6,114,500","$764,313","$785,000",8,"10,684",$572,,"$6,114,500","$764,313","$785,000"
3421,Brooklyn,East Williamsburg,Residential,Multi-Family Dwelling,25/Q3,"$6,816,007","$2,272,002","$1,450,000",3,"11,910",$572,,"$6,816,007","$2,272,002","$1,450,000"
3422,Queens,New Hyde Park,Residential,Multi-Family Dwelling,22/Q3,"$4,600,000","$920,000","$845,000",4,"8,038",$572,,"$4,600,000","$920,000","$845,000"
3423,Staten Island,"Bay Terrace, SI",Residential,Single-Family Home,24/Q4,"$2,708,000","$677,000","$689,000",4,"4,732",$572,,"$2,708,000","$677,000","$689,000"
3424,Brooklyn,Ditmas Park,Residential,Multi-Family Dwelling,23/Q3,"$15,898,250","$1,589,825","$1,676,000",10,"27,786",$572,,"$15,898,250","$1,589,825","$1,676,000"
3425,Bronx,Fieldston,Residential,Single-Family Home,21/Q2,"$10,592,500","$2,648,125","$2,333,750",4,"18,517",$572,,"$10,592,500","$2,648,125","$2,333,750"
3426,Queens,Jamaica Hills,Residential,Single-Family Home,20/Q2,"$1,166,915","$1,166,915","$1,166,915",1,"2,040",$572,,"$1,166,915","$1,166,915","$1,166,915"
3427,Brooklyn,Flatbush,Residential,Single-Family Home,24/Q3,"$4,754,210","$792,368","$805,000",6,"8,312",$572,,"$4,754,210","$792,368","$805,000"
3428,Brooklyn,Ditmas Park,Residential,Multi-Family Dwelling,22/Q1,"$23,355,000","$1,557,000","$1,700,000",14,"40,834",$572,,"$23,355,000","$1,557,000","$1,700,000"
3429,Queens,Ozone Park,Residential,Multi-Family Dwelling,24/Q4,"$7,972,797","$1,138,971","$1,205,000",7,"13,940",$572,,"$7,972,797","$1,138,971","$1,205,000"
3430,Brooklyn,Sunset Park,Residential,Multi-Family Dwelling,25/Q3,"$10,501,000","$1,500,143","$1,530,000",7,"18,364",$572,,"$10,501,000","$1,500,143","$1,530,000"
3431,Queens,Rego Park,Residential,Single-Family Home,21/Q1,"$7,489,000","$936,125","$865,000",8,"13,097",$572,1950.0,"$7,489,000","$936,125","$865,000"
3432,Brooklyn,Stuyvesant Heights,Residential,Multi-Family Dwelling,21/Q3,"$94,287,851","$1,496,633","$1,415,000",63,"164,913",$572,,"$94,287,851","$1,496,633","$1,415,000"
3433,Queens,East Flushing,Residential,Single-Family Home,23/Q2,"$17,763,000","$986,833","$900,000",18,"31,070",$572,,"$17,763,000","$986,833","$900,000"
3434,Queens,Glendale,Residential,Single-Family Home,24/Q2,"$14,972,770","$748,638","$791,988",20,"26,192",$572,,"$14,972,770","$748,638","$791,988"
3435,Queens,Douglaston,Residential,Multi-Family Dwelling,21/Q2,"$4,412,888","$1,103,222","$1,040,000",4,"7,720",$572,,"$4,412,888","$1,103,222","$1,040,000"
3436,Brooklyn,Marine Park,Residential,Single-Family Home,22/Q2,"$24,463,400","$764,481","$750,000",31,"42,807",$571,,"$24,463,400","$764,481","$750,000"
3437,Queens,Clearview,Residential,Multi-Family Dwelling,20/Q2,"$4,578,000","$1,144,500","$1,130,000",4,"8,011",$571,,"$4,578,000","$1,144,500","$1,130,000"
3438,Brooklyn,East Williamsburg-Bushwick,Residential,Multi-Family Dwelling,25/Q1,"$1,800,000","$1,800,000","$1,800,000",1,"3,150",$571,,"$1,800,000","$1,800,000","$1,800,000"
3439,Brooklyn,Greenwood,Residential,Multi-Family Dwelling,25/Q3,"$2,800,000","$1,400,000","$1,400,000",2,"4,900",$571,,"$2,800,000","$1,400,000","$1,400,000"
3440,Brooklyn,Kensington,Residential,Multi-Family Dwelling,24/Q4,"$16,365,800","$1,487,800","$1,629,200",11,"28,641",$571,,"$16,365,800","$1,487,800","$1,629,200"
3441,Queens,Oakland Gardens,Residential,Multi-Family Dwelling,23/Q3,"$10,907,000","$1,363,375","$1,315,000",8,"19,091",$571,,"$10,907,000","$1,363,375","$1,315,000"
3442,Staten Island,Oakwood,Residential,Multi-Family Dwelling,23/Q3,"$2,287,500","$762,500","$665,000",3,"4,004",$571,,"$2,287,500","$762,500","$665,000"
3443,Staten Island,Silver Lake,Residential,Multi-Family Dwelling,24/Q3,"$1,709,999","$855,000","$855,000",2,"2,994",$571,,"$1,709,999","$855,000","$855,000"
3444,Queens,Woodside,Residential,Single-Family Home,22/Q3,"$7,708,250","$856,472","$910,000",8,"13,499",$571,,"$7,708,250","$856,472","$910,000"
3445,Queens,Douglaston,Residential,Multi-Family Dwelling,21/Q3,"$7,343,500","$1,049,071","$930,000",7,"12,861",$571,,"$7,343,500","$1,049,071","$930,000"
3446,Queens,Kew Garden Hills,Residential,Multi-Family Dwelling,24/Q2,"$7,210,000","$1,201,667","$1,040,000",6,"12,628",$571,,"$7,210,000","$1,201,667","$1,040,000"
3447,Queens,East Flushing,Residential,Single-Family Home,20/Q4,"$11,619,000","$829,929","$806,000",14,"20,351",$571,,"$11,619,000","$829,929","$806,000"
3448,Queens,Hillcrest,Residential,Single-Family Home,22/Q1,"$24,840,999","$993,640","$933,000",25,"43,510",$571,,"$24,840,999","$993,640","$933,000"
3449,Brooklyn,Homecrest,Residential,Single-Family Home,23/Q2,"$8,793,000","$879,300","$850,000",10,"15,402",$571,,"$8,793,000","$879,300","$850,000"
3450,Brooklyn,Sunset Park,Residential,Multi-Family Dwelling,24/Q1,"$37,197,000","$1,377,667","$1,400,000",27,"65,156",$571,,"$37,197,000","$1,377,667","$1,400,000"
3451,Brooklyn,Midwood,Residential,Single-Family Home,20/Q3,"$16,180,000","$951,765","$850,000",17,"28,348",$571,,"$16,180,000","$951,765","$850,000"
3452,Brooklyn,Bushwick,Residential,Single-Family Home,25/Q1,"$4,630,000","$1,157,500","$1,077,500",4,"8,114",$571,3365.3333333333335,"$4,630,000","$1,157,500","$1,077,500"
3453,Queens,Bellerose,Residential,Single-Family Home,24/Q4,"$20,012,000","$833,833","$777,500",24,"35,075",$571,,"$20,012,000","$833,833","$777,500"
3454,Queens,Sunnyside,Residential,Multi-Family Dwelling,21/Q1,"$10,357,500","$1,035,750","$995,000",10,"18,154",$571,1815.0,"$10,357,500","$1,035,750","$995,000"
3455,Brooklyn,Old Mill Basin,Residential,Multi-Family Dwelling,24/Q2,"$890,000","$890,000","$890,000",1,"1,560",$571,,"$890,000","$890,000","$890,000"
3456,Queens,Rego Park,Residential,Single-Family Home,25/Q2,"$8,865,757","$985,084","$965,000",9,"15,542",$570,2650.0,"$8,865,757","$985,084","$965,000"
3457,Brooklyn,Bay Ridge,Residential,Single-Family Home,20/Q1,"$26,576,499","$1,107,354","$1,050,000",24,"46,590",$570,2000.0,"$26,576,499","$1,107,354","$1,050,000"
3458,Brooklyn,Stuyvesant Heights,Residential,Condo,24/Q3,"$8,655,500","$721,292","$792,500",12,"1,464",$570,,"$8,655,500","$721,292","$792,500"
3459,Brooklyn,Midwood,Residential,Multi-Family Dwelling,20/Q1,"$20,450,000","$1,704,167","$1,250,000",12,"35,855",$570,,"$20,450,000","$1,704,167","$1,250,000"
3460,Queens,Rego Park,Residential,Single-Family Home,24/Q4,"$12,629,000","$902,071","$940,000",14,"22,143",$570,2770.3333333333335,"$12,629,000","$902,071","$940,000"
3461,Brooklyn,Kensington,Residential,Multi-Family Dwelling,22/Q4,"$24,655,000","$1,540,938","$1,575,000",16,"41,046",$570,,"$24,655,000","$1,540,938","$1,575,000"
3462,Queens,Forest Hills,Residential,Multi-Family Dwelling,24/Q4,"$10,964,239","$1,096,424","$1,055,000",10,"19,230",$570,2716.6666666666665,"$10,964,239","$1,096,424","$1,055,000"
3463,Brooklyn,Madison,Residential,Multi-Family Dwelling,20/Q4,"$11,904,900","$1,082,264","$995,000",11,"20,887",$570,,"$11,904,900","$1,082,264","$995,000"
3464,Queens,College Point,Residential,Single-Family Home,25/Q1,"$6,887,399","$765,267","$800,000",9,"12,088",$570,,"$6,887,399","$765,267","$800,000"
3465,Queens,Ridgewood,Residential,Single-Family Home,22/Q3,"$4,739,638","$789,940","$817,500",6,"8,320",$570,,"$4,739,638","$789,940","$817,500"
3466,Brooklyn,Ocean Hill,Residential,Multi-Family Dwelling,24/Q2,"$17,883,372","$1,277,384","$1,184,345",14,"31,400",$570,,"$17,883,372","$1,277,384","$1,184,345"
3467,Queens,Jackson Heights,Residential,Multi-Family Dwelling,24/Q4,"$20,805,278","$1,095,015","$1,100,000",19,"36,536",$569,,"$20,805,278","$1,095,015","$1,100,000"
3468,Staten Island,Dongan Hills,Residential,Single-Family Home,21/Q4,"$16,716,024","$796,001","$658,000",21,"29,356",$569,,"$16,716,024","$796,001","$658,000"
3469,Queens,Rockwood Park,Residential,Multi-Family Dwelling,24/Q2,"$1,849,000","$924,500","$924,500",2,"3,248",$569,,"$1,849,000","$924,500","$924,500"
3470,Brooklyn,Manhattan Beach,Residential,Single-Family Home,21/Q2,"$5,788,459","$1,929,486","$1,488,459",3,"10,169",$569,,"$5,788,459","$1,929,486","$1,488,459"
3471,Queens,Hammels,Residential,Single-Family Home,20/Q1,"$572,400","$572,400","$572,400",1,"1,006",$569,,"$572,400","$572,400","$572,400"
3472,Queens,Little Neck,Residential,Multi-Family Dwelling,23/Q3,"$2,155,000","$1,077,500","$1,077,500",2,"3,788",$569,,"$2,155,000","$1,077,500","$1,077,500"
3473,Queens,Clearview,Residential,Single-Family Home,21/Q4,"$19,671,476","$855,282","$848,888",23,"34,578",$569,,"$19,671,476","$855,282","$848,888"
3474,Brooklyn,East Williamsburg,Residential,Multi-Family Dwelling,20/Q4,"$17,462,495","$1,587,500","$1,730,000",11,"30,696",$569,,"$17,462,495","$1,587,500","$1,730,000"
3475,Queens,College Point,Residential,Single-Family Home,25/Q2,"$8,129,797","$903,311","$805,000",9,"14,292",$569,,"$8,129,797","$903,311","$805,000"
3476,Brooklyn,Marine Park,Residential,Multi-Family Dwelling,25/Q2,"$11,297,800","$1,027,073","$930,000",11,"19,863",$569,,"$11,297,800","$1,027,073","$930,000"
3477,Queens,Utopia,Residential,Multi-Family Dwelling,24/Q2,"$3,230,000","$1,076,667","$950,000",3,"5,680",$569,,"$3,230,000","$1,076,667","$950,000"
3478,Brooklyn,Flatlands,Residential,Single-Family Home,23/Q4,"$10,532,449","$658,278","$652,500",16,"18,524",$569,,"$10,532,449","$658,278","$652,500"
3479,Brooklyn,Bushwick,Residential,Single-Family Home,20/Q2,"$2,874,000","$958,000","$925,000",3,"5,055",$569,2607.0,"$2,874,000","$958,000","$925,000"
3480,Queens,Clearview,Residential,Multi-Family Dwelling,24/Q1,"$9,125,000","$1,140,625","$1,085,000",8,"16,051",$569,,"$9,125,000","$1,140,625","$1,085,000"
3481,Queens,New Hyde Park,Residential,Multi-Family Dwelling,23/Q4,"$1,250,000","$1,250,000","$1,250,000",1,"2,199",$568,,"$1,250,000","$1,250,000","$1,250,000"
3482,Queens,Ozone Park,Residential,Single-Family Home,24/Q4,"$12,006,500","$706,265","$680,000",17,"21,122",$568,,"$12,006,500","$706,265","$680,000"
3483,Bronx,Spuyten Duyvil,Residential,Single-Family Home,24/Q2,"$4,192,500","$1,397,500","$1,550,500",3,"7,376",$568,,"$4,192,500","$1,397,500","$1,550,500"
3484,Staten Island,"Sunnyside, SI",Residential,Single-Family Home,24/Q1,"$1,408,888","$704,444","$704,444",2,"2,479",$568,,"$1,408,888","$704,444","$704,444"
3485,Queens,Sunnyside,Residential,Multi-Family Dwelling,24/Q1,"$8,753,000","$1,250,429","$1,225,000",7,"15,404",$568,2400.0,"$8,753,000","$1,250,429","$1,225,000"
3486,Brooklyn,Sheepshead Bay,Residential,Single-Family Home,25/Q3,"$1,300,000","$1,300,000","$1,300,000",1,"2,288",$568,,"$1,300,000","$1,300,000","$1,300,000"
3487,Brooklyn,Midwood,Residential,Multi-Family Dwelling,24/Q1,"$15,415,800","$1,401,436","$985,800",11,"27,137",$568,,"$15,415,800","$1,401,436","$985,800"
3488,Queens,Glen Oaks Village,Residential,Multi-Family Dwelling,21/Q4,"$2,645,000","$661,250","$727,500",4,"4,657",$568,,"$2,645,000","$661,250","$727,500"
3489,Brooklyn,Kensington,Residential,Multi-Family Dwelling,24/Q1,"$21,574,499","$1,541,036","$1,587,500",14,"37,986",$568,,"$21,574,499","$1,541,036","$1,587,500"
3490,Queens,South Ozone Park,Residential,Single-Family Home,24/Q3,"$25,309,733","$684,047","$665,000",37,"44,572",$568,,"$25,309,733","$684,047","$665,000"
3491,Bronx,Spuyten Duyvil,Residential,Single-Family Home,22/Q1,"$7,457,500","$1,491,500","$1,050,000",3,"13,136",$568,,"$7,457,500","$1,491,500","$1,050,000"
3492,Brooklyn,East Williamsburg-Bushwick,Residential,Multi-Family Dwelling,21/Q4,"$2,725,000","$1,362,500","$1,362,500",2,"4,800",$568,,"$2,725,000","$1,362,500","$1,362,500"
3493,Queens,East Elmont,Residential,Single-Family Home,20/Q2,"$6,000,000","$750,000","$752,500",8,"10,569",$568,,"$6,000,000","$750,000","$752,500"
3494,Queens,Woodside,Residential,Multi-Family Dwelling,25/Q2,"$23,754,813","$1,696,772","$1,711,444",14,"41,845",$568,,"$23,754,813","$1,696,772","$1,711,444"
3495,Queens,East Flushing,Residential,Single-Family Home,23/Q1,"$9,907,000","$990,700","$988,000",10,"17,452",$568,,"$9,907,000","$990,700","$988,000"
3496,Queens,Astoria,Residential,Multi-Family Dwelling,22/Q2,"$76,800,995","$1,280,017","$1,281,500",55,"135,311",$568,2491.0,"$76,800,995","$1,280,017","$1,281,500"
3497,Staten Island,Westerleigh,Residential,Single-Family Home,25/Q1,"$2,851,950","$712,988","$702,500",4,"5,025",$568,,"$2,851,950","$712,988","$702,500"
3498,Brooklyn,Greenwood,Residential,Multi-Family Dwelling,20/Q1,"$11,110,393","$1,851,732","$1,692,500",6,"19,576",$568,2516.3333333333335,"$11,110,393","$1,851,732","$1,692,500"
3499,Bronx,Riverdale,Residential,Single-Family Home,21/Q2,"$6,283,995","$897,714","$820,000",7,"11,075",$567,2324.3333333333335,"$6,283,995","$897,714","$820,000"
3500,Queens,Hillcrest,Residential,Multi-Family Dwelling,20/Q2,"$1,865,500","$932,750","$932,750",2,"3,288",$567,,"$1,865,500","$932,750","$932,750"
3501,Staten Island,Dongan Hills,Residential,Single-Family Home,23/Q2,"$4,973,000","$710,429","$648,000",7,"8,766",$567,,"$4,973,000","$710,429","$648,000"
3502,Brooklyn,Marine Park,Residential,Single-Family Home,21/Q4,"$28,643,360","$774,145","$743,360",37,"50,500",$567,,"$28,643,360","$774,145","$743,360"
3503,Brooklyn,Sheepshead Bay,Residential,Multi-Family Dwelling,24/Q2,"$23,462,900","$1,303,494","$1,192,500",18,"41,374",$567,,"$23,462,900","$1,303,494","$1,192,500"
3504,Queens,Pomonok,Residential,Single-Family Home,23/Q3,"$2,223,000","$741,000","$708,000",3,"3,920",$567,,"$2,223,000","$741,000","$708,000"
3505,Queens,South Richmond Hill,Residential,Multi-Family Dwelling,25/Q3,"$6,104,121","$872,017","$947,000",7,"10,764",$567,,"$6,104,121","$872,017","$947,000"
3506,Queens,Sunnyside,Residential,Multi-Family Dwelling,22/Q4,"$6,510,000","$1,302,000","$1,280,000",5,"11,480",$567,2275.0,"$6,510,000","$1,302,000","$1,280,000"
3507,Brooklyn,Bushwick,Residential,Single-Family Home,21/Q1,"$4,351,000","$1,087,750","$1,100,000",4,"7,673",$567,2385.3333333333335,"$4,351,000","$1,087,750","$1,100,000"
3508,Brooklyn,Stuyvesant Heights,Residential,Single-Family Home,21/Q4,"$12,859,368","$1,169,033","$1,240,000",11,"22,678",$567,,"$12,859,368","$1,169,033","$1,240,000"
3509,Brooklyn,Sheepshead Bay,Residential,Single-Family Home,21/Q3,"$10,032,000","$836,000","$715,000",12,"17,692",$567,,"$10,032,000","$836,000","$715,000"
3510,Queens,Richmond Hill,Residential,Single-Family Home,22/Q4,"$5,240,000","$748,571","$770,000",7,"9,242",$567,,"$5,240,000","$748,571","$770,000"
3511,Queens,Elmhurst,Residential,Single-Family Home,24/Q1,"$15,231,298","$846,183","$862,000",18,"26,867",$567,,"$15,231,298","$846,183","$862,000"
3512,Queens,Flushing,Residential,Single-Family Home,22/Q1,"$22,197,000","$1,057,000","$930,000",17,"39,155",$567,,"$22,197,000","$1,057,000","$930,000"
3513,Queens,Middle Village,Residential,Single-Family Home,23/Q2,"$20,710,537","$767,057","$775,000",27,"36,533",$567,,"$20,710,537","$767,057","$775,000"
3514,Queens,Little Neck,Residential,Multi-Family Dwelling,23/Q2,"$5,865,215","$1,466,304","$1,506,500",4,"10,347",$567,,"$5,865,215","$1,466,304","$1,506,500"
3515,Queens,Flushing,Residential,Multi-Family Dwelling,21/Q4,"$28,028,977","$1,218,651","$999,000",23,"49,456",$567,,"$28,028,977","$1,218,651","$999,000"
3516,Staten Island,Castleton Corners,Residential,Single-Family Home,23/Q4,"$4,718,057","$786,343","$737,500",6,"8,327",$567,,"$4,718,057","$786,343","$737,500"
3517,Staten Island,Arrochar,Residential,Single-Family Home,20/Q2,"$775,000","$775,000","$775,000",1,"1,368",$567,,"$775,000","$775,000","$775,000"
3518,Brooklyn,Prospect Lefferts Ga,Residential,Multi-Family Dwelling,25/Q1,"$10,380,728","$1,482,961","$1,510,000",7,"18,324",$567,,"$10,380,728","$1,482,961","$1,510,000"
3519,Brooklyn,Prospect Lefferts Ga,Residential,Multi-Family Dwelling,22/Q4,"$4,784,000","$1,594,667","$1,570,000",3,"8,445",$566,,"$4,784,000","$1,594,667","$1,570,000"
3520,Queens,Middle Village,Residential,Single-Family Home,20/Q4,"$32,370,306","$735,689","$747,000",44,"57,144",$566,,"$32,370,306","$735,689","$747,000"
3521,Queens,Fresh Meadows,Residential,Multi-Family Dwelling,23/Q3,"$3,700,000","$1,233,333","$1,200,000",3,"6,534",$566,,"$3,700,000","$1,233,333","$1,200,000"
3522,Queens,Little Neck,Residential,Single-Family Home,22/Q3,"$10,038,717","$1,115,413","$999,000",9,"17,733",$566,,"$10,038,717","$1,115,413","$999,000"
3523,Brooklyn,Mill Basin,Residential,Single-Family Home,24/Q4,"$9,392,000","$1,174,000","$1,147,500",8,"16,594",$566,,"$9,392,000","$1,174,000","$1,147,500"
3524,Queens,Flushing,Residential,Single-Family Home,24/Q4,"$2,940,000","$980,000","$990,000",3,"5,195",$566,,"$2,940,000","$980,000","$990,000"
3525,Queens,Oakland Gardens,Residential,Single-Family Home,22/Q4,"$17,796,000","$1,112,250","$1,099,500",16,"31,452",$566,,"$17,796,000","$1,112,250","$1,099,500"
3526,Staten Island,Emerson Hill,Residential,Multi-Family Dwelling,25/Q3,"$2,365,000","$1,182,500","$1,182,500",2,"4,180",$566,,"$2,365,000","$1,182,500","$1,182,500"
3527,Queens,Astoria,Residential,Single-Family Home,22/Q4,"$10,118,000","$1,011,800","$994,500",10,"17,888",$566,2631.6666666666665,"$10,118,000","$1,011,800","$994,500"
3528,Brooklyn,Bensonhurst,Residential,Multi-Family Dwelling,21/Q4,"$60,821,980","$1,267,125","$1,322,500",48,"107,532",$566,,"$60,821,980","$1,267,125","$1,322,500"
3529,Queens,Astoria,Residential,Multi-Family Dwelling,25/Q3,"$5,137,500","$1,284,375","$1,263,750",4,"9,083",$566,,"$5,137,500","$1,284,375","$1,263,750"
3530,Queens,Jamaica Hills,Residential,Single-Family Home,21/Q2,"$8,446,500","$767,864","$750,000",11,"14,934",$566,,"$8,446,500","$767,864","$750,000"
3531,Bronx,Riverdale,Residential,Multi-Family Dwelling,22/Q4,"$5,200,000","$1,733,333","$1,150,000",3,"9,195",$566,2663.3333333333335,"$5,200,000","$1,733,333","$1,150,000"
3532,Queens,Briarwood,Residential,Single-Family Home,21/Q4,"$6,127,000","$765,875","$739,500",8,"10,836",$565,,"$6,127,000","$765,875","$739,500"
3533,Queens,Hamilton Beach,Residential,Single-Family Home,25/Q2,"$986,081","$493,040","$493,040",2,"1,744",$565,,"$986,081","$493,040","$493,040"
3534,Queens,Brookville,Residential,Multi-Family Dwelling,24/Q4,"$5,529,099","$921,516","$904,950",6,"9,779",$565,,"$5,529,099","$921,516","$904,950"
3535,Queens,Jamaica Estates,Residential,Single-Family Home,23/Q1,"$17,868,000","$1,191,200","$1,100,000",15,"31,603",$565,,"$17,868,000","$1,191,200","$1,100,000"
3536,Manhattan,Washington Heights,Residential,Single-Family Home,21/Q1,"$2,300,000","$2,300,000","$2,300,000",1,"4,068",$565,2000.0,"$2,300,000","$2,300,000","$2,300,000"
3537,Queens,Auburndale,Residential,Multi-Family Dwelling,22/Q2,"$13,211,000","$1,201,000","$1,130,000",9,"23,368",$565,,"$13,211,000","$1,201,000","$1,130,000"
3538,Queens,Belle Harbor,Residential,Single-Family Home,20/Q3,"$8,750,998","$1,093,875","$942,500",8,"15,482",$565,,"$8,750,998","$1,093,875","$942,500"
3539,Queens,Richmond Hill,Residential,Multi-Family Dwelling,25/Q3,"$2,895,000","$965,000","$945,000",3,"5,122",$565,,"$2,895,000","$965,000","$945,000"
3540,Queens,East Flushing,Residential,Multi-Family Dwelling,23/Q3,"$18,356,400","$1,223,760","$1,300,000",15,"32,480",$565,,"$18,356,400","$1,223,760","$1,300,000"
3541,Queens,Sunnyside,Residential,Multi-Family Dwelling,24/Q3,"$6,653,000","$1,330,600","$1,408,000",5,"11,772",$565,2617.3333333333335,"$6,653,000","$1,330,600","$1,408,000"
3542,Brooklyn,Marine Park,Residential,Single-Family Home,23/Q2,"$21,770,777","$837,338","$738,750",26,"38,525",$565,,"$21,770,777","$837,338","$738,750"
