,Project Type,Project Name,Association Name,City,Zip,County,ID,Address,__lat,__lon,__geocode_status
1398,CONDOMINIUM,ELDORADO PLAZA EAST,"ELDORADO PLAZA EAST CONDOMINIUM ASSOCIATION, INC",HALLANDALE BEACH,33009,BROWARD,248867,"ELDORADO PLAZA EAST CONDOMINIUM ASSOCIATION, INC, HALLANDALE BEACH, FL 33009",25.9848078,-80.1209532,OK
1400,CONDOMINIUM,FAIRWAYS RIVIERA NORTH ASSN INC,FAIRWAYS RIVIERA NORTH ASSN INC,HALLANDALE BEACH,33009,BROWARD,238891,"FAIRWAYS RIVIERA NORTH ASSN INC, HALLANDALE BEACH, FL 33009",25.991228,-80.12874599999999,OK
1401,CONDOMINIUM,FAIRWAYS ROYALE,"FAIRWAYS ROYALE ASSOCIATION, INC",HALLANDALE BEACH,33009,BROWARD,249289,"FAIRWAYS ROYALE ASSOCIATION, INC, HALLANDALE BEACH, FL 33009",25.995981,-80.13381059999999,OK
1402,CONDOMINIUM,GOLDEN HORN CONDOMINIUM,GOLDEN HORN CONDOMINIUM,HALLANDALE BEACH,33009,BROWARD,234200,"GOLDEN HORN CONDOMINIUM, HALLANDALE BEACH, FL 33009",25.9827518,-80.1291708,OK
1403,CONDOMINIUM,GOLDEN ISLES LAKES CONDO,GOLDEN ISLES LAKES CONDOMINIUM ASSN,HALLANDALE BEACH,33009,BROWARD,298151,"GOLDEN ISLES LAKES CONDOMINIUM ASSN, HALLANDALE BEACH, FL 33009",25.9848078,-80.1209532,OK
1404,CONDOMINIUM,GOLDEN SURF TOWERS,GOLDEN SURF TOWERS,HALLANDALE BEACH,33009,BROWARD,215644,"GOLDEN SURF TOWERS, HALLANDALE BEACH, FL 33009",25.9821919,-80.1238666,OK
1405,CONDOMINIUM,GOLDEN SURF TOWERS,GOLDEN SURF TOWERS,HALLANDALE BEACH,33009,BROWARD,216097,"GOLDEN SURF TOWERS, HALLANDALE BEACH, FL 33009",25.9821919,-80.1238666,OK
1406,CONDOMINIUM,IMPERIAL TOWERS CONDOMINIUM INC,IMPERIAL TOWERS CONDO,HALLANDALE BEACH,33009,BROWARD,229676,"IMPERIAL TOWERS CONDO, HALLANDALE BEACH, FL 33009",25.9853196,-80.11981820000001,OK
1407,CONDOMINIUM,LAKE POINT TOWER CONDOMINIUM,LAKE POINT TOWER CONDOMINIUM,HALLANDALE BEACH,33009,MIAMI-DADE,239369,"LAKE POINT TOWER CONDOMINIUM, HALLANDALE BEACH, FL 33009",25.9841559,-80.1233833,OK
1408,CONDOMINIUM,"LINDAL APARTMENTS CONDOMINIUM ASSOCIATION, INC.","LINDAL APARTMENTS CONDOMINIUM ASSOCIATION, INC.",HALLANDALE BEACH,33009,BROWARD,291597,"LINDAL APARTMENTS CONDOMINIUM ASSOCIATION, INC., HALLANDALE BEACH, FL 33009",25.9819751,-80.12505589999999,OK
1409,CONDOMINIUM,MALAGA TOWERS,MALAGA TOWERS CONDOMINIUM ASSOCIATION,HALLANDALE BEACH,33009,BROWARD,287517,"MALAGA TOWERS CONDOMINIUM ASSOCIATION, HALLANDALE BEACH, FL 33009",25.9816488,-80.1189935,OK
1410,CONDOMINIUM,MEADOWBROOK CONDO ASSN BLDG #10 INC.,MEADOWBROOK CONDO ASSN BLDG #10 INC.,HALLANDALE BEACH,33009,BROWARD,251375,"MEADOWBROOK CONDO ASSN BLDG #10 INC., HALLANDALE BEACH, FL 33009",25.9812186,-80.1686158,OK
1411,CONDOMINIUM,MEADOWBROOK TOWERS CONDO D INC,"MEADOWBROOK TOWERS ""D"" CONDO ASSOCIATION",HALLANDALE BEACH,33009,BROWARD,292037,"MEADOWBROOK TOWERS ""D"" CONDO ASSOCIATION, HALLANDALE BEACH, FL 33009",25.9848078,-80.1209532,OK
1412,CONDOMINIUM,MEADOWBROOK TOWERS CONDO L INC,"MEADOWBROOK TOWERS CONDOMINIUM ""L"", INC.",HALLANDALE BEACH,33009,BROWARD,294893,"MEADOWBROOK TOWERS CONDOMINIUM ""L"", INC., HALLANDALE BEACH, FL 33009",25.9902125,-80.1358805,OK
1413,CONDOMINIUM,MEADOWBROOK TOWERS CONDO. BLDG. J,MEADOWBROOK TOWERS CONDO. BLDG. J,HALLANDALE BEACH,33009,BROWARD,268751,"MEADOWBROOK TOWERS CONDO. BLDG. J, HALLANDALE BEACH, FL 33009",25.996162,-80.13608490000001,OK
1414,CONDOMINIUM,MEADOWBROOK TOWERS G,MEADOWBROOK TOWERS G,HALLANDALE BEACH,33009,BROWARD,233146,"MEADOWBROOK TOWERS G, HALLANDALE BEACH, FL 33009",25.9897404,-80.1349346,OK
1415,CONDOMINIUM,MOFFETT PLACE CONDO,MOFFETT PLACE CONDO,HALLANDALE BEACH,33009,BROWARD,266155,"MOFFETT PLACE CONDO, HALLANDALE BEACH, FL 33009",25.9968497,-80.1387266,OK
1416,CONDOMINIUM,,GOLDEN ISLES YACHT CLUB,HALLANDALE BEACH,33009,BROWARD,217851,"GOLDEN ISLES YACHT CLUB, HALLANDALE BEACH, FL 33009",25.9827774,-80.12832519999999,OK
1417,CONDOMINIUM,OCEAN MARINE YACHT CLUB,OCEAN MARINE YACHT CLUB,HALLANDALE BEACH,33009,BROWARD,238254,"OCEAN MARINE YACHT CLUB, HALLANDALE BEACH, FL 33009",25.9813178,-80.12077140000001,OK
1419,CONDOMINIUM,ONE-TWENTY-ONE GOLDEN CONDO,"ONE TWENTY ONE GOLDEN CONDO ASSOC., INC.",HALLANDALE BEACH,33009,BROWARD,269272,"ONE TWENTY ONE GOLDEN CONDO ASSOC., INC., HALLANDALE BEACH, FL 33009",25.9826201,-80.1236795,OK
1420,CONDOMINIUM,PARK LAYNE TOWERS OWNERS ASSOCIATION INC.,PARK LAYNE TOWERS OWNERS ASSOCIATION INC.,HALLANDALE BEACH,33009,BROWARD,254307,"PARK LAYNE TOWERS OWNERS ASSOCIATION INC., HALLANDALE BEACH, FL 33009",25.9571002,-80.1199791,OK
1421,CONDOMINIUM,PARKER DORADO CONDOMINIUM ASSOCIATION,PARKER DORADO CONDOMINIUM ASSOCIATION,HALLANDALE BEACH,33009,BROWARD,304809,"PARKER DORADO CONDOMINIUM ASSOCIATION, HALLANDALE BEACH, FL 33009",25.9756981,-80.118977,OK
1422,CONDOMINIUM,SIRS PROJECT,MEADOWBROOK CONDOMINIUM APT. BUILDING #2,HALLANDALE BEACH,33009,BROWARD,293661,"MEADOWBROOK CONDOMINIUM APT. BUILDING #2, HALLANDALE BEACH, FL 33009",25.9926344,-80.1273599,OK
1423,CONDOMINIUM,SIRS-APRIL SONG CONDO,APRIL SONG CONDO ASSOC.,HALLANDALE BEACH,33009,BROWARD,249064,"APRIL SONG CONDO ASSOC., HALLANDALE BEACH, FL 33009",25.9874436,-80.1346129,OK
1424,CONDOMINIUM,SIRS-MEADOWBROOK CONDO BLD. 7,MEADOWBROOK CONDO #7,HALLANDALE BEACH,33009,BROWARD,239990,"MEADOWBROOK CONDO #7, HALLANDALE BEACH, FL 33009",25.996162,-80.13608490000001,OK
1425,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,AVANT GARDE CONDOMINIUM ASSOCIATION,HALLANDALE BEACH,33009,BROWARD,244565,"AVANT GARDE CONDOMINIUM ASSOCIATION, HALLANDALE BEACH, FL 33009",25.9782227,-80.12087609999999,OK
1426,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY,THE HEMISPHERES CONDOMINIUM ASSOCIATION INC.,HALLANDALE BEACH,33009,BROWARD,220162,"THE HEMISPHERES CONDOMINIUM ASSOCIATION INC., HALLANDALE BEACH, FL 33009",25.9803413,-80.1187779,OK
1427,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVE STUDY(SIRS),"ANCHOR BAY CLUB CONDOMINIUM ASSOCIATION, INC.",HALLANDALE BEACH,33009,BROWARD,291551,"ANCHOR BAY CLUB CONDOMINIUM ASSOCIATION, INC., HALLANDALE BEACH, FL 33009",25.9904753,-80.12558229999999,OK
1428,CONDOMINIUM,TAROMINA APTS,TAROMINA APTS INC,HALLANDALE BEACH,33009,BROWARD,236448,"TAROMINA APTS INC, HALLANDALE BEACH, FL 33009",25.980919,-80.11897429999999,OK
1429,CONDOMINIUM,"THE ISLANDS-BERMUDA ASSOCIATION, INC","THE ISLANDS-BERMUDA ASSOCIATION, INC",HALLANDALE BEACH,33009,BROWARD,248808,"THE ISLANDS-BERMUDA ASSOCIATION, INC, HALLANDALE BEACH, FL 33009",25.9830809,-80.12119849999999,OK
1430,CONDOMINIUM,"THE ISLANDS-BERMUDA ASSOCIATION, INC.","THE ISLANDS-BERMUDA ASSOCIATION, INC.",HALLANDALE BEACH,33009,BROWARD,248611,"THE ISLANDS-BERMUDA ASSOCIATION, INC., HALLANDALE BEACH, FL 33009",25.9830809,-80.12119849999999,OK
1431,CONDOMINIUM,TOWERS OF OCEANVIEW SOUTH,TOWERS OF OCEANVIEW SOUTH,HALLANDALE BEACH,33009,BROWARD,253079,"TOWERS OF OCEANVIEW SOUTH, HALLANDALE BEACH, FL 33009",25.9938105,-80.1210779,OK
1432,CONDOMINIUM,"WOODLAKE APARTMENTS CONDOMINIUM ASSOCIATION, INC.","WOODLAKE APARTMENTS CONDOMINIUM ASSOCIATION, INC.",HALLANDALE BEACH,33009,BROWARD,240770,"WOODLAKE APARTMENTS CONDOMINIUM ASSOCIATION, INC., HALLANDALE BEACH, FL 33009",25.9848078,-80.1209532,OK
1433,CONDOMINIUM,SIRS MEADOWBROOK TOWERS CONDO B,MEADOWBROOK TOWERS CONDO 'B',HALLANDALE BREACH,33009,BROWARD,239561,"MEADOWBROOK TOWERS CONDO 'B', HALLANDALE BREACH, FL 33009",25.996162,-80.13608490000001,OK
1434,CONDOMINIUM,SIRS-MEADOWBROOK CONDO ASSN BLDG 2,MEADOWBROOK CONDO ASSN BLDG #2,HALLANDALE BREACH,33009,BROWARD,245645,"MEADOWBROOK CONDO ASSN BLDG #2, HALLANDALE BREACH, FL 33009",25.9921745,-80.174831,OK
1435,CONDOMINIUM,SIRS-MEADOWBROOK CONDO- BLDG 1,MEADOWBROOK CONDO ASSN BLDG 1,HALLANDALE BREACH,33009,BROWARD,250921,"MEADOWBROOK CONDO ASSN BLDG 1, HALLANDALE BREACH, FL 33009",25.996162,-80.13608490000001,OK
1436,CONDOMINIUM,SIRS-MEADOWBROOK TOWER CONDO G,MEADOWBROOK TOWERS CONDO G,HALLANDALE BREACH,33009,BROWARD,239506,"MEADOWBROOK TOWERS CONDO G, HALLANDALE BREACH, FL 33009",25.996162,-80.13608490000001,OK
1437,CONDOMINIUM,SIRS-MEADOWBROOK TOWERS CONDO 'F',MEADOWBROOK TOWERS CONDO 'F',HALLANDALE BREACH,33009,BROWARD,239531,"MEADOWBROOK TOWERS CONDO 'F', HALLANDALE BREACH, FL 33009",25.996162,-80.13608490000001,OK
1438,CONDOMINIUM,SIRS-MEADOWBROOK TOWERS CONDO A,MEADOWBROOK TOWERS CONDO A,HALLANDALE BREACH,33009,BROWARD,239644,"MEADOWBROOK TOWERS CONDO A, HALLANDALE BREACH, FL 33009",25.996162,-80.13608490000001,OK
1439,CONDOMINIUM,SIRS-MEADOWBROOK TOWERS CONDO C,MEADOWBROOK TOWERS CONDO C,HALLANDALE BREACH,33009,BROWARD,239733,"MEADOWBROOK TOWERS CONDO C, HALLANDALE BREACH, FL 33009",25.996162,-80.13608490000001,OK
1440,CONDOMINIUM,SPANISH VILLAS CONDOMINIUM ASSOCIATION INC.,SPANISH VILLAS CONDOMINIUM ASSOCIATION NC.,HIALEAH,33010,MIAMI-DADE,265143,"SPANISH VILLAS CONDOMINIUM ASSOCIATION NC., HIALEAH, FL 33010",25.8268582,-80.2810044,OK
1441,CONDOMINIUM,CASA BELLA CONDO OF HIALEAH,CASA BELLA CONDO OF HIALEAH,HIALEAH,33012,MIAMI-DADE,239910,"CASA BELLA CONDO OF HIALEAH, HIALEAH, FL 33012",25.8627842,-80.3152546,OK
1442,CONDOMINIUM,CASA REAL CONDOMINIUM ASSOCIATION,CASA REAL CONDOMINIUM,HIALEAH,33012,MIAMI-DADE,246054,"CASA REAL CONDOMINIUM, HIALEAH, FL 33012",25.8635937,-80.31210999999999,OK
1443,CONDOMINIUM,"MORADA NUMBER ONE A CONDOMINIUM ASSOCIATION, INC.","MORADA NUMBER ONE A CONDOMINIUM ASSOCIATION, INC.",HIALEAH,33012,MIAMI-DADE,291281,"MORADA NUMBER ONE A CONDOMINIUM ASSOCIATION, INC., HIALEAH, FL 33012",25.8641207,-80.30459669999999,OK
1444,CONDOMINIUM,PALMA REAL TOWNHOMES CONDOMINIUM,PALMA REAL TOWNHOMES CONDOMINIUM,HIALEAH,33012,MIAMI-DADE,239921,"PALMA REAL TOWNHOMES CONDOMINIUM, HIALEAH, FL 33012",25.8641207,-80.30459669999999,OK
1445,CONDOMINIUM,"THE IMPERIAL TERRACES CONDOMINIUM ASSOCIATION, INC.","THE IMPERIAL TERRACES CONDOMINIUM ASSOCIATION, INC.",HIALEAH,33012,MIAMI-DADE,266271,"THE IMPERIAL TERRACES CONDOMINIUM ASSOCIATION, INC., HIALEAH, FL 33012",25.8629231,-80.3192236,OK
1446,CONDOMINIUM,THE MILE APARTMENTS CONDOMINIUM,MILE APARTMENTS CONDOMINIUM ASSOCIATION,HIALEAH,33012,MIAMI-DADE,300673,"MILE APARTMENTS CONDOMINIUM ASSOCIATION, HIALEAH, FL 33012",25.8641207,-80.30459669999999,OK
1447,CONDOMINIUM,TIERRA DEL SOL,"TIERRA DEL SOL CONDO ASSN., INC",HIALEAH,33012,MIAMI-DADE,302489,"TIERRA DEL SOL CONDO ASSN., INC, HIALEAH, FL 33012",25.8825241,-80.2906094,OK
1448,CONDOMINIUM,TIERRA WEST CONDO,TIERRA WEST CONDO ASSOC. INC.,HIALEAH,33012,MIAMI-DADE,264672,"TIERRA WEST CONDO ASSOC. INC., HIALEAH, FL 33012",25.8641207,-80.30459669999999,OK
1449,CONDOMINIUM,"TREASURY CONDO. ASSN. INC,THE","TREASURY CONDO. ASSN. INC,THE",HIALEAH,33012,MIAMI-DADE,215825,"TREASURY CONDO. ASSN. INC,THE, HIALEAH, FL 33012",25.8641207,-80.30459669999999,OK
1450,CONDOMINIUM,"VERSAILLES PLAZA CONDOMINIUM ASSOCIATION, INC.","VERSAILLES PLAZA CONDOMINIUM ASSOCIATION, INC.",HIALEAH,33012,MIAMI-DADE,255050,"VERSAILLES PLAZA CONDOMINIUM ASSOCIATION, INC., HIALEAH, FL 33012",25.870207,-80.31966299999999,OK
1451,CONDOMINIUM,WESTLAN-EDEN CONDO II,WESTLAN-EDEN CONDO II,HIALEAH,33012,MIAMI-DADE,240873,"WESTLAN-EDEN CONDO II, HIALEAH, FL 33012",25.8681948,-80.31810899999999,OK
1452,CONDOMINIUM,WESTLAND COURTS CONDO,NEIGHBORHOOD PROPERTY MANAGEMENT,HIALEAH,33012,MIAMI-DADE,235854,"NEIGHBORHOOD PROPERTY MANAGEMENT, HIALEAH, FL 33012",25.8918407,-80.3259308,OK
1453,CONDOMINIUM,WESTLAND GARDEN E. CONDO,WESTLAND GARDEN EAST CONDOMINIUM,HIALEAH,33012,MIAMI-DADE,239875,"WESTLAND GARDEN EAST CONDOMINIUM, HIALEAH, FL 33012",25.8699598,-80.31028839999999,OK
1454,CONDOMINIUM,THE MILE APARTMENTS CONDOMINIUM,MILE APARTMENTS CONDO ASSOCIATION,MIAMI,33012,MIAMI-DADE,235439,"MILE APARTMENTS CONDO ASSOCIATION, MIAMI, FL 33012",25.7298494,-80.3049014,OK
1455,CONDOMINIUM,1325 W 68 ST KC,"KING'S COVE CONDOMINIUM ASSOCIATION, INC.",HIALEAH,33014,MIAMI-DADE,274528,"KING'S COVE CONDOMINIUM ASSOCIATION, INC., HIALEAH, FL 33014",25.9109586,-80.30459669999999,OK
1456,CONDOMINIUM,1335 W 68 ST,KING COVE CONDOMINIUM ASSOCIATION INC,HIALEAH,33014,MIAMI-DADE,274531,"KING COVE CONDOMINIUM ASSOCIATION INC, HIALEAH, FL 33014",25.9109586,-80.30459669999999,OK
1458,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY REPORT,BELLA VENEZIA CONDOMINIUM ASSOCIATION.COM,HIALEAH,33014,MIAMI-DADE,232006,"BELLA VENEZIA CONDOMINIUM ASSOCIATION.COM, HIALEAH, FL 33014",25.9109586,-80.30459669999999,OK
1459,CONDOMINIUM,EAGLE NEST CONDOMINIUM,EAGLE NEST CONDO,MIAMI LAKES,33014,MIAMI-DADE,235449,"EAGLE NEST CONDO, MIAMI LAKES, FL 33014",25.9118923,-80.3064193,OK
1462,CONDOMINIUM,"CORAL GATE WEST CONDOMINIUM ASSOCIATION, INC.","CORAL GATE WEST CONDOMINIUM ASSOCIATION, INC.",HIALEAH,33015,MIAMI-DADE,286403,"CORAL GATE WEST CONDOMINIUM ASSOCIATION, INC., HIALEAH, FL 33015",25.9405307,-80.3183822,OK
1463,CONDOMINIUM,COUNTRY LANE CONDOMINIUM NO. 1,COUNTRY LANE CONDOMINIUM NO. 1,HIALEAH,33015,MIAMI-DADE,259211,"COUNTRY LANE CONDOMINIUM NO. 1, HIALEAH, FL 33015",25.928267,-80.3104646,OK
1464,CONDOMINIUM,LAS BRISAS AT COUNTRY CLUB,LAS BRISAS AT COUNTRY CLUB,HIALEAH,33015,MIAMI-DADE,245089,"LAS BRISAS AT COUNTRY CLUB, HIALEAH, FL 33015",25.9419708,-80.3156368,OK
1466,CONDOMINIUM,"LUDLUM LAKE ASSOCIATION, INC.","LUDLUM LAKE ASSOCIATION, INC.",HIALEAH,33015,MIAMI-DADE,250197,"LUDLUM LAKE ASSOCIATION, INC., HIALEAH, FL 33015",25.9358702,-80.3268812,OK
1467,CONDOMINIUM,SIRS,SAN MARCO VILLAS OF MIAMI CONDOMINIUM,HIALEAH,33015,MIAMI-DADE,249599,"SAN MARCO VILLAS OF MIAMI CONDOMINIUM, HIALEAH, FL 33015",25.7711381,-80.338639,OK
1468,CONDOMINIUM,VILLA BELLINI CONDO SIRS,VILLA BELLINI CONDO,HIALEAH,33015,MIAMI-DADE,235126,"VILLA BELLINI CONDO, HIALEAH, FL 33015",25.9357648,-80.3168895,OK
1469,CONDOMINIUM,VILLA RUSTICA I CONDO,VILLA RUSTICA I CONDOMINIUM ASSOCIATION,HIALEAH,33015,MIAMI-DADE,232156,"VILLA RUSTICA I CONDOMINIUM ASSOCIATION, HIALEAH, FL 33015",25.9443052,-80.2948943,OK
1470,CONDOMINIUM,VILLAS OF MIAMI LAKES CONDOMINIUM,"VILLAS OF MIAMI LAKES, A CONDO",MIAMI LAKES,33015,MIAMI-DADE,309011,"VILLAS OF MIAMI LAKES, A CONDO, MIAMI LAKES, FL 33015",25.9114672,-80.3213068,OK
1471,CONDOMINIUM,ALAMEDA TOWER 6 CONDO ASSN INC.,ALAMEDA TOWER 6 CONDOMINIUM,HIALEAH,33016,MIAMI-DADE,234117,"ALAMEDA TOWER 6 CONDOMINIUM, HIALEAH, FL 33016",25.8729795,-80.325969,OK
1472,CONDOMINIUM,SIRS REPORT ALAMEDA TOWER 1 CONDOMINIUM,ALAMEDA TOWER 1 CONDOMINIUM ASSOCIATION,HIALEAH,33016,MIAMI-DADE,239962,"ALAMEDA TOWER 1 CONDOMINIUM ASSOCIATION, HIALEAH, FL 33016",25.8729795,-80.325969,OK
1473,CONDOMINIUM,WESTLAND EDEN 1 SIRS REPORT,WESTLAND EDEN 1 CONDOMINIUM ASSOCIATION INC,HIALEAH,33016,MIAMI-DADE,239966,"WESTLAND EDEN 1 CONDOMINIUM ASSOCIATION INC, HIALEAH, FL 33016",25.8268582,-80.2810044,OK
1474,CONDOMINIUM,SIRS INSPECTION,PALM SPRINGS GARDEN #4,HIALEAH GARDENS,33016,MIAMI-DADE,277582,"PALM SPRINGS GARDEN #4, HIALEAH GARDENS, FL 33016",25.8925211,-80.3352364,OK
1475,CONDOMINIUM,115 SUNRISE A CONDOMINIUM ASSOCIATION,115 SUNRISE A CONDOMINIUM ASSOCIATION,MIAMI LAKES,33016,MIAMI-DADE,236808,"115 SUNRISE A CONDOMINIUM ASSOCIATION, MIAMI LAKES, FL 33016",25.8925211,-80.3352364,OK
1477,CONDOMINIUM,"HIALEAH CLUB VILLAS CONDO ASSOC., INC","HIALEAH CLUB VILLAS ASSOC., INC",MIAMI LAKES,33016,MIAMI-DADE,277029,"HIALEAH CLUB VILLAS ASSOC., INC, MIAMI LAKES, FL 33016",25.8925211,-80.3352364,OK
1478,CONDOMINIUM,"CLUB TOWER TWO, A CONDO","CLUB TOWER CONDOMINIUM ASSOCIATION, INC.",KEY BISCAYNE,33018,MIAMI-DADE,288932,"CLUB TOWER CONDOMINIUM ASSOCIATION, INC., KEY BISCAYNE, FL 33018",25.9231399,-80.3992652,OK
1479,COOPERATIVE,ANDORIC APTS.,ANDORIC APTS INC,HOLLYWOOD,33019,BROWARD,305489,"ANDORIC APTS INC, HOLLYWOOD, FL 33019",26.0275816,-80.1261093,OK
1480,COOPERATIVE,"SIRS-IMPERIAL WESTBURY, COOP","IMPERIAL WESTBURY, COOP",HOLLYWOOD,33019,BROWARD,239885,"IMPERIAL WESTBURY, COOP, HOLLYWOOD, FL 33019",26.0275816,-80.1261093,OK
1481,COOPERATIVE,VIRGINIA ST APTS OF HOLLYWOOD INC,VIRGINIA ST APTS OF HOLLYWOOD INC,HOLLYWOOD,33019,BROWARD,266077,"VIRGINIA ST APTS OF HOLLYWOOD INC, HOLLYWOOD, FL 33019",26.0101042,-80.1159441,OK
1482,COOPERATIVE,VIRGINIA STREET APARTMENTS-FY25,"VIRGINIA STREET APARTMENTS OF HOLLYWOOD, INC.",HOLLYWOOD,33019,BROWARD,262482,"VIRGINIA STREET APARTMENTS OF HOLLYWOOD, INC., HOLLYWOOD, FL 33019",26.0101042,-80.1159441,OK
1483,COOPERATIVE,VIRGINIA STREET APTS,VIRGINIA ST APTS,HOLLYWOOD,33019,BROWARD,277072,"VIRGINIA ST APTS, HOLLYWOOD, FL 33019",26.0101042,-80.1159441,OK
1484,CONDOMINIUM,2711 HOLLYWOOD BEACH CONDO ASSN,2711 HOLLYWOOD BEACH CONDO ASSN,HOLLYWOOD,33019,BROWARD,215487,"2711 HOLLYWOOD BEACH CONDO ASSN, HOLLYWOOD, FL 33019",25.996232,-80.117373,OK
1485,CONDOMINIUM,2711 HOLLYWOOD BEACH CONDO ASSN,2711 HOLLYWOOD BEACH CONDO ASSN,HOLLYWOOD,33019,BROWARD,229012,"2711 HOLLYWOOD BEACH CONDO ASSN, HOLLYWOOD, FL 33019",25.996232,-80.117373,OK
1486,CONDOMINIUM,"ALLINGTON TOWERS CONDOMINIUM, INC.",ALLINGTON TOWERS CONDOMINIUM INC,HOLLYWOOD,33019,BROWARD,205201,"ALLINGTON TOWERS CONDOMINIUM INC, HOLLYWOOD, FL 33019",26.0010228,-80.11841919999999,OK
1487,CONDOMINIUM,APOGEE BEACH CONDO,"APOGEE BEACH CONDOMINIUM ASSOCIATION, INC",HOLLYWOOD,33019,BROWARD,221610,"APOGEE BEACH CONDOMINIUM ASSOCIATION, INC, HOLLYWOOD, FL 33019",25.987516,-80.1177445,OK
1488,CONDOMINIUM,"AQUARIUS CONDOMINIUM ASSOCIATION, INC.","AQUARIUS CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,240662,"AQUARIUS CONDOMINIUM ASSOCIATION, INC., HOLLYWOOD, FL 33019",25.9956011,-80.1175876,OK
1489,CONDOMINIUM,ATTACHE GARDEN APTS.,"ATTACHE GARDEN APTS., INC.",HOLLYWOOD,33019,BROWARD,302062,"ATTACHE GARDEN APTS., INC., HOLLYWOOD, FL 33019",25.996188,-80.11888499999999,OK
1490,CONDOMINIUM,"BAKER TOWERS, INC.","BAKER TOWERS, INC.",HOLLYWOOD,33019,BROWARD,236460,"BAKER TOWERS, INC., HOLLYWOOD, FL 33019",26.0100427,-80.1163481,OK
1491,CONDOMINIUM,"BEACH TERRACE RESORT CONDOMINIUM ASSOCIATION, INC.","BEACH TERRACE RESORT CONDOMINIUM ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,230339,"BEACH TERRACE RESORT CONDOMINIUM ASSOCIATION, INC., HOLLYWOOD, FL 33019",26.0282404,-80.1154354,OK
1492,CONDOMINIUM,"BRITANNIA AT QUADOMAIN, A CONDO THE",BRITANNIA AT QUADOMAIN,HOLLYWOOD,33019,BROWARD,229151,"BRITANNIA AT QUADOMAIN, HOLLYWOOD, FL 33019",25.9985418,-80.1170741,OK
1493,CONDOMINIUM,"CAMBRIDGE TOWERS, INC.","CAMBRIDGE TOWERS, INC.",HOLLYWOOD,33019,BROWARD,239513,"CAMBRIDGE TOWERS, INC., HOLLYWOOD, FL 33019",26.0023469,-80.1174302,OK
1494,CONDOMINIUM,CAPITAL VACATIONS CLUB,HOLLYWOOD BEACH TOWER,HOLLYWOOD,33019,BROWARD,267819,"HOLLYWOOD BEACH TOWER, HOLLYWOOD, FL 33019",26.0112387,-80.11626869999999,OK
1495,CONDOMINIUM,CAPITAL VACATIONS CLUB,HOLLYWOOD BEACH TOWER,HOLLYWOOD,33019,BROWARD,267820,"HOLLYWOOD BEACH TOWER, HOLLYWOOD, FL 33019",26.0112387,-80.11626869999999,OK
1496,CONDOMINIUM,CRYSTAL TOWER,CRYSTAL TOWER INC,HOLLYWOOD,33019,BROWARD,249030,"CRYSTAL TOWER INC, HOLLYWOOD, FL 33019",26.017491,-80.1160848,OK
1497,CONDOMINIUM,DIPLOMAT OCEANFRONT RESIDENCES,DIPLOMAT OCEANFRONT RESIDENCES,HOLLYWOOD,33019,BROWARD,225667,"DIPLOMAT OCEANFRONT RESIDENCES, HOLLYWOOD, FL 33019",25.9924871,-80.1182061,OK
1498,CONDOMINIUM,EDGEWATER BEACH TOWERS CONDOMINIUM INC,EDGEWATER CONDO,HOLLYWOOD,33019,BROWARD,218500,"EDGEWATER CONDO, HOLLYWOOD, FL 33019",26.1169384,-80.1375022,OK
1499,CONDOMINIUM,ENCHANTED ISLE RESORT,ENCHANTED ISLE RESORT CONDO ASSN INC,HOLLYWOOD,33019,BROWARD,285146,"ENCHANTED ISLE RESORT CONDO ASSN INC, HOLLYWOOD, FL 33019",26.0023834,-80.11657869999999,OK
1500,CONDOMINIUM,"HOLLYWOOD OCEANFRONT CONDOMINIUM APTS., INC.","HOLLYWOOD OCEANFRONT CONDOMINIUM APTS., INC.",HOLLYWOOD,33019,BROWARD,237418,"HOLLYWOOD OCEANFRONT CONDOMINIUM APTS., INC., HOLLYWOOD, FL 33019",26.0169569,-80.1156227,OK
1501,CONDOMINIUM,MAISAIL CONDO,MAINSAIL CONDO,HOLLYWOOD,33019,BROWARD,238095,"MAINSAIL CONDO, HOLLYWOOD, FL 33019",26.0275816,-80.1261093,OK
1502,CONDOMINIUM,NORTH BEACH TOWNHOMES STRUCTURAL RESERVE STUDY,NORTH BEACH TOWNHOMES ASSOCIATION,HOLLYWOOD,33019,BROWARD,219283,"NORTH BEACH TOWNHOMES ASSOCIATION, HOLLYWOOD, FL 33019",26.043679,-80.1156395,OK
1503,CONDOMINIUM,OCEAN PALMS ASSOCIATION,"OCEAN PALMS ASSOCIATION, INC.",HOLLYWOOD,33019,BROWARD,222550,"OCEAN PALMS ASSOCIATION, INC., HOLLYWOOD, FL 33019",25.9939746,-80.1177685,OK
1504,CONDOMINIUM,RENAISSANCE ON THE OCEAN,RENAISSANCE ON THE OCEAN,HOLLYWOOD,33019,BROWARD,209942,"RENAISSANCE ON THE OCEAN, HOLLYWOOD, FL 33019",26.0525451,-80.112696,OK
