,Project Type,Project Name,Association Name,City,Zip,County,ID,Address,__lat,__lon,__geocode_status
2077,CONDOMINIUM,TWO PARK GROVE CONDOMINIUM ASSOCIATION INC,TWO PARK GROVE CONDOMINIUM ASSOCIATION INC,MIAMI,33133,MIAMI-DADE,235672,"TWO PARK GROVE CONDOMINIUM ASSOCIATION INC, MIAMI, FL 33133",25.7285074,-80.23808989999999,OK
2078,CONDOMINIUM,CLUB RESIDENCES AT PARK GROVE CONDO,"CLUB RESIDENCES AT PARK GROVE CONDOMINIUM ASSOCIATION, INC.","MIAMI, FL",33133,MIAMI-DADE,239550,"CLUB RESIDENCES AT PARK GROVE CONDOMINIUM ASSOCIATION, INC., MIAMI, FL, FL 33133",25.7294045,-80.23876179999999,OK
2079,CONDOMINIUM,55 MERRICK CONDOMINIUM,55 MERRICK CONDOMINIUM ASSOCIATION,CORAL GABLES,33134,MIAMI-DADE,255671,"55 MERRICK CONDOMINIUM ASSOCIATION, CORAL GABLES, FL 33134",25.7508674,-80.2556238,OK
2080,CONDOMINIUM,514 SANTANDER CONDOMINIUM ASSOCIATION,514 SANTANDER CONDOMINIUM ASSOCIATION,CORAL GABLES,33134,MIAMI-DADE,301498,"514 SANTANDER CONDOMINIUM ASSOCIATION, CORAL GABLES, FL 33134",25.7428825,-80.26713339999999,OK
2081,CONDOMINIUM,1300 PONCE CONDOMINIUM,1300 PONCE CONDOMINIUM,CORAL GABLES,33134,MIAMI-DADE,256004,"1300 PONCE CONDOMINIUM, CORAL GABLES, FL 33134",25.7593601,-80.25947570000001,OK
2082,CONDOMINIUM,BILTMORE COURT VILLAS CONDOMINIUM,BILTMORE COURT VILLAS CONDOMINIUM ASSOCIATION,CORAL GABLES,33134,MIAMI-DADE,248901,"BILTMORE COURT VILLAS CONDOMINIUM ASSOCIATION, CORAL GABLES, FL 33134",25.7462388,-80.2697321,OK
2083,CONDOMINIUM,BILTMORE II,BILTMORE II,CORAL GABLES,33134,MIAMI-DADE,231979,"BILTMORE II, CORAL GABLES, FL 33134",25.7476379,-80.26773159999999,OK
2084,CONDOMINIUM,"BILTMORE PARC, A CONDO",BILTMORE PARC CONDOMINIUM,CORAL GABLES,33134,MIAMI-DADE,240582,"BILTMORE PARC CONDOMINIUM, CORAL GABLES, FL 33134",25.746885,-80.269533,OK
2085,CONDOMINIUM,BILTMORE PEACOCK,BILTMORE PEACOCK,CORAL GABLES,33134,MIAMI-DADE,262081,"BILTMORE PEACOCK, CORAL GABLES, FL 33134",25.7407941,-80.27867959999999,OK
2086,CONDOMINIUM,BILTMORE VILLAGE CONDO MERRICK,BILTMORE VILLAGE CONDO MERRICK,CORAL GABLES,33134,MIAMI-DADE,261470,"BILTMORE VILLAGE CONDO MERRICK, CORAL GABLES, FL 33134",25.7483174,-80.2690535,OK
2087,CONDOMINIUM,CONDOMINIUM PROJECT,CORAL GABLES TOWER,CORAL GABLES,33134,MIAMI-DADE,232591,"CORAL GABLES TOWER, CORAL GABLES, FL 33134",25.747152,-80.26194699999999,OK
2088,CONDOMINIUM,DAVID WILLIAM HOTEL CONDO,DAVID WILLIAM HOTEL CONDOMINIUM,CORAL GABLES,33134,MIAMI-DADE,286816,"DAVID WILLIAM HOTEL CONDOMINIUM, CORAL GABLES, FL 33134",25.747754,-80.2695085,OK
2089,CONDOMINIUM,DOUGLAS GRAND CONDOMINIUM ASSOCIATION,DOUGLAS GRAND CONDOMINIUM ASSOCIATION,CORAL GABLES,33134,MIAMI-DADE,239499,"DOUGLAS GRAND CONDOMINIUM ASSOCIATION, CORAL GABLES, FL 33134",25.7581475,-80.25563559999999,OK
2090,CONDOMINIUM,DOUGLAS GRAND CONDOMINIUM ASSOCIATION,DOUGLAS GRAND CONDOMINIUM ASSOCIATION,CORAL GABLES,33134,MIAMI-DADE,248782,"DOUGLAS GRAND CONDOMINIUM ASSOCIATION, CORAL GABLES, FL 33134",25.7581475,-80.25563559999999,OK
2091,CONDOMINIUM,FONTAINVIEW CLUB #2 CONDO,FONTAINVIEW CLUB #2,CORAL GABLES,33134,MIAMI-DADE,278400,"FONTAINVIEW CLUB #2, CORAL GABLES, FL 33134",25.7564662,-80.2711588,OK
2092,CONDOMINIUM,"FOUNTAINVIEW CLUB NO. ONE, A CONDO",FOUNTAINVIEW CLUB NO ONE CONDO ASSN INC,CORAL GABLES,33134,MIAMI-DADE,205392,"FOUNTAINVIEW CLUB NO ONE CONDO ASSN INC, CORAL GABLES, FL 33134",25.7564662,-80.2711588,OK
2093,CONDOMINIUM,GABLES HARBOUR CONDO APTS,GABLES HARBOUR CONDO APTS,CORAL GABLES,33134,MIAMI-DADE,281303,"GABLES HARBOUR CONDO APTS, CORAL GABLES, FL 33134",25.735101,-80.2588711,OK
2094,CONDOMINIUM,"GABLES LAROC CONDO ASSOC, INC","GABLES LAROC CONDO ASSOC, INC",CORAL GABLES,33134,MIAMI-DADE,258651,"GABLES LAROC CONDO ASSOC, INC, CORAL GABLES, FL 33134",25.7476256,-80.264318,OK
2095,CONDOMINIUM,GABLES LAROC CONDO ASSOC.,GABLES LAROC CONDO ASSOC.,CORAL GABLES,33134,MIAMI-DADE,260129,"GABLES LAROC CONDO ASSOC., CORAL GABLES, FL 33134",25.7476256,-80.264318,OK
2096,CONDOMINIUM,GABLES ON THE GREEN CONDO EAST,"GABLES ON THE GREEN CONDO EAST ASSOC., INC.",CORAL GABLES,33134,MIAMI-DADE,201113,"GABLES ON THE GREEN CONDO EAST ASSOC., INC., CORAL GABLES, FL 33134",25.748996,-80.2679477,OK
2097,CONDOMINIUM,GABLES ON THE GREEN CONDO WEST,"GABLES ON THE GREEN CONDO WEST ASSOC., INC.",CORAL GABLES,33134,MIAMI-DADE,201123,"GABLES ON THE GREEN CONDO WEST ASSOC., INC., CORAL GABLES, FL 33134",25.748996,-80.2679477,OK
2098,CONDOMINIUM,GABLES PARK TOWER CONDO,GABLES PARK TOWER CONDO,CORAL GABLES,33134,MIAMI-DADE,236212,"GABLES PARK TOWER CONDO, CORAL GABLES, FL 33134",25.747152,-80.26194699999999,OK
2099,CONDOMINIUM,"GABLES PARK TOWER, A CONDOMINIUM","ALMERIA PARK CONDOMINIUM ASSOCIATION, INC.",CORAL GABLES,33134,MIAMI-DADE,236309,"ALMERIA PARK CONDOMINIUM ASSOCIATION, INC., CORAL GABLES, FL 33134",25.7471094,-80.2619698,OK
2100,CONDOMINIUM,"GABLES PARK TOWER, A CONDOMINIUM","ALMERIA PARK CONDOMINIUM ASSOCIATION, INC.",CORAL GABLES,33134,MIAMI-DADE,236347,"ALMERIA PARK CONDOMINIUM ASSOCIATION, INC., CORAL GABLES, FL 33134",25.7471094,-80.2619698,OK
2101,CONDOMINIUM,GALLERY PLAZA CONDO,"THE GALLERY PLAZA CONDOMINIUM ASSOCIATION, INC",CORAL GABLES,33134,MIAMI-DADE,239333,"THE GALLERY PLAZA CONDOMINIUM ASSOCIATION, INC, CORAL GABLES, FL 33134",25.7545659,-80.2619897,OK
2102,CONDOMINIUM,IONIAN PLAZA CONDO,IONIAN PLAZA CONDO INC,CORAL GABLES,33134,MIAMI-DADE,205382,"IONIAN PLAZA CONDO INC, CORAL GABLES, FL 33134",25.7508259,-80.2616202,OK
2103,CONDOMINIUM,"LA HACIENDA IN THE GABLES CONDOMINIUM ASSOCIATION, INC.","LA HACIENDA IN THE GABLES CONDOMINIUM ASSOCIATION, INC.",CORAL GABLES,33134,MIAMI-DADE,234765,"LA HACIENDA IN THE GABLES CONDOMINIUM ASSOCIATION, INC., CORAL GABLES, FL 33134",25.758573,-80.2608774,OK
2104,CONDOMINIUM,PUERTA DE PALMAS,PUERTA DE PALMAS,CORAL GABLES,33134,MIAMI-DADE,244087,"PUERTA DE PALMAS, CORAL GABLES, FL 33134",25.7631861,-80.2563945,OK
2105,CONDOMINIUM,QUINARY CLUB APTS.,QUINARY CLUB APTS.,CORAL GABLES,33134,MIAMI-DADE,278408,"QUINARY CLUB APTS., CORAL GABLES, FL 33134",25.7496435,-80.2658077,OK
2106,CONDOMINIUM,SIRS,MADEIRA VILLAGE CONDO ASSOC. INC,CORAL GABLES,33134,MIAMI-DADE,265994,"MADEIRA VILLAGE CONDO ASSOC. INC, CORAL GABLES, FL 33134",25.755651,-80.2631576,OK
2107,CONDOMINIUM,SIRS STRUCTUAL INTEGRITY RESERVE STUDY 2025 - 515 VALENCIA,515 VALENCIA CONDOMINIUM,CORAL GABLES,33134,MIAMI-DADE,233898,"515 VALENCIA CONDOMINIUM, CORAL GABLES, FL 33134",25.7474967,-80.2653091,OK
2108,CONDOMINIUM,TEN ARAGON,TEN ARAGON,CORAL GABLES,33134,MIAMI-DADE,234502,"TEN ARAGON, CORAL GABLES, FL 33134",25.7502896,-80.2560416,OK
2109,CONDOMINIUM,THE MINORCA CONDOMINIUM ASSOCITION,THE MINORCA CONDOMINIUM ASSOCIATION,CORAL GABLES,33134,MIAMI-DADE,230752,"THE MINORCA CONDOMINIUM ASSOCIATION, CORAL GABLES, FL 33134",25.7537533,-80.2549435,OK
2110,CONDOMINIUM,THE MINORCA CONDOMINIUM ASSOCITION,THE MINORCA CONDOMINIUM ASSOCITION,CORAL GABLES,33134,MIAMI-DADE,230746,"THE MINORCA CONDOMINIUM ASSOCITION, CORAL GABLES, FL 33134",25.7537533,-80.2549435,OK
2111,CONDOMINIUM,THE NEW FRENCH VILLAGE CONDOMINIUM ASSOCIATION,THE NEW FRENCH VILLAGE CONDOMINIUM ASSOCIATION,CORAL GABLES,33134,MIAMI-DADE,260787,"THE NEW FRENCH VILLAGE CONDOMINIUM ASSOCIATION, CORAL GABLES, FL 33134",25.7469755,-80.2672506,OK
2112,CONDOMINIUM,"VALENCIA GRANDE CONDOMINIUM ASSOCIATION, INC.","VALENCIA GRANDE CONDOMINIUM ASSOCIATION, INC.",CORAL GABLES,33134,MIAMI-DADE,236147,"VALENCIA GRANDE CONDOMINIUM ASSOCIATION, INC., CORAL GABLES, FL 33134",25.7470578,-80.2704136,OK
2113,CONDOMINIUM,"VENETIAN VILLAS OF CORAL GABLES, A CONDO",VENETIAN VILLAS CONDO ASSN INC,CORAL GABLES,33134,MIAMI-DADE,205398,"VENETIAN VILLAS CONDO ASSN INC, CORAL GABLES, FL 33134",25.7455209,-80.2732711,OK
2114,CONDOMINIUM,"VILLA ALHAMBRA OF CORAL GABLES CONDOMINIUM ASSOCIATION, INC.","VILLA ALHAMBRA OF CORAL GABLES CONDOMINIUM ASSOCIATION, INC.",CORAL GABLES,33134,MIAMI-DADE,236154,"VILLA ALHAMBRA OF CORAL GABLES CONDOMINIUM ASSOCIATION, INC., CORAL GABLES, FL 33134",25.753786,-80.255857,OK
2115,CONDOMINIUM,VILLA TOSCANA AT CORAL GABLES INC,"VILLA TOSCANA AT CORAL GABLES, INC.",CORAL GABLES,33134,MIAMI-DADE,239276,"VILLA TOSCANA AT CORAL GABLES, INC., CORAL GABLES, FL 33134",25.7718134,-80.2684922,OK
2116,CONDOMINIUM,VILLAGE PARK CONDO,VILLAGE PARK CONDO,CORAL GABLES,33134,MIAMI-DADE,220052,"VILLAGE PARK CONDO, CORAL GABLES, FL 33134",25.7588939,-80.2771028,OK
2117,CONDOMINIUM,GARDEN VISTA CONDO,"GARDEN VISTA CONDOMINIUM ASSOCIATION, INC.",MIAMI,33134,MIAMI-DADE,291590,"GARDEN VISTA CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33134",25.7781922,-80.27512159999999,OK
2118,CONDOMINIUM,LEJEUNE PLAZA CONDO,LEJEUNE PLAZA CONDOMINIUM ASSOCIATION INC.,MIAMI,33134,MIAMI-DADE,294370,"LEJEUNE PLAZA CONDOMINIUM ASSOCIATION INC., MIAMI, FL 33134",25.7699801,-80.2633651,OK
2119,CONDOMINIUM,"MARILYN'S CONDOMINIUM ASSOCIATION, INC.","MARILYN'S CONDOMINIUM ASSOCIATION, INC.",MIAMI,33134,MIAMI-DADE,291290,"MARILYN'S CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33134",25.7637105,-80.24119859999999,OK
2120,CONDOMINIUM,THE RESIDENCES AT THE BATH CLUB,THE RESIDENCES AT THE BATH CLUB CONDOMINIUM,MIAMI BEACH,33134,MIAMI-DADE,208470,"THE RESIDENCES AT THE BATH CLUB CONDOMINIUM, MIAMI BEACH, FL 33134",25.8414936,-80.1210054,OK
2121,CONDOMINIUM,DOUGLAS TOWER CONDOMINIUM INC,DOUGLAS TOWER CONDOMINIUM INC,MIAMI,33135,MIAMI-DADE,235328,"DOUGLAS TOWER CONDOMINIUM INC, MIAMI, FL 33135",25.763389,-80.25475899999999,OK
2122,CONDOMINIUM,"DOUGLAS TOWER CONDOMINIUM, INC.","DOUGLAS TOWER CONDOMINIUM, INC.",MIAMI,33135,MIAMI-DADE,235749,"DOUGLAS TOWER CONDOMINIUM, INC., MIAMI, FL 33135",25.763389,-80.25475899999999,OK
2123,CONDOMINIUM,LLEONART BUILDING CONDOMINIUM,LLEONART BUILDING CONDOMINIUM,MIAMI,33135,MIAMI-DADE,277762,"LLEONART BUILDING CONDOMINIUM, MIAMI, FL 33135",25.7686714,-80.2349196,OK
2126,CONDOMINIUM,ARAGON PLAZA CONDOMINIUM ASSOCIATION,ARAGON PLAZA CONDOMINIUM ASSOCIATION,MIAMI,33136,MIAMI-DADE,303868,"ARAGON PLAZA CONDOMINIUM ASSOCIATION, MIAMI, FL 33136",25.7838306,-80.21162269999999,OK
2127,CONDOMINIUM,,"JUBILEE VILLAS CONDOMINIUM ASSOCIATION, INC.",MIAMI,33136,MIAMI-DADE,286459,"JUBILEE VILLAS CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33136",25.7801402,-80.21289670000002,OK
2128,CONDOMINIUM,"POINCIANA VILLAGE CONDO ASSOC., THE","POINCIANA VILLAGE CONDO ASSOC., THE",MIAMI,33136,MIAMI-DADE,295306,"POINCIANA VILLAGE CONDO ASSOC., THE, MIAMI, FL 33136",25.7870967,-80.2042436,OK
2129,CONDOMINIUM,RESIDENCES AT RIVERWALK CONDO ASSOCIATION,RESIDENCES AT RIVERWALK CONDO ASSOCIATION,MIAMI,33136,MIAMI-DADE,238768,"RESIDENCES AT RIVERWALK CONDO ASSOCIATION, MIAMI, FL 33136",25.7822196,-80.2124127,OK
2130,CONDOMINIUM,"RIVERVIEW LANDINGS CONDOMINIUM ASSOCIATION, INC.","RIVERVIEW LANDINGS CONDOMINIUM ASSOCIATION, INC.",MIAMI,33136,MIAMI-DADE,314342,"RIVERVIEW LANDINGS CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33136",25.7870967,-80.2042436,OK
2131,CONDOMINIUM,SEYBOLD POINTE CONDO ASSN INC,"SEYBOLD POINTE CONDOMINIUM ASSOCIATION, INC.",MIAMI,33136,MIAMI-DADE,248265,"SEYBOLD POINTE CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33136",25.7838269,-80.20868709999999,OK
2132,CONDOMINIUM,SIRS COMPLIANCE (RVL),"RIVERVIEW LANDINGS CONDOMINIUM ASSOCIATION, INC.",MIAMI,33136,MIAMI-DADE,275133,"RIVERVIEW LANDINGS CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33136",25.7870967,-80.2042436,OK
2133,CONDOMINIUM,THE MADISON DOWNTOWN CONDOMINIUM,THE MADISON DOWNTOWN CONDOMINIUM,MIAMI,33136,MIAMI-DADE,251548,"THE MADISON DOWNTOWN CONDOMINIUM, MIAMI, FL 33136",25.7823711,-80.1948492,OK
2134,CONDOMINIUM,"700 EDGEWATER CONDOMINIUM ASSOCIATION, INC.","700 EDGEWATER CONDOMINIUM ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,286724,"700 EDGEWATER CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33137",25.8207159,-80.1819268,OK
2135,CONDOMINIUM,"4250 BISCAYNE BOULEVARD, C.A.","4250 BISCAYNE BOULEVARD, C.A. INC.",MIAMI,33137,MIAMI-DADE,287396,"4250 BISCAYNE BOULEVARD, C.A. INC., MIAMI, FL 33137",25.8156264,-80.1891629,OK
2136,CONDOMINIUM,BAYLOFTS CONDOMINIUM,BAYLOFTS CONDOMINIUM ASSOCIATION INC,MIAMI,33137,MIAMI-DADE,240617,"BAYLOFTS CONDOMINIUM ASSOCIATION INC, MIAMI, FL 33137",25.8011997,-80.1875501,OK
2137,CONDOMINIUM,"BISCAYNE BEACH MIAMI CONDOMINIUM ASSOCIATION, INC.","BISCAYNE BEACH MIAMI CONDOMINIUM ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,232299,"BISCAYNE BEACH MIAMI CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33137",25.8048826,-80.1858247,OK
2138,CONDOMINIUM,"BLUE CONDOMINIUM ASSOCIATION, INC.","BLUE CONDOMINIUM ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,222256,"BLUE CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33137",25.8471331,-80.17883189999999,OK
2139,CONDOMINIUM,CONDOMINIUM PROJECT,23 BISCAYNE BAY CONDO,MIAMI,33137,MIAMI-DADE,236985,"23 BISCAYNE BAY CONDO, MIAMI, FL 33137",25.7994164,-80.1861875,OK
2140,CONDOMINIUM,ELYSEE CONDO,"THE ELYSEE CONDOMINIUM ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,245282,"THE ELYSEE CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33137",25.8471331,-80.17883189999999,OK
2141,CONDOMINIUM,ELYSEE CONDO,"THE ELYSEE CONDOMINIUM ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,245412,"THE ELYSEE CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33137",25.8471331,-80.17883189999999,OK
2142,CONDOMINIUM,FOUR MIDTOWN MIAMI CONDOMINIUM,FOUR MIDTOWN MIAMI CONDO,MIAMI,33137,MIAMI-DADE,284875,"FOUR MIDTOWN MIAMI CONDO, MIAMI, FL 33137",25.8067913,-80.19240309999999,OK
2143,CONDOMINIUM,"GRAN PARAISO CONDOMINIUM ASSOCIATION, INC.","GRAN PARAISO CONDOMINIUM ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,307818,"GRAN PARAISO CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33137",25.8061373,-80.1871886,OK
2144,CONDOMINIUM,ICONBAY CONDO,ICONBAY CONDO,MIAMI,33137,MIAMI-DADE,229756,"ICONBAY CONDO, MIAMI, FL 33137",25.8036403,-80.1871142,OK
2145,CONDOMINIUM,LA PIAZZA CONDOMINIUM,LA PIAZZA CONDOMINIUM,MIAMI,33137,MIAMI-DADE,286419,"LA PIAZZA CONDOMINIUM, MIAMI, FL 33137",25.8207159,-80.1819268,OK
2146,CONDOMINIUM,MIDBLOCK MIAMI CONDO,MIDBLOCK MIAMI CONDOMINIUM INC.,MIAMI,33137,MIAMI-DADE,247656,"MIDBLOCK MIAMI CONDOMINIUM INC., MIAMI, FL 33137",25.8075941,-80.1930947,OK
2148,CONDOMINIUM,ONE PARAISO CONDO ASSN INC,"ONE PARAISO CONDOMINIUM ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,245741,"ONE PARAISO CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33137",25.8071448,-80.1856208,OK
2149,CONDOMINIUM,"ONE PARAISO CONDOMINIUM ASSOCIATION, INC.","ONE PARAISO, A CONDO",MIAMI,33137,MIAMI-DADE,245993,"ONE PARAISO, A CONDO, MIAMI, FL 33137",25.8071448,-80.1856208,OK
2150,CONDOMINIUM,ONYX ON THE BAY CONDOMINIUM,ONYX ON THE BAY CONDOMINIUM,MIAMI,33137,MIAMI-DADE,229864,"ONYX ON THE BAY CONDOMINIUM, MIAMI, FL 33137",25.8012596,-80.1858068,OK
2151,CONDOMINIUM,"PARAISO BAY CONDOMINIUM ASSOCIATION, INC.","PARAISO BAY CONDOMINIUM ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,219663,"PARAISO BAY CONDOMINIUM ASSOCIATION, INC., MIAMI, FL 33137",25.8068939,-80.1862582,OK
2152,CONDOMINIUM,PARAISO BAYVIEWS,PARAISO BAYVIEWS CONDOMINIUM,MIAMI,33137,MIAMI-DADE,209518,"PARAISO BAYVIEWS CONDOMINIUM, MIAMI, FL 33137",25.8069405,-80.18724929999999,OK
2153,CONDOMINIUM,"PARAMOUNT BAY CONDOMINIUM OWNERS ASSOCIATION, INC.","PARAMOUNT BAY CONDOMINIUM OWNERS ASSOCIATION, INC.",MIAMI,33137,MIAMI-DADE,270157,"PARAMOUNT BAY CONDOMINIUM OWNERS ASSOCIATION, INC., MIAMI, FL 33137",25.7966829,-80.1876694,OK
2154,CONDOMINIUM,PLATINUM CONDO,THE PLATINUM CONDOMINIUM ASSOCIATION INC.,MIAMI,33137,MIAMI-DADE,245425,"THE PLATINUM CONDOMINIUM ASSOCIATION INC., MIAMI, FL 33137",25.8052126,-80.186314,OK
2155,CONDOMINIUM,"QUADRO CONDOMINIUM ASSOCIATION, INC","QUADRO CONDOMINIUM ASSOCIATION, INC",MIAMI,33137,MIAMI-DADE,287144,"QUADRO CONDOMINIUM ASSOCIATION, INC, MIAMI, FL 33137",25.8135946,-80.1895552,OK
2156,CONDOMINIUM,RIVIERA TOWER A CONDOMINIUM,RIVIERA TOWER A CONDOMINUM,MIAMI,33137,MIAMI-DADE,237671,"RIVIERA TOWER A CONDOMINUM, MIAMI, FL 33137",25.800819,-80.186306,OK
2157,CONDOMINIUM,THE CRIMSON CONDOMINIUM,THE CRIMSON CONDOMINIUM ASSOCIATION,MIAMI,33137,MIAMI-DADE,245228,"THE CRIMSON CONDOMINIUM ASSOCIATION, MIAMI, FL 33137",25.803023,-80.1865444,OK
2158,CONDOMINIUM,THE FLATS AT MORNINGSIDE CONDOMINIUM,"FLATS AT MORNINGSIDE, A CONDO",MIAMI,33137,MIAMI-DADE,286440,"FLATS AT MORNINGSIDE, A CONDO, MIAMI, FL 33137",25.8281288,-80.1833217,OK
2159,CONDOMINIUM,TWO MIDTOWN MIAMI CONDOMINIUM,TWO MIDTOWN MIAMI CONDOMINIUM,MIAMI,33137,MIAMI-DADE,229898,"TWO MIDTOWN MIAMI CONDOMINIUM, MIAMI, FL 33137",25.8095604,-80.1915508,OK
2160,CONDOMINIUM,UPTOWN LOFTS CONDOMINIUM,"UPTOWN LOFTS CONDO ASSOC, INC",MIAMI,33137,MIAMI-DADE,222134,"UPTOWN LOFTS CONDO ASSOC, INC, MIAMI, FL 33137",25.7990965,-80.188664,OK
2161,CONDOMINIUM,"CHATEAU BISCAYNE, INC","CHATEAU BISCAYNE, INC",MIAMI,33138,MIAMI-DADE,240450,"CHATEAU BISCAYNE, INC, MIAMI, FL 33138",25.8525962,-80.1848255,OK
2162,CONDOMINIUM,NIRVANA CONDO NO. FIVE ASSOCIATION INC.,NIRVANA CONDO. NO. FIVE ASSOCIATION INC.,MIAMI,33138,MIAMI-DADE,224721,"NIRVANA CONDO. NO. FIVE ASSOCIATION INC., MIAMI, FL 33138",25.8338069,-80.18130239999999,OK
2163,CONDOMINIUM,NIRVANA CONDO NO. FOUR ASSOCIATION INC.,NIRVANA CONDO NO. FOUR ASSOCIATION INC.,MIAMI,33138,MIAMI-DADE,224577,"NIRVANA CONDO NO. FOUR ASSOCIATION INC., MIAMI, FL 33138",25.8338069,-80.18130239999999,OK
2164,CONDOMINIUM,NIRVANA CONDO NO. THREE ASSOCIATION INC.,NIRVANA CONDO NO. THREE ASSOCIATION INC.,MIAMI,33138,MIAMI-DADE,224559,"NIRVANA CONDO NO. THREE ASSOCIATION INC., MIAMI, FL 33138",25.8338069,-80.18130239999999,OK
2165,CONDOMINIUM,NIRVANA CONDOMINIUM NO. TWO ASSOCIATION INC.,NIRVANA CONDOMINIUM NO. TWO ASSOCIATION INC.,MIAMI,33138,MIAMI-DADE,224542,"NIRVANA CONDOMINIUM NO. TWO ASSOCIATION INC., MIAMI, FL 33138",25.8338069,-80.18130239999999,OK
2166,CONDOMINIUM,NIRVANA NO. ONE CONDOMINIUM ASSOCIATION,NIRVANA NO. ONE CONDOMINIUM ASSOCIATION,MIAMI,33138,MIAMI-DADE,224536,"NIRVANA NO. ONE CONDOMINIUM ASSOCIATION, MIAMI, FL 33138",25.8474282,-80.1548517,OK
2167,CONDOMINIUM,PALM BAY TOWERS CONDO,PALM BAY TOWERS CONDO,MIAMI,33138,MIAMI-DADE,240860,"PALM BAY TOWERS CONDO, MIAMI, FL 33138",25.8371636,-80.1798094,OK
2168,CONDOMINIUM,PALM BAY YACHT CLUB CONDOMINIUM ASSOCIATION,PALM BAY YACHT CLUB CONDOMINIUM ASSOCIATION,MIAMI,33138,MIAMI-DADE,206826,"PALM BAY YACHT CLUB CONDOMINIUM ASSOCIATION, MIAMI, FL 33138",25.8389355,-80.1801394,OK
2169,CONDOMINIUM,RIVER VIEW CONDO,RIVER VIEW CONDO,MIAMI,33138,MIAMI-DADE,319869,"RIVER VIEW CONDO, MIAMI, FL 33138",25.8570279,-80.18217059999999,OK
2170,CONDOMINIUM,SOUTH SHORE CONDOMINIUM ASSOCIATION INC.,SOUTH SHORE CONDOMINIUM ASSOCIATION INC.,MIAMI,33138,MIAMI-DADE,278101,"SOUTH SHORE CONDOMINIUM ASSOCIATION INC., MIAMI, FL 33138",25.8575436,-80.1811041,OK
2171,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY REPORT,TOWERS OF QUAYSIDE #2 CONDOMINIUM ASSOCATION,MIAMI,33138,MIAMI-DADE,215624,"TOWERS OF QUAYSIDE #2 CONDOMINIUM ASSOCATION, MIAMI, FL 33138",25.8736952,-80.1684981,OK
2172,CONDOMINIUM,STRUCTURAL INTEGRITY RESERVES STUDY REPORT,TOWERS OF QUAYSIDE #2 CONDOMINIUM ASSOCATION,MIAMI,33138,MIAMI-DADE,216072,"TOWERS OF QUAYSIDE #2 CONDOMINIUM ASSOCATION, MIAMI, FL 33138",25.8736952,-80.1684981,OK
2173,CONDOMINIUM,THE BANK CONDO,THE BANK CONDOMINIUM ASSOCIATION,MIAMI,33138,MIAMI-DADE,286446,"THE BANK CONDOMINIUM ASSOCIATION, MIAMI, FL 33138",25.8474282,-80.1548517,OK
2174,CONDOMINIUM,THE CLIPPER CONDOMINIUM ASSOCIATION,THE CLIPPER CONDOMINIUM ASSOCIATION INC,MIAMI,33138,MIAMI-DADE,239945,"THE CLIPPER CONDOMINIUM ASSOCIATION INC, MIAMI, FL 33138",25.8471331,-80.17883189999999,OK
2175,CONDOMINIUM,THE TOWERS OF QUAYSIDE TOWER 1 CONDOMINIUM ASSOC.,THE TOWERS OF QUAYSIDE TOWER 1 CONDOMINIUM ASSOC.,MIAMI,33138,BROWARD,223547,"THE TOWERS OF QUAYSIDE TOWER 1 CONDOMINIUM ASSOC., MIAMI, FL 33138",25.8736952,-80.1684981,OK
2176,CONDOMINIUM,TOWERS OF QUAYSIDE #4 CONDO,TOWERS OF QUAYSIDE #4 CONDO ASSN,MIAMI,33138,MIAMI-DADE,248098,"TOWERS OF QUAYSIDE #4 CONDO ASSN, MIAMI, FL 33138",25.8736952,-80.1684981,OK
2177,CONDOMINIUM,TUDOR HOUSE CONDOMINIUM,TUDOR HOUSE CONDOMINIUM ASSOCIATION,MIAMI,33138,MIAMI-DADE,297176,"TUDOR HOUSE CONDOMINIUM ASSOCIATION, MIAMI, FL 33138",25.8474282,-80.1548517,OK
