,SOLD DATE,ADDRESS,CITY,PRICE,BEDS,BATHS,LOCATION,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,URL,LATITUDE,LONGITUDE,PRICE_AS_CURRENCY,YEAR BUILT DISPLAY,PRICE_SQUARE_FEET_AS_CURRENCY,COLOR,RANK,FULL_ADDRESS
141,February-2-2023,7125 Oconnell Dr #102,Chicago Ridge,130000.0,2.0,1.5,Chicago Ridge,1973.0,,130.0,https://www.redfin.com/IL/Chicago-Ridge/7125-Oconnell-Dr-60415/unit-102/home/13174752,41.7110709,-87.797292,"$130,000",1973,$130,blue,928,7125 Oconnell Dr #102 Chicago Ridge
994,February-28-2023,12635 S Central Ave #106,Alsip,130000.0,2.0,2.0,Alsip / Garden Homes,1986.0,,130.0,https://www.redfin.com/IL/Alsip/12635-S-Central-Ave-60803/unit-106/home/13127709,41.6623861,-87.7576896,"$130,000",1986,$130,blue,929,12635 S Central Ave #106 Alsip
16,February-17-2023,6250 N Francisco Ave Unit GBE,Chicago,130000.0,2.0,1.0,CHI - West Ridge,1950.0,,,https://www.redfin.com/IL/Chicago/6250-N-Francisco-Ave-60659/unit-GBE/home/181753220,41.9956195,-87.7023048,"$130,000",1950,$nan,blue,930,6250 N Francisco Ave Unit GBE Chicago
626,February-23-2023,1251 Wyndham Dr #103,Palatine,129900.0,1.0,1.0,Palatine,,,162.0,https://www.redfin.com/IL/Palatine/1251-Wyndham-Dr-60074/unit-103/home/12723230,42.1374802,-88.0123538,"$129,900",nan,$162,blue,931,1251 Wyndham Dr #103 Palatine
407,February-10-2023,6135 W 94th St Unit A5,Oak Lawn,129900.0,2.0,2.0,Oak Lawn,1973.0,,130.0,https://www.redfin.com/IL/Oak-Lawn/6135-W-94th-St-60453/unit-A5/home/13179961,41.7213178,-87.7741565,"$129,900",1973,$130,blue,932,6135 W 94th St Unit A5 Oak Lawn
861,February-16-2023,6730 S South Shore Dr #206,Chicago,129900.0,2.0,2.0,Lakefront Place,,,118.0,https://www.redfin.com/IL/Chicago/6730-S-South-Shore-Dr-60649/unit-206/home/12675013,41.772514,-87.5670071,"$129,900",nan,$118,blue,933,6730 S South Shore Dr #206 Chicago
1007,February-27-2023,1402 Carol Ct Unit 2A,Palatine,127500.0,2.0,2.0,Palatine,1976.0,,128.0,https://www.redfin.com/IL/Palatine/1402-Carol-Ct-60074/unit-2A/home/13892977,42.1358087,-88.0063679,"$127,500",1976,$128,blue,934,1402 Carol Ct Unit 2A Palatine
19,February-24-2023,7410 Dixon St #202,Forest Park,127000.0,1.0,1.0,Forest Park,1964.0,,,https://www.redfin.com/IL/Forest-Park/7410-Dixon-St-60130/unit-202/home/26809929,41.8840058,-87.8102542,"$127,000",1964,$nan,blue,935,7410 Dixon St #202 Forest Park
271,February-16-2023,8556 W 102nd Ter #213,Palos Hills,127000.0,2.0,1.0,Palos Hills,1972.0,,141.0,https://www.redfin.com/IL/Palos-Hills/8556-102nd-Ter-60465/unit-213/home/183860683,41.705956,-87.8309685,"$127,000",1972,$141,blue,936,8556 W 102nd Ter #213 Palos Hills
539,February-22-2023,18560 Escanaba Ct #307,Lansing,127000.0,2.0,2.0,Lansing,1980.0,,127.0,https://www.redfin.com/IL/Lansing/18560-Escanaba-Ct-60438/unit-307/home/12885399,41.5577961,-87.5526802,"$127,000",1980,$127,blue,937,18560 Escanaba Ct #307 Lansing
432,February-24-2023,124 Clyde Ave Unit G,Evanston,126325.0,1.0,1.0,Evanston,1923.0,,168.0,https://www.redfin.com/IL/Evanston/124-Clyde-Ave-60202/unit-G/home/182795802,42.0203794,-87.6783653,"$126,325",1923,$168,blue,938,124 Clyde Ave Unit G Evanston
357,February-28-2023,1105 Miller Ln #110,Buffalo Grove,126000.0,1.0,1.0,Buffalo Grove,1972.0,,148.0,https://www.redfin.com/IL/Buffalo-Grove/1105-Miller-Ln-60089/unit-110/home/13859389,42.1353052,-87.97777,"$126,000",1972,$148,blue,939,1105 Miller Ln #110 Buffalo Grove
488,February-14-2023,7009 Oconnell Dr #104,Chicago Ridge,125000.0,2.0,1.5,Chicago Ridge,1975.0,,114.0,https://www.redfin.com/IL/Chicago-Ridge/7009-O-Connell-Dr-60415/unit-104/home/179973589,41.711034,-87.794233,"$125,000",1975,$114,blue,940,7009 Oconnell Dr #104 Chicago Ridge
1057,February-28-2023,21 W Goethe St Unit 12D,Chicago,125000.0,0.0,1.0,CHI - Near North Side,1964.0,,,https://www.redfin.com/IL/Chicago/21-W-Goethe-St-60610/unit-12D/home/14111959,41.9054585,-87.6296264,"$125,000",1964,$nan,blue,941,21 W Goethe St Unit 12D Chicago
732,February-16-2023,10113 Old Orchard Ct #102,Skokie,125000.0,1.0,1.0,Skokie,1960.0,,179.0,https://www.redfin.com/IL/Skokie/10113-Old-Orchard-Ct-60076/unit-102/home/26801545,42.0643954,-87.7429665,"$125,000",1960,$179,blue,942,10113 Old Orchard Ct #102 Skokie
