,borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
119,MN,1962,26,109.0,7.0,10027.0,414 WEST 119 STREET,R8,D7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,12615,"  54,100 ",4400.0,49700.0,0.0,4400.0,0.0,0.0,0.0,0.0,1,6.0,56,57,125.0,100.92,124.0,86.0,221850,1761300,1925,1986,0,,,4.29,6.02,0.0,6.5,1,1019620026,995610.0,233734.0,5c,22v2,40.8082143,-73.9589641
120,MN,547,5,102.0,1.0,10003.0,24 WAVERLY PLACE,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,5104,53482,53482.0,0.0,0.0,0.0,0.0,0.0,0.0,53482.0,1,11.0,0,1,62.75,81.33,62.75,81.0,841500,4680000,1906,1989,0,,,10.48,3.44,0.0,6.5,1,1005470005,985602.0,205335.0,12c,22v2,40.7302737,-73.9951219
121,MN,1994,81,109.0,7.0,10027.0,549 RIVERSIDE DRIVE,R8,D7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,11020,"  53,418 ",573.0,52845.0,0.0,573.0,0.0,0.0,0.0,0.0,1,6.0,60,61,116.0,95.0,104.0,95.0,255150,2006100,1925,1988,0,,,4.85,6.02,0.0,6.5,1,1019940081,995194.0,236394.0,5c,22v2,40.8155158,-73.9604625
122,MN,1962,31,109.0,7.0,10027.0,424 WEST 119 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,11396,"  53,352 ",0.0,53352.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,47,47,100.0,127.0,100.0,111.0,200700,2007000,1925,0,0,,,4.68,6.02,0.0,6.5,1,1019620031,995506.0,233783.0,5c,22v2,40.808349,-73.9593397
123,MN,1999,36,109.0,7.0,10027.0,3291 BROADWAY,C6-1,D7,4.0,P,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,10625,"  53,340 ",3650.0,49690.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,6.0,50,55,74.92,125.0,73.0,112.0,206100,2067300,1905,1998,0,,,5.02,3.44,6.0,6.5,1,1019990036,996266.0,237596.0,5c,22v2,40.8188136,-73.9565875
124,MN,547,14,102.0,1.0,10003.0,18 WAVERLY PLACE,R7-2,W5,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,13624,51044,51044.0,0.0,0.0,0.0,0.0,0.0,0.0,51044.0,2,6.0,0,2,83.33,81.5,83.33,82.0,1057500,4071150,1900,0,0,,,3.75,3.44,0.0,6.5,1,1005470014,985701.0,205270.0,12c,22v2,40.7300953,-73.9947647
125,MN,1976,36,109.0,7.0,10027.0,1254 AMSTERDAM AVENUE,R8,D7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9092,"  50,916 ",4820.0,46096.0,3000.0,1820.0,0.0,0.0,0.0,0.0,1,6.0,52,53,90.92,100.0,91.0,86.0,613800,2446200,1926,1982,0,,,5.6,6.02,0.0,6.5,1,1019760036,995679.0,234591.0,5c,22v2,40.8105665,-73.9587134
126,MN,1990,50,109.0,7.0,10027.0,460 RIVERSIDE DRIVE,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6250,"  50,120 ",0.0,50120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,25,25,62.5,100.0,63.0,78.0,136350,1581300,1910,0,0,Morningside Heights Historic District,,8.02,6.02,0.0,6.5,1,1019900050,994082.0,234415.0,5c,22v2,40.8100853,-73.9644827
127,MN,1990,44,109.0,7.0,10027.0,464 RIVERSIDE DRIVE,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,6250,"  50,120 ",0.0,50120.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,25,25,62.5,100.0,63.0,78.0,135450,1364850,1910,1989,0,Morningside Heights Historic District,,8.02,6.02,0.0,6.5,1,1019900044,994112.0,234469.0,5c,22v2,40.8102335,-73.9643743
128,MN,543,53,102.0,1.0,10012.0,139 MAC DOUGAL STREET,R7-2,W9,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,8431,49757,49757.0,0.0,0.0,0.0,0.0,0.0,0.0,49757.0,1,6.0,0,1,96.5,86.0,97.0,85.0,2430000,6722100,2011,0,0,South Village Historic District,,5.9,3.44,0.0,6.5,1,1005430053,984242.0,205557.0,12c,22v2,40.7308831,-74.0000289
129,MN,1464,28,108.0,5.0,10021.0,1301 YORK AVENUE,R8,I9,8.0,X,CORNELL UNIVERSITY,CORNELL UNIVERSITY,19984,352000,352000.0,0.0,352000.0,0.0,0.0,0.0,0.0,0.0,1,15.0,0,1,100.42,199.0,115.0,100.0,3742366,43274700,2004,0,0,,,17.61,6.02,0.0,6.5,1,1014640028,996638.0,218187.0,9a,22v2,40.7655406,-73.9552793
130,MN,2139,210,112.0,10.0,10032.0,52 HAVEN AVENUE,R8,I9,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,COLUMBIA UNIVERSITY,28960,"  136,608 ",136608.0,0.0,0.0,0.0,0.0,0.0,0.0,136608.0,1,11.0,0,1,180.58,143.92,175.0,80.0,675000,13442400,1919,0,0,,,4.72,6.02,0.0,6.5,1,1021390210,999940.0,246544.0,3b,22v2,40.8433675,-73.9432928
131,MN,1990,54,109.0,7.0,10027.0,452 RIVERSIDE DRIVE,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7815,"  49,101 ",0.0,49100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,54,54,78.08,100.0,78.0,82.0,174600,1729800,1910,1988,0,Morningside Heights Historic District,,6.28,6.02,0.0,6.5,1,1019900054,993993.0,234254.0,5c,22v2,40.8096435,-73.9648045
132,MN,1884,18,109.0,7.0,10025.0,521 WEST 112 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9375,"  47,731 ",0.0,47731.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,44,44,75.0,125.33,75.0,98.0,675000,2321550,1920,0,0,,,5.09,6.02,0.0,6.5,1,1018840018,994216.0,232548.0,5c,22v2,40.8049608,-73.9640014
133,MN,1990,52,109.0,7.0,10027.0,456 RIVERSIDE DRIVE,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5668,"  47,327 ",0.0,47327.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,45,45,56.67,100.0,57.0,80.0,135900,1546650,1911,1988,0,Morningside Heights Historic District,,8.35,6.02,0.0,6.5,1,1019900052,994053.0,234363.0,5c,22v2,40.8099426,-73.9645876
134,MN,1867,23,109.0,7.0,10025.0,402 WEST 115 STREET,R8,D7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10417,"  47,145 ",7145.0,40000.0,7145.0,0.0,0.0,0.0,0.0,0.0,1,6.0,32,36,100.0,104.17,76.0,96.0,360000,1407150,1920,1988,0,,,4.53,6.02,0.0,6.5,1,1018670023,995263.0,232680.0,5c,22v2,40.8053218,-73.9602193
135,MN,1990,53,109.0,7.0,10027.0,454 RIVERSIDE DRIVE,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5668,"  46,922 ",0.0,46922.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,36,36,56.67,100.0,57.0,82.0,135450,1452150,1911,1987,0,Morningside Heights Historic District,,8.28,6.02,0.0,6.5,1,1019900053,994025.0,234313.0,5c,22v2,40.8098054,-73.9646888
136,MN,550,1,102.0,1.0,10003.0,1 WASHINGTON SQUARE N,R6,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,13736,46077,46077.0,0.0,22825.0,0.0,0.0,0.0,0.0,0.0,5,4.0,0,8,168.42,83.19,55.0,96.0,1562400,11966400,1900,1986,0,Greenwich Village Historic District,,3.35,2.43,0.0,4.8,1,1005500001,985480.0,205629.0,12c,22v2,40.7310807,-73.995562
137,MN,1976,29,109.0,7.0,10027.0,1240 AMSTERDAM AVENUE,R8,D7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  45,210 ",4000.0,41210.0,0.0,4000.0,0.0,0.0,0.0,0.0,1,6.0,36,41,100.92,100.0,101.0,86.0,223200,1998900,1926,1987,0,,,4.48,6.02,0.0,6.5,1,1019760029,995629.0,234502.0,5c,22v2,40.8103223,-73.9588942
138,MN,1883,18,109.0,7.0,10025.0,521 WEST 111 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN NEW YORK CITY,COLUMBIA UNIVERSITY,10092,"  44,780 ",2040.0,42740.0,0.0,0.0,0.0,0.0,0.0,2040.0,1,6.0,40,40,100.0,100.92,100.0,85.0,273150,1140750,1904,0,0,Morningside Heights Historic District,,4.44,6.02,0.0,6.5,1,1018830018,994098.0,232312.0,5d,22v2,40.8043132,-73.964428
139,MN,1994,93,109.0,7.0,10027.0,530 RIVERSIDE DRIVE,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10320,"  44,052 ",0.0,44052.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,52,52,120.0,86.0,120.0,73.0,221400,1814400,1926,1987,0,,,4.27,6.02,0.0,6.5,1,1019940093,995026.0,236100.0,5c,22v2,40.8147091,-73.9610699
140,MN,1993,53,109.0,7.0,10027.0,146 CLAREMONT AVENUE,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10725,"  43,560 ",0.0,43560.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,48,48,100.0,102.5,100.0,96.0,229050,1966950,1940,1984,0,,,4.06,6.02,0.0,6.5,1,1019930053,995046.0,235565.0,5c,22v2,40.8132406,-73.9609985
141,MN,1883,14,109.0,7.0,10025.0,529 WEST 111 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  43,540 ",0.0,43540.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,37,37,100.0,100.92,100.0,85.0,360000,2189250,1903,0,0,Morningside Heights Historic District,,4.31,6.02,0.0,6.5,1,1018830014,994010.0,232361.0,5d,22v2,40.8044477,-73.9647458
142,MN,462,25,103.0,2.0,10003.0,107 2 AVENUE,R7A,W6,8.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,9008,43214,43214.0,0.0,0.0,8500.0,0.0,0.0,0.0,34714.0,1,5.0,0,2,90.08,100.0,90.0,100.0,810000,1433700,1928,0,2012,East Village / Lower East Side Historic District,,4.8,4.0,0.0,4.0,1,1004620025,987400.0,204445.0,12c,22v2,40.7278304,-73.9886349
143,MN,1884,6,109.0,7.0,10025.0,539 WEST 112 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  43,050 ",0.0,43050.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,43,43,100.0,100.92,100.0,84.0,405000,1614600,1920,0,0,,,4.27,6.02,0.0,6.5,1,1018840006,993959.0,232688.0,5c,22v2,40.8053453,-73.9649295
144,MN,1882,42,109.0,7.0,10025.0,518 WEST 111 STREET,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9948,"  43,002 ",0.0,43002.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,32,32,108.33,91.83,108.0,79.0,315000,1409850,1909,1988,0,Morningside Heights Historic District,,4.32,6.02,0.0,6.5,1,1018820042,994056.0,232160.0,5d,22v2,40.803896,-73.9645799
145,MN,1994,84,109.0,7.0,10027.0,548 RIVERSIDE DRIVE,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10260,"  42,762 ",0.0,42762.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,25,25,108.0,95.0,108.0,80.0,219150,1575900,1926,1988,0,,,4.17,6.02,0.0,6.5,1,1019940084,995139.0,236294.0,5c,22v2,40.8152414,-73.9606613
146,QN,6889,37,411.0,20.0,11365.0,175-05 HORACE HARDING EXPWY,R3-2,W8,8.0,X,"ST. JOHN'S UNIVERSITY, NEW YORK",ST JOHN'S UNIVERSITY,35123,42750,42750.0,0.0,42750.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0,1,159.51,170.65,190.0,75.0,347850,2533950,1969,1996,0,,,1.22,0.5,0.0,1.0,4,4068890037,1041205.0,208805.0,10d,22v2,40.7396147,-73.7944722
147,MN,1990,22,109.0,7.0,10027.0,29 CLAREMONT AVENUE,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5668,"  42,691 ",0.0,42691.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,22,22,56.67,100.0,57.0,80.0,135900,1297350,1910,0,0,Morningside Heights Historic District,,7.53,6.02,0.0,6.5,1,1019900022,994114.0,234264.0,5c,22v2,40.8096708,-73.9643673
148,MN,1990,25,109.0,7.0,10027.0,35 CLAREMONT AVENUE,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5668,"  42,691 ",0.0,42691.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,22,22,56.67,100.0,54.0,80.0,108900,1490850,1910,0,0,Morningside Heights Historic District,,7.53,6.02,0.0,6.5,1,1019900025,994142.0,234314.0,5c,22v2,40.809808,-73.9642661
149,MN,2139,229,112.0,10.0,10032.0,104 HAVEN AVENUE,R8,I9,8.0,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,12940,"  98,430 ",98430.0,0.0,0.0,0.0,0.0,0.0,0.0,98430.0,1,15.0,0,1,125.0,103.92,125.0,103.0,931500,16317900,2014,0,0,,,7.61,6.02,0.0,6.5,1,1021390229,1000106.0,247051.0,3b,22v2,40.8447588,-73.9426917
150,MN,1885,24,109.0,7.0,10025.0,511 WEST 113 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7556,"  42,360 ",0.0,42360.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,42,42,75.0,100.75,75.0,82.0,495000,1912950,1910,1988,0,,,5.61,6.02,0.0,6.5,1,1018850024,994472.0,232704.0,5c,22v2,40.8053887,-73.9630765
151,MN,1885,11,109.0,7.0,10025.0,541 WEST 113 STREET,R8,D1,3.0,,COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  42,265 ",0.0,42265.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,33,33,100.0,100.92,100.0,86.0,585000,1316250,1925,1986,0,,,4.19,6.02,0.0,6.5,1,1018850011,994199.0,232855.0,5c,22v2,40.8058034,-73.9640624
152,MN,547,15,102.0,1.0,10003.0,12 WAVERLY PLACE,R7-2,W5,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,7542,42264,42264.0,0.0,0.0,0.0,0.0,0.0,0.0,42264.0,3,8.0,1,6,91.67,82.0,90.0,82.0,1035000,10492650,1800,2001,2008,,,5.6,3.44,0.0,6.5,1,1005470015,985777.0,205221.0,12c,22v2,40.7299607,-73.9944905
153,MN,1994,88,109.0,7.0,10027.0,547 RIVERSIDE DRIVE,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9988,"  41,967 ",0.0,41967.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,36,36,108.17,95.0,108.0,80.0,214200,1854900,1926,1984,0,,,4.2,6.02,0.0,6.5,1,1019940088,995085.0,236199.0,5c,22v2,40.8149807,-73.9608566
154,MN,1895,52,109.0,7.0,10025.0,607 WEST 113 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7500,"  41,884 ",1870.0,40014.0,1870.0,0.0,0.0,0.0,0.0,0.0,1,8.0,23,24,75.0,100.0,75.0,82.0,270000,1291950,1910,1987,0,,,5.58,6.02,0.0,6.5,1,1018950052,993707.0,233129.0,5c,22v2,40.806556,-73.9658392
155,MN,1976,61,109.0,7.0,10027.0,3074 BROADWAY,R8,D7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9200,"  41,184 ",3000.0,38184.0,0.0,3000.0,0.0,0.0,0.0,0.0,1,6.0,34,35,92.0,100.0,92.0,88.0,310500,1782900,1926,1989,0,,,4.48,6.02,0.0,6.5,1,1019760061,995079.0,234921.0,5c,22v2,40.811473,-73.9608803
156,MN,546,5,102.0,1.0,10003.0,82 WASHINGTON SQUARE E,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,5960,40467,40467.0,0.0,0.0,0.0,0.0,0.0,0.0,40467.0,1,7.0,0,3,79.83,74.58,79.84,74.58,859500,3553200,1900,0,0,,,6.79,3.44,0.0,6.5,1,1005460005,985351.0,205196.0,12c,22v2,40.7298922,-73.9960275
157,QN,6712,81,408.0,24.0,11367.0,152-11 UNION TURNPIKE,R4,D6,4.0,X,"ST. JOHN'S UNIVERSITY, NEW YORK",ST JOHN'S UNIVERSITY,20246,40200,10200.0,30000.0,10200.0,0.0,0.0,0.0,0.0,0.0,1,4.0,30,34,200.0,98.67,150.0,65.0,454500,2161800,2004,0,0,,,1.99,0.75,0.0,2.0,4,4067120081,1036600.0,201511.0,14c,22v2,40.7196229,-73.8111465
158,MN,1976,56,109.0,7.0,10027.0,532 WEST 122 STREET,R8,G1,10.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9092,"  40,160 ",40160.0,0.0,0.0,0.0,40160.0,0.0,0.0,0.0,1,4.0,0,1,100.0,90.92,100.0,86.0,207000,1381950,1926,2006,0,,,4.42,6.02,0.0,6.5,1,1019760056,995171.0,234871.0,5c,22v2,40.8113356,-73.9605481
159,MN,1884,43,109.0,7.0,10025.0,526 WEST 113 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7569,"  39,680 ",0.0,39680.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,39,39,75.0,100.92,75.0,87.0,495000,1923750,1910,0,0,,,5.24,6.02,0.0,6.5,1,1018840043,994309.0,232615.0,5c,22v2,40.8051446,-73.9636654
160,MN,546,1,102.0,1.0,10003.0,79 WASHINGTON SQUARE E,R7-2,H8,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,11242,38899,5040.0,0.0,2520.0,2520.0,0.0,0.0,0.0,0.0,1,7.0,93,95,112.42,100.0,112.0,100.0,1350000,2965050,1900,0,0,,,3.46,3.44,0.0,6.5,1,1005460001,985308.0,205104.0,12c,22v2,40.7296397,-73.9961827
161,MN,930,38,106.0,2.0,10010.0,334 EAST 25 STREET,R8,H8,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,7406,37800,,,,,,,,,1,6.0,0,1,75.0,98.75,75.0,84.25,1665000,2899800,1920,1986,0,,,5.1,6.02,0.0,6.5,1,1009300038,990211.0,208261.0,8d,22v2,40.7383029,-73.9784896
162,MN,1962,18,109.0,7.0,10027.0,80 MORNINGSIDE DRIVE,R8,D9,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9082,"  37,722 ",2540.0,35182.0,2540.0,0.0,0.0,0.0,0.0,0.0,1,6.0,32,33,100.92,90.0,88.0,78.0,159750,1220850,1926,1986,0,,,4.15,6.02,0.0,6.5,1,1019620018,995731.0,233549.0,5c,22v2,40.8077064,-73.9585273
163,MN,1963,56,109.0,7.0,10027.0,130 MORNINGSIDE DRIVE,R8,D1,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9050,"  37,248 ",0.0,37248.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,25,25,100.0,90.92,76.0,100.0,87750,1858950,1910,0,0,,,4.12,6.02,0.0,6.5,1,1019630056,995934.0,234446.0,5c,22v2,40.8101682,-73.9577925
164,MN,1867,70,109.0,7.0,10027.0,430 WEST 116 STREET,R8,D7,4.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  36,664 ",5000.0,31664.0,0.0,5000.0,0.0,0.0,0.0,0.0,1,7.0,22,23,100.0,100.92,100.0,89.0,450000,2292750,1925,1986,0,,,3.63,6.02,0.0,6.5,1,1018670070,995160.0,233045.0,5c,22v2,40.8063238,-73.9605908
165,MN,1867,74,109.0,7.0,10025.0,1129 AMSTERDAM AVENUE,R8,D7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,10092,"  36,664 ",5000.0,31664.0,0.0,5000.0,0.0,0.0,0.0,0.0,1,7.0,45,48,100.92,100.0,85.0,98.0,720000,2753550,1925,0,0,,,3.63,6.02,0.0,6.5,1,1018670074,995071.0,233094.0,5c,22v2,40.8064584,-73.9609122
166,MN,1895,8,109.0,7.0,10025.0,611 WEST 112 STREET,R8,H6,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE C ITY OF NEW,COLUMBIA UNIVERSITY,8831,"  36,580 ",,,,,,,,,1,6.0,0,1,87.5,100.92,88.0,87.0,1235700,1534050,1904,2014,0,Morningside Heights Historic District,,4.14,6.02,0.0,6.5,1,1018950008,993497.0,232943.0,5c,22v2,40.8060457,-73.966598
167,MN,1962,1,109.0,7.0,10027.0,1181 AMSTERDAM AVENUE,R8,D7,4.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7483,"  36,553 ",5890.0,30663.0,1987.0,3903.0,0.0,0.0,0.0,0.0,1,6.0,42,45,74.83,100.0,73.0,90.0,155700,2196000,1925,1986,0,,,4.88,6.02,0.0,6.5,1,1019620001,995411.0,233711.0,5c,22v2,40.8081515,-73.959683
168,MN,1896,77,109.0,7.0,10027.0,610 WEST 116 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  33,486 ",0.0,33486.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.0,45,45,50.0,100.92,50.0,84.0,272250,1558800,1908,1985,0,Morningside Heights Historic District,,6.64,6.02,0.0,6.5,1,1018960077,993957.0,233709.0,5c,22v2,40.8081477,-73.9649353
169,MN,2176,5,112.0,10.0,10033.0,390 FT WASHINGTON AVENUE,R7-2,D7,4.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5041,"  32,813 ",5000.0,27813.0,0.0,0.0,0.0,0.0,0.0,5000.0,1,12.0,46,47,50.0,100.83,50.0,60.0,77400,1390050,2000,0,0,,,6.51,3.44,0.0,6.5,1,1021760005,1001112.0,248297.0,3b,22v2,40.8481768,-73.9390525
170,MN,533,10,102.0,1.0,10012.0,543 LA GUARDIA PLACE,C1-7,K1,5.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,22276,32700,32700.0,0.0,0.0,32700.0,0.0,0.0,0.0,0.0,1,1.0,0,6,215.0,148.17,191.0,78.0,1539000,4982850,1960,0,0,,,1.47,6.02,2.0,6.5,1,1005330010,984799.0,204683.0,12c,22v2,40.7284842,-73.9980192
171,MN,551,16,102.0,1.0,10011.0,27 WASHINGTON SQUARE N,R6,D9,3.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,6345,32409,800.0,31609.0,800.0,0.0,0.0,0.0,0.0,0.0,1,7.0,27,28,55.5,123.08,56.0,122.0,508500,2831850,1898,0,0,Greenwich Village Historic District,,5.11,2.43,0.0,4.8,1,1005510016,984723.0,206091.0,12c,22v2,40.7323488,-73.9982933
172,MN,1895,72,109.0,7.0,10025.0,626 WEST 114 STREET,R8,H8,8.0,X,TRUSTEES OF COLUMBIA UNIVERSITY FACILITI ES MANAGEMENT,COLUMBIA UNIVERSITY,7569,"  31,906 ",,,,,,,,,1,6.0,124,124,75.0,100.92,74.0,86.0,270000,1428300,1905,0,0,Morningside Heights Historic District,,4.22,6.02,0.0,6.5,1,1018950072,993559.0,233328.0,5c,22v2,40.8071024,-73.9663735
173,MN,1884,46,109.0,7.0,10025.0,530 WEST 113 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5659,"  31,851 ",0.0,31851.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.0,24,24,50.0,113.17,50.0,99.0,175500,863550,1910,0,0,,,5.63,6.02,0.0,6.5,1,1018840046,994251.0,232643.0,5c,22v2,40.8052215,-73.9638749
174,MN,1393,1,108.0,4.0,10075.0,970 5 AVENUE,R10,W5,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,13325,31089,31089.0,0.0,0.0,0.0,0.0,0.0,0.0,31089.0,1,3.5,0,3,82.17,150.0,70.0,140.0,9675000,14374350,1912,0,0,Metropolitan Museum Historic District,INDIVIDUAL LANDMARK,2.33,10.0,0.0,10.0,1,1013930001,994299.0,222115.0,8c,22v2,40.7763249,-73.9637172
175,MN,548,12,102.0,1.0,10003.0,36 EAST 8 STREET,C1-7,J9,5.0,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,11151,30575,19365.0,11210.0,2000.0,3450.0,0.0,0.0,0.0,13915.0,1,3.0,7,13,100.17,114.92,100.16,114.92,1125000,3393900,1940,1984,0,,,2.74,6.02,2.0,6.5,1,1005480012,985793.0,205667.0,12c,22v2,40.7311849,-73.9944326
176,MN,1896,32,109.0,7.0,10025.0,608 WEST 115 STREET,R8,D3,3.0,,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,5046,"  30,568 ",0.0,30568.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9.0,35,35,50.0,100.92,50.0,80.0,315000,1561950,1912,0,0,Morningside Heights Historic District,,6.06,6.02,0.0,6.5,1,1018960032,993829.0,233478.0,5c,22v2,40.8075138,-73.965398
177,MN,1976,26,109.0,7.0,10027.0,503 WEST 121 STREET,R8,D1,3.0,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,7194,"  30,498 ",0.0,30498.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,30,30,75.0,95.92,75.0,81.0,135000,2560500,1910,1988,0,,,4.24,6.02,0.0,6.5,1,1019760026,995550.0,234542.0,5c,22v2,40.8104322,-73.9591795
178,MN,548,21,102.0,1.0,10003.0,25 WAVERLY PLACE,R7-2,W6,8.0,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,3300,30042,30042.0,0.0,0.0,0.0,0.0,0.0,0.0,30042.0,1,9.0,0,2,33.5,100.67,33.5,100.67,495000,2635200,1900,0,0,,,9.1,3.44,0.0,6.5,1,1005480021,985694.0,205450.0,12c,22v2,40.7305893,-73.9947899
