borough,block,lot,cd,council,zipcode,address,zonedist1,bldgclass,landuse,ownertype,ownername,Final,lotarea, bldgarea ,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea,numbldgs,numfloors,unitsres,unitstotal,lotfront,lotdepth,bldgfront,bldgdepth,assessland,assesstot,yearbuilt,yearalter1,yearalter2,histdist,landmark,builtfar,residfar,commfar,facilfar,borocode,bbl,xcoord,ycoord,zonemap,version,latitude,longitude
MN,1895,64,109,7,10025,606 WEST 114 STREET,R8,H8,8,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,1413,"  3,688 ",,,,,,,,,1,4,0,1,14,100.92,14,75,65250,182700,1896,0,0,Morningside Heights Historic District,,2.61,6.02,0,6.5,1,1018950064,993748,233224,5c,22v2,40.8068167,-73.9656909
QN,6809,10,408,24,11367,153-01 76 ROAD,R4,C0,2,X,TOURO COLLEGE,TOURO COLLEGE,2265,3600,0,3600,0,0,0,0,0,0,1,3,3,3,21.17,107,21,57,12120,104640,2009,0,0,,,1.59,0.75,0,2,4,4068090010,1036141,203218,14c,22v2,40.7243109,-73.8127892
QN,6809,8,408,24,11367,153-05 76 ROAD,R4,C0,2,X,TOURO COLLEGE,TOURO COLLEGE,2265,3600,0,3600,0,0,0,0,0,0,1,3,3,3,21,107,21,57,12120,104640,2009,0,0,,,1.59,0.75,0,2,4,4068090008,1036157,203178,14c,22v2,40.7242011,-73.8127318
QN,6809,9,408,24,11367,153-03 76 ROAD,R4,C0,2,X,TOURO COLLEGE,TOURO COLLEGE,2265,3600,0,3600,0,0,0,0,0,0,1,3,3,3,21,107,21,57,12120,104280,2009,0,0,,,1.59,0.75,0,2,4,4068090009,1036149,203198,14c,22v2,40.724256,-73.8127605
SI,629,100,501,49,10301,134 CAMPUS ROAD,R3-1,A3,1,,WAGNER COLLEGE,WAGNER COLLEGE,15000,3591,0,3591,0,0,0,0,0,0,2,2,1,1,100,150,37,33,26280,74280,1940,2007,2007,,,0.24,0.5,0,1,5,5006290100,957887,162686,21b,22v2,40.6131726,-74.0949532
QN,6715,27,408,24,11367,147-28 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0,3430,0,0,0,0,0,0,1,3,3,3,22,65,22,55,23700,86520,2004,0,0,,,2.4,0.75,0,2,4,4067150027,1035784,201019,14c,22v2,40.7182773,-73.814094
QN,6715,37,408,24,11367,147-04 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0,3430,0,0,0,0,0,0,1,3,3,3,22,65,22,55,23700,90960,2004,0,0,,,2.4,0.75,0,2,4,4067150037,1035519,200922,14c,22v2,40.7180126,-73.8150507
QN,6715,28,408,24,11367,147-26 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0,3430,0,0,0,0,0,0,1,3,3,3,22,65,22,55,23700,86520,2004,0,0,,,2.4,0.75,0,2,4,4067150028,1035764,201011,14c,22v2,40.7182555,-73.8141662
QN,6715,26,408,24,11367,147-30 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0,3430,0,0,0,0,0,0,1,3,3,3,22,65,22,55,23700,90960,2004,0,0,,,2.4,0.75,0,2,4,4067150026,1035805,201026,14c,22v2,40.7182964,-73.8140182
QN,6715,35,408,24,11367,147-08 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1430,3430,0,3430,0,0,0,0,0,0,1,3,3,3,22,65,22,55,23700,86520,2004,0,0,,,2.4,0.75,0,2,4,4067150035,1035561,200937,14c,22v2,40.7180535,-73.8148991
QN,6715,36,408,24,11367,147-06 UNION TURNPIKE,R4,C0,2,X,"ST. JOHN'S UNIVERSITY, NEW YORK",ST JOHN'S UNIVERSITY,1430,3430,0,3430,0,0,0,0,0,0,1,3,3,3,22,65,22,55,23700,86520,2004,0,0,,,2.4,0.75,0,2,4,4067150036,1035540,200929,14c,22v2,40.7180317,-73.8149749
QN,6715,30,408,24,11367,147-22 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0,3412,0,0,0,0,0,0,1,3,3,3,29,51.5,29,41.5,23700,88200,2004,0,0,,,2.28,0.75,0,2,4,4067150030,1035710,200999,14c,22v2,40.7182228,-73.8143611
QN,6715,32,408,24,11367,147-20 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0,3412,0,0,0,0,0,0,1,3,3,3,29,51.5,29,41.5,23700,88200,2004,0,0,,,2.28,0.75,0,2,4,4067150032,1035637,200972,14c,22v2,40.7181492,-73.8146246
QN,6715,34,408,24,11367,147-10 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0,3412,0,0,0,0,0,0,1,3,3,3,29,51.5,29,41.5,23700,88200,2004,0,0,,,2.28,0.75,0,2,4,4067150034,1035582,200952,14c,22v2,40.7180946,-73.8148232
QN,6715,33,408,24,11367,147-12 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0,3412,0,0,0,0,0,0,1,3,3,3,29,51.5,29,41.5,23700,88200,2004,0,0,,,2.28,0.75,0,2,4,4067150033,1035610,200962,14c,22v2,40.7181219,-73.8147221
QN,6715,29,408,24,11367,147-24 UNION TURNPIKE,R4,C0,2,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,1494,3412,0,3412,0,0,0,0,0,0,1,3,3,3,29,51.5,29,41.5,23700,88200,2004,0,0,,,2.28,0.75,0,2,4,4067150029,1035737,201009,14c,22v2,40.7182501,-73.8142636
QN,6715,31,408,24,11367,147-20 UNION TURNPIKE,R4,C0,2,X,"ST. JOHN'S UNIVERSITY, NEW YORK",ST JOHN'S UNIVERSITY,1494,3412,0,3412,0,0,0,0,0,0,1,3,3,3,29,51.5,29,41.5,23700,88200,2004,0,0,,,2.28,0.75,0,2,4,4067150031,1035683,200989,14c,22v2,40.7181956,-73.8144586
QN,9889,1,408,24,11432,84-01 HOMELAWN STREET,R1-2,A1,1,X,ST JOHN'S UNIVERSITYNY,ST JOHN'S UNIVERSITY,8120,3382,0,3382,0,0,0,0,0,0,1,2.5,1,1,70,116,28,56,20700,103980,1930,0,0,,,0.42,0.5,0,1,4,4098890001,1041919,200420,14c,22v2,40.7165953,-73.7919675
MN,640,68,102,3,10014,28 BETHUNE STREET,R6,C0,2,X,NEW YORK UNIVERSITYSCHOOL OF LAW FOUNDAT ION,NEW YORK UNIVERSITY,1689,3360,0,2520,0,0,0,0,0,0,1,3,3,3,21,80.42,21,40,174960,587700,1845,0,0,Greenwich Village Historic District,,1.99,2.43,0,4.8,1,1006400068,982235,207836,12a,22v2,40.7371382,-74.0072711
BK,2118,4,302,35,11217,107 SOUTH OXFORD STREET,R6B,B9,1,,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDA TION,NEW YORK UNIVERSITY,2000,3200,0,2400,0,0,0,0,0,0,1,3,2,2,20,100,20,40,40680,258540,1900,2004,0,,,1.6,2,0,2,3,3021180004,991693,189353,16c,22v2,40.6864038,-73.9731627
SI,613,16,501,49,10301,141 HOWARD AVENUE,R1-1,A3,1,X,WAGNER COLLEGE,WAGNER COLLEGE,37100,2913,0,2913,0,0,0,0,0,0,1,1,1,1,125.05,301.61,78,33,42720,83340,1950,2007,2007,,,0.08,0.5,0,1,5,5006130016,959764,167687,21c,22v2,40.6269047,-74.0882109
MN,2156,143,112,10,10033,10 WASHINGTON TERRACE,R7-2,B9,1,,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,1109,2695,0,2130,0,0,0,0,0,0,1,3,2,2,17.75,62.5,17.75,40,24480,99060,1910,0,0,,,2.43,3.44,0,6.5,1,1021560143,1003678,249439,3a,22v2,40.851306,-73.9297745
QN,6809,7,408,24,11367,153-07 76 ROAD,R4,C0,2,X,TOURO COLLEGE,TOURO COLLEGE,3923,2520,0,2520,0,0,0,0,0,0,1,3,3,3,36.66,107,21,57,20940,78360,2009,0,0,,,0.64,0.75,0,2,4,4068090007,1036166,203153,14c,22v2,40.7241324,-73.8126995
BK,5245,8,314,45,11210,2401 GLENWOOD ROAD,R3X,S1,4,X,BROOKLYN COLLEGE,BROOKLYN COLLEGE,5000,2435,975,1460,975,0,0,0,0,0,2,2.5,1,2,50,100,23,50,17580,66840,1930,0,0,,,0.49,0.5,0,1,3,3052450008,997077,170113,23a,22v2,40.6335881,-73.9537861
QN,6517,60,408,24,11367,65-36 KISSENA BOULEVARD,R4,W6,8,O,QUEENS COLLEGE,QUEENS COLLEGE,2407,2407,2407,0,0,0,0,0,0,2407,1,1,0,1,38,67,45,52,40050,244350,1971,0,0,,,1,0.75,0,2,4,4065170060,1034757,207908,14c,22v2,40.7371918,-73.8177471
BX,3273,204,206,15,10458,2535 CAMBRELENG AVENUE,C4-5D,C0,2,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2500,2400,0,1600,0,0,0,0,0,0,1,2,3,3,25,100,20,40,11280,51060,1920,0,0,,,0.96,4.2,4.2,4.2,2,2032730204,1016742,251998,3c,22v2,40.8582913,-73.8825402
QN,7021,137,408,24,11432,170-25 GRAND CENTRAL PKWY,R3X,A1,1,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,6000,2368,0,2368,0,0,0,0,0,0,1,2,1,1,60,100,36,37,23820,80820,1950,0,0,,,0.39,0.5,0,1,4,4070210137,1041052,201295,14c,22v2,40.7190026,-73.7950877
BX,4226,419,211,13,10461,1842 EASTCHESTER ROAD,M1-1,G1,10,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,16525,2360,2360,0,0,0,2360,0,0,0,1,1,0,1,25.67,177.5,40,59,108000,226350,1949,0,0,,,0.14,0,1,2.4,2,2042260419,1027347,248986,4a,22v2,40.8499788,-73.8442222
QN,6517,55,408,24,11367,65-34 KISSENA BOULEVARD,R4,W6,8,O,QUEENS COLLEGE,QUEENS COLLEGE,1845,2340,2340,0,0,0,0,0,0,2340,1,2,0,1,67,38,38,67,33300,226800,1959,0,0,,,1.27,0.75,0,2,4,4065170055,1034745,208004,14c,22v2,40.7374554,-73.8177897
BX,3273,207,206,15,10458,2541 CAMBRELENG AVENUE,C4-5D,B2,1,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2508,2320,0,2320,0,0,0,0,0,0,1,2,2,2,25.08,100,20,58,10680,51660,1920,0,0,,,0.93,4.2,4.2,4.2,2,2032730207,1016783,252061,3c,22v2,40.858464,-73.8823917
BK,1917,5,302,35,11205,263 WAVERLY AVENUE,R6B,A9,1,X,ST. JOSEPHS COLLEGENEW YORK,ST JOSEPH'S COLLEGE,5000,2250,0,2250,0,0,0,0,0,0,1,4,1,1,25,200,25,50,40680,164100,1909,1968,0,Clinton Hill Historic District,,0.45,2,0,2,3,3019170005,993389,190728,16c,22v2,40.6901763,-73.9670455
BX,4120,19,211,13,10461,1213 VAN NEST AVENUE,R4,B1,1,,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,2042,2208,0,1392,0,0,0,0,0,0,1,2,2,2,20.42,100,16,36,9600,39360,1935,0,0,,,1.08,0.75,0,2,2,2041200019,1026479,249117,4a,22v2,40.8503426,-73.8473588
QN,9889,72,408,24,11432,84-15 KENDRICK PLACE,R1-2,A1,1,X,ST JOHNS UNIVERSITY,ST JOHN'S UNIVERSITY,6850,2110,0,2110,0,0,0,0,0,0,2,2.5,1,1,50,137,28,36,21120,64920,1930,0,0,,,0.31,0.5,0,1,4,4098890072,1042010,200418,14c,22v2,40.7165893,-73.7916393
MN,2156,144,112,10,10033,12 WASHINGTON TERRACE,R7-2,B1,1,,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,1109,2040,0,2040,0,0,0,0,0,0,1,3,2,2,17.75,62.5,17.75,62.5,21720,85440,1910,0,0,,,1.84,3.44,0,6.5,1,1021560144,1003670,249424,3a,22v2,40.8512648,-73.9298034
BX,3273,233,206,15,10458,2535 BELMONT AVENUE,R6B,C0,2,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2185,2000,0,2000,0,0,0,0,0,0,1,2,3,3,25,87.42,20,50,7740,43680,1920,0,0,,,0.92,2,0,2,2,2032730233,1016551,252149,3c,22v2,40.8587064,-73.88323
BX,3273,315,206,15,10458,540 EAST 191 STREET,R6B,B2,1,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1658,1984,0,1984,0,0,0,0,0,0,1,2,2,2,16.58,100,16.58,60,7320,36660,1910,0,0,,,1.2,2,0,2,2,2032730315,1015649,252525,3c,22v2,40.8597417,-73.886489
MN,1986,1,109,7,10027,3260 BROADWAY,C6-1,G4,7,,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,9985,"  1,950 ",1950,0,0,0,1950,0,0,0,1,1,0,1,100,99.83,30,65,337050,888750,1966,0,0,,,0.2,3.44,6,6.5,1,1019860001,996318,237147,6a,22v2,40.8175811,-73.9564004
BX,3273,332,206,15,10458,2535 HUGHES AVENUE,R6,A1,1,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,6250,1893,0,1893,0,0,0,0,0,0,3,2.5,1,1,50,125,18,35,14040,49320,1920,0,0,,,0.3,2.43,0,4.8,2,2032730332,1016338,252275,3c,22v2,40.859053,-73.8839994
QN,7021,131,408,24,11432,170-45 GRAND CENTRAL PKWY,R3X,A2,1,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,4000,1890,0,1350,0,0,0,0,0,0,1,1.5,1,1,40,100,20,54,19860,60540,1955,0,0,,,0.47,0.5,0,1,4,4070210131,1041213,201323,14c,22v2,40.7190784,-73.7945067
MN,1884,42,109,7,10025,514 WEST 113 STREET,R8,O1,5,X,TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2523,"  1,875 ",1875,0,1875,0,0,0,0,0,1,1,0,1,25,100.92,25,76,45000,215550,1910,0,0,,,0.74,6.02,0,6.5,1,1018840042,994351,232589,5c,22v2,40.8050732,-73.9635137
SI,630,163,501,49,10301,193 LONGVIEW ROAD,R1-2,A1,1,X,WAGNER COLLEGE,WAGNER COLLEGE,13287,1813,0,1813,0,0,0,0,0,0,2,1.67,1,1,222,107,36,38,27660,43620,1950,0,0,,,0.14,0.5,0,1,5,5006300163,958155,162301,21b,22v2,40.6121167,-74.0939865
BX,4209,1,211,13,10461,1864 EASTCHESTER ROAD,M1-1,G1,10,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,7500,1800,1800,0,0,0,1800,0,0,0,1,1,0,1,100,75,63,28.67,67500,139050,1957,0,0,,,0.24,0,1,2.4,2,2042090001,1027304,249195,4a,22v2,40.8505527,-73.8443763
BK,225,10,302,33,11201,28 ORANGE STREET,R6,A4,1,,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDA TION,NEW YORK UNIVERSITY,1017,1800,0,1800,0,0,0,0,0,0,1,3,1,1,20,50.83,20,30,44160,195480,1853,1995,0,Brooklyn Heights Historic District,,1.77,2.43,0,4.8,3,3002250010,985755,194016,12d,22v2,40.6992057,-73.9945724
BX,4120,18,211,13,10461,1215 VAN NEST AVENUE,R4,A5,1,,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,2042,1728,0,1152,0,0,0,0,0,0,1,2,1,1,20.42,100,16,36,8340,33120,1935,0,0,,,0.85,0.75,0,2,2,2041200018,1026497,249126,4a,22v2,40.8503672,-73.8472937
BX,4120,20,211,13,10461,1211 VAN NEST AVENUE,R4,A5,1,,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,2042,1728,0,1152,0,0,0,0,0,0,1,2,1,1,20.42,100,16,36,8400,33060,1935,0,0,,,0.85,0.75,0,2,2,2041200020,1026460,249108,4a,22v2,40.850318,-73.8474276
QN,7021,140,408,24,11432,170-19 GRAND CENTRAL PKWY,R3X,A1,1,X,ST JOHN'S UNIVERSITY,ST JOHN'S UNIVERSITY,6000,1668,0,1668,0,0,0,0,0,0,1,2,1,1,60,100,31,36,21420,65220,1950,0,0,,,0.28,0.5,0,1,4,4070210140,1040995,201274,14c,22v2,40.7189453,-73.7952935
BX,3273,205,206,15,10458,2537 CAMBRELENG AVENUE,C4-5D,C0,2,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2333,1600,0,1600,0,0,0,0,0,0,1,2,3,3,23.33,100,20,40,10800,33660,1920,0,0,,,0.69,4.2,4.2,4.2,2,2032730205,1016755,252019,3c,22v2,40.8583489,-73.8824931
BK,6741,24,314,48,11230,1340 EAST 13 STREET,R6,A1,1,X,GAMLA COLLEGE INC C/O,GAMLA COLLEGE,4800,1444,0,1444,0,0,0,0,0,0,2,2,1,1,49.67,132.08,37,18,35040,71580,1920,0,0,,,0.3,2.43,0,4.8,3,3067410024,994825,164032,22d,22v2,40.6169,-73.9619092
MN,550,18,102,1,10003,62 WASHINGTON MEWS,R6,A4,1,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,706,1400,0,1400,0,0,0,0,0,0,1,2,1,1,25,28.25,25,28,75060,273720,1833,0,0,Greenwich Village Historic District,,1.98,2.43,0,4.8,1,1005500018,985359,205847,12c,22v2,40.731679,-73.9959985
MN,550,17,102,1,10003,60 WASHINGTON MEWS,R6,A4,1,,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,706,1400,0,1400,0,0,0,0,0,0,1,2,1,1,25,28.25,25,28,75060,273720,1833,0,0,Greenwich Village Historic District,,1.98,2.43,0,4.8,1,1005500017,985381,205835,12c,22v2,40.7316461,-73.9959192
MN,550,16,102,1,10003,58 WASHINGTON MEWS,R6,A4,1,X,NEW YORK UNIVERSITY,NEW YORK UNIVERSITY,706,1400,0,1400,0,0,0,0,0,0,1,2,1,1,25,28.25,25,28,75060,273720,1833,0,0,Greenwich Village Historic District,,1.98,2.43,0,4.8,1,1005500016,985403,205823,12c,22v2,40.7316131,-73.9958398
BX,3273,236,206,15,10458,2540 HUGHES AVENUE,R6B,A5,1,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1238,1380,0,1380,0,0,0,0,0,0,1,2,1,1,14.17,87.42,14.17,42,6840,28380,1910,0,0,,,1.11,2,0,2,2,2032730236,1016497,252233,3c,22v2,40.8589372,-73.8834248
BX,4090,37,211,13,10461,1193 SACKET AVENUE,R4A,A1,1,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,3404,1328,0,1328,0,0,0,0,0,0,2,2,1,1,28.93,119.86,16,36,8760,34440,1925,0,0,,,0.39,0.75,0,2,2,2040900037,1026755,248149,4b,22v2,40.8476844,-73.8463673
BX,3273,206,206,15,10458,2539 CAMBRELENG AVENUE,C4-5D,B2,1,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,2467,1296,0,1296,0,0,0,0,0,0,1,2,2,2,24.67,100,18,36,11760,38460,1920,0,0,,,0.53,4.2,4.2,4.2,2,2032730206,1016769,252039,3c,22v2,40.8584037,-73.8824424
BK,6741,29,314,48,11230,1216 ELM AVENUE,R6,B2,1,X,GAMLA COLLEGE,GAMLA COLLEGE,4000,1152,0,1152,0,0,0,0,0,0,1,2,2,2,40,100.08,18,32,26520,50880,1930,0,0,,,0.29,2.43,0,4.8,3,3067410029,994792,164032,22d,22v2,40.6169001,-73.9620281
BX,3273,238,206,15,10458,2534 HUGHES AVENUE,R6B,A5,1,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1238,1140,0,1140,0,0,0,0,0,0,1,2,1,1,14.17,87.42,14.17,42,6960,31680,1910,0,0,,,0.92,2,0,2,2,2032730238,1016474,252197,3c,22v2,40.8588384,-73.8835081
BX,3273,638,206,15,10458,2532 HUGHES AVENUE,R6B,A5,1,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1238,1140,0,1140,0,0,0,0,0,0,1,2,1,1,14.17,87.42,14.17,42,6960,31680,1910,0,0,,,0.92,2,0,2,2,2032730638,1016467,252185,3c,22v2,40.8588055,-73.8835335
BX,3273,237,206,15,10458,2538 HUGHES AVENUE,R6B,A5,1,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1231,1140,0,1140,0,0,0,0,0,0,1,2,1,1,14.08,87.42,14.08,42,6960,31680,1910,0,0,,,0.93,2,0,2,2,2032730237,1016489,252221,3c,22v2,40.8589043,-73.8834538
BX,3273,637,206,15,10458,2536 HUGHES AVENUE,R6B,A5,1,,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,1238,1140,0,1140,0,0,0,0,0,0,1,2,1,1,14.17,87.42,14.17,42,6960,31680,1910,0,0,,,0.92,2,0,2,2,2032730637,1016482,252209,3c,22v2,40.8588714,-73.8834791
BK,1915,47,302,35,11205,254 CLINTON AVENUE,R6B,W6,8,X,ST JOSEPH'S COLLEGE,ST JOSEPH'S COLLEGE,1778,1117,1117,0,0,0,0,0,0,1117,1,1,0,1,19.75,90,19.75,45,24750,145800,1960,0,0,Clinton Hill Historic District,,0.63,2,0,2,3,3019150047,992929,190894,16c,22v2,40.6906324,-73.968704
MN,1998,16,109,7,10027,633 WEST 131 STREET,C6-1,F2,6,X,THE TRUSTEES OF COLUMBIA UNIVERSITY,COLUMBIA UNIVERSITY,2498,"  1,000 ",1000,0,0,0,0,0,1000,0,1,1,0,1,25,99.92,25,50,31050,58950,1930,0,0,,,0.4,3.44,6,6.5,1,1019980016,995804,237432,5c,22v2,40.8183641,-73.9582569
BX,4115,1,211,13,10461,1160 MORRIS PARK AVENUE,R4,G7,10,X,YESHIVA UNIVERSITY,YESHIVA UNIVERSITY,20000,32,32,0,0,0,0,0,0,32,1,1,0,0,200,100,4,8,493200,494550,1930,0,0,,,0,0.75,0,2,2,2041150001,1025770,249228,4a,22v2,40.8506506,-73.8499209
BX,4226,422,211,13,10461,1850 EASTCHESTER ROAD,M1-1,V6,11,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,4156,0,,,,,,,,,0,,0,0,51.6,89.49,0,0,61200,61200,0,0,0,,,0,0,1,2.4,2,2042260422,1027283,249064,4a,22v2,40.8501932,-73.844453
BX,4120,17,211,13,10461,1217 VAN NEST AVENUE,R4,G7,10,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,2042,0,,,,,,,,,0,,0,0,20.42,100,0,0,40950,40950,0,0,0,,,0,0.75,0,2,2,2041200017,1026514,249134,4a,22v2,40.8503891,-73.8472322
BX,4226,420,211,13,10461,1848 EASTCHESTER ROAD,M1-1,V6,11,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,3519,0,,,,,,,,,0,,0,0,51.6,76.74,0,0,51750,51750,0,0,0,,,0,0,1,2.4,2,2042260420,1027268,249016,4a,22v2,40.8500616,-73.8445076
BX,4120,8,211,13,10461,1228 MORRIS PARK AVENUE,R4,G7,10,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,17922,0,,,,,,,,,0,,0,0,99.75,90,0,0,441900,441900,0,0,0,,,0,0.75,0,2,2,2041200008,1026426,249252,4a,22v2,40.8507134,-73.8475496
BX,4120,7,211,13,10461,1216 MORRIS PARK AVENUE,R4,G7,10,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,2250,0,,,,,,,,,0,,0,0,25,90,0,0,45450,45450,0,0,0,,,0,0.75,0,2,2,2041200007,1026347,249296,4a,22v2,40.8508345,-73.8478348
BX,4203,81,211,13,10461,MORRIS PARK AVENUE,R4,V1,11,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,60,0,,,,,,,,,0,,0,0,1,60,0,0,1305,1305,0,0,0,,,0,0.75,0,2,2,2042030081,1026217,249473,4a,22v2,40.851321,-73.8483036
BX,4120,16,211,13,10461,1219 VAN NEST AVENUE,R4,G7,10,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,1825,0,,,,,,,,,0,,0,0,18.25,100,0,0,36900,36900,0,0,0,,,0,0.75,0,2,2,2041200016,1026531,249143,4a,22v2,40.8504137,-73.8471707
BX,4090,17,211,13,10461,1190 PIERCE AVENUE,R4A,V0,11,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,5777,0,,,,,,,,,2,,0,0,57.77,100.31,0,0,18540,18540,0,0,0,,,0,0.75,0,2,2,2040900017,1026692,248238,4b,22v2,40.847929,-73.8465945
BX,4120,12,211,13,10461,NEWPORT AVENUE,R4,G7,10,X,ALBERT EINSTEIN COLLEGE OF MEDICINE,ALBERT EINSTEIN COLLEGE OF MEDICINE,680,0,,,,,,,,,0,,0,0,39.42,33.75,0,0,13500,13500,0,0,0,,,0,0.75,0,2,2,2041200012,1026467,249259,4a,22v2,40.8507324,-73.8474013
BX,3247,9110,,,,PAUL AVENUE,,V3,11,X,BRONX COMM COLLEGE,BRONX COMM COLLEGE,135400,0,,,,,,,,,0,,0,0,480,134.08,0,0,0,0,0,0,0,,,0,0,0,0,2,2032479110,,,,22v2,,
MN,1373,20,108,5,10044,SOUTH LOOP ROAD,C4-5,V1,11,C,CORNELL UNIVERSITY,CORNELL UNIVERSITY,286626,0,,,,,,,,,0,,0,0,808.41,364.48,0,0,35541450,35541450,0,0,0,,,0,3.44,3.4,6.5,1,1013730020,996134,213959,8d,22v2,40.7539365,-73.9571062
MN,1373,25,108,5,10044,WEST LOOP ROAD,C4-5,V1,11,C,CORNELL UNIVERSITY,CORNELL UNIVERSITY,43277,0,,,,,,,,,0,,0,0,251.64,489.64,0,0,7995600,7995600,0,0,0,,,0,3.44,3.4,6.5,1,1013730025,996266,214325,8d,22v2,40.7549409,-73.9566291
BX,3273,102,206,15,10458,401 EAST FORDHAM ROAD,R6,V0,11,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,3911,0,,,,,,,,,0,,0,0,62.44,60.37,0,0,10260,10260,0,0,0,,,0,2.43,0,4.8,2,2032730102,1014611,253113,3c,22v2,40.8613592,-73.8902388
MN,1132,22,107,3,10023,156 WEST 61 STREET,C4-7,V1,11,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,10801,0,,,,,,,,,0,,0,0,131.42,108.33,0,0,8510850,8510850,0,0,0,,,0,10,10,10,1,1011320022,987986,220298,8c,22v2,40.7713426,-73.9865119
BX,3273,175,206,15,10458,691 EAST FORDHAM ROAD,C4-5D,G7,10,X,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,15015,0,,,,,,,,,0,,0,0,91,165,0,0,447750,447750,0,0,0,,,0,4.2,4.2,4.2,2,2032730175,1016904,251905,3c,22v2,40.8580354,-73.8819551
