,MLS#,Unique,Final Agent/Team,agent_type,TRD Notes,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,SOLD DATE,PRICE,URL,full_address,geo_address,loc,point,lat,lon,altitude
3840,11348981.0,11348981/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,2043 W Iowa St Unit 1E,Chicago,IL,60622.0,4/29/2022,"$565,000",https://www.redfin.com/IL/Chicago/2043-W-Iowa-St-60622/unit-1E/home/12697808,2043 W Iowa St Unit 1E Chicago IL,2043 W Iowa St Unit 1E Chicago IL,"2043 W Iowa St #1e, Chicago, IL 60622, USA","(41.8976174, -87.6788279, 0.0)",41.8976174,-87.6788279,0.0
3842,11384438.0,11384438/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,550 W Fulton St #203,Chicago,IL,60661.0,5/31/2022,"$650,000",https://www.redfin.com/IL/Chicago/550-W-Fulton-St-60661/unit-203/home/12736462,550 W Fulton St #203 Chicago IL,550 W Fulton St #203 Chicago IL,"550 W Fulton St APT 203, Chicago, IL 60661, USA","(41.8870758, -87.6417542, 0.0)",41.8870758,-87.6417542,0.0
3843,11399761.0,11399761/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,333 N Canal St #1502,Chicago,IL,60606.0,6/10/2022,"$368,000",https://www.redfin.com/IL/Chicago/333-N-Canal-St-60606/unit-1502/home/12648013,333 N Canal St #1502 Chicago IL,333 N Canal St #1502 Chicago IL,"333 N Canal St APT 1502, Chicago, IL 60606, USA","(41.88752789999999, -87.6395261, 0.0)",41.88752789999999,-87.6395261,0.0
3844,11367515.0,11367515/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,650 W Wayman St Unit 205C,Chicago,IL,60661.0,6/15/2022,"$375,000",https://www.redfin.com/IL/Chicago/650-W-Wayman-St-60661/unit-205C/home/179939892,650 W Wayman St Unit 205C Chicago IL,650 W Wayman St Unit 205C Chicago IL,"650 W Wayman St #205c, Chicago, IL 60661, USA","(41.8875351, -87.6447135, 0.0)",41.8875351,-87.6447135,0.0
3845,11383716.0,11383716/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,900 W Washington Blvd #801,Chicago,IL,60607.0,5/26/2022,"$2,400,000",https://www.redfin.com/IL/Chicago/900-W-Washington-Blvd-60607/unit-801/home/177362845,900 W Washington Blvd #801 Chicago IL,900 W Washington Blvd #801 Chicago IL,"900 W Washington Blvd #801, Chicago, IL 60607, USA","(41.8833576, -87.65002229999999, 0.0)",41.8833576,-87.65002229999999,0.0
3846,11350991.0,11350991/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,1355 W Washington Blvd Unit 3B,Chicago,IL,60607.0,5/31/2022,"$535,000",https://www.redfin.com/IL/Chicago/1355-W-Washington-Blvd-60607/unit-3B/home/12697321,1355 W Washington Blvd Unit 3B Chicago IL,1355 W Washington Blvd Unit 3B Chicago IL,"1355 W Washington Blvd #3b, Chicago, IL 60607, USA","(41.88255849999999, -87.6617811, 0.0)",41.88255849999999,-87.6617811,0.0
3847,11341245.0,11341245/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,909 W Washington Blvd #1002,Chicago,IL,60607.0,4/8/2022,"$346,000",https://www.redfin.com/IL/Chicago/909-W-Washington-Blvd-60607/unit-1002/home/12607930,909 W Washington Blvd #1002 Chicago IL,909 W Washington Blvd #1002 Chicago IL,"909 W Washington Blvd APT 1002, Chicago, IL 60607, USA","(41.8828364, -87.65035999999999, 0.0)",41.8828364,-87.65035999999999,0.0
3848,11261783.0,11261783/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,2341 W Roscoe St Unit 2W,Chicago,IL,60618.0,1/19/2022,"$580,000",https://www.redfin.com/IL/Chicago/2341-W-Roscoe-St-60618/unit-2W/home/144762068,2341 W Roscoe St Unit 2W Chicago IL,2341 W Roscoe St Unit 2W Chicago IL,"2341 W Roscoe St #2w, Chicago, IL 60618, USA","(41.9428681, -87.6873425, 0.0)",41.9428681,-87.6873425,0.0
3849,11076135.0,11076135/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,1739 N Humboldt Blvd Unit 2S,Chicago,IL,60647.0,6/17/2021,"$540,000",https://www.redfin.com/IL/Chicago/1739-N-Humboldt-Blvd-60647/unit-2S/home/143062997,1739 N Humboldt Blvd Unit 2S Chicago IL,1739 N Humboldt Blvd Unit 2S Chicago IL,"1739 N Humboldt Blvd #2s, Chicago, IL 60647, USA","(41.9131885, -87.7012883, 0.0)",41.9131885,-87.7012883,0.0
3850,11287034.0,11287034/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Single Family Residential,4501 S Leamington Ave,Chicago,IL,60638.0,4/8/2022,"$295,000",https://www.redfin.com/IL/Chicago/4501-S-Leamington-Ave-60638/home/14031671,4501 S Leamington Ave Chicago IL,4501 S Leamington Ave Chicago IL,"4501 S Leamington Ave, Chicago, IL 60638, USA","(41.8110414, -87.7515485, 0.0)",41.8110414,-87.7515485,0.0
3851,11382428.0,11382428/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,3944 N Claremont Ave #407,Chicago,IL,60618.0,5/20/2022,"$390,000",https://www.redfin.com/IL/Chicago/3944-N-Claremont-Ave-60618/unit-407/home/12718723,3944 N Claremont Ave #407 Chicago IL,3944 N Claremont Ave #407 Chicago IL,"3944 N Claremont Ave UNIT 407, Chicago, IL 60618, USA","(41.9534408, -87.68784579999999, 0.0)",41.9534408,-87.68784579999999,0.0
3852,11224553.0,11224553/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,2811 S Michigan Ave Unit A,Chicago,IL,60616.0,11/12/2021,"$370,000",https://www.redfin.com/IL/Chicago/2811-S-Michigan-Ave-60616/unit-A/home/14082508,2811 S Michigan Ave Unit A Chicago IL,2811 S Michigan Ave Unit A Chicago IL,"2811 S Michigan Ave a, Chicago, IL 60616, USA","(41.8433269, -87.6223265, 0.0)",41.8433269,-87.6223265,0.0
3853,11213483.0,11213483/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,933 W Van Buren St #820,Chicago,IL,60607.0,11/29/2021,"$260,000",https://www.redfin.com/IL/Chicago/933-W-Van-Buren-St-60607/unit-820/home/12670947,933 W Van Buren St #820 Chicago IL,933 W Van Buren St #820 Chicago IL,"933 W Van Buren St APT 820, Chicago, IL 60607, USA","(41.8762022, -87.6512491, 0.0)",41.8762022,-87.6512491,0.0
3854,11086364.0,11086364/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Single Family Residential,2329 W School St,Chicago,IL,60618.0,7/1/2021,"$1,134,999",https://www.redfin.com/IL/Chicago/2329-W-School-St-60618/home/13385809,2329 W School St Chicago IL,2329 W School St Chicago IL,"2329 W School St, Chicago, IL 60618, USA","(41.9410804, -87.686869, 0.0)",41.9410804,-87.686869,0.0
3855,11270216.0,11270216/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,680 N Lake Shore Dr #909,Chicago,IL,60611.0,1/21/2022,"$535,000",https://www.redfin.com/IL/Chicago/680-N-Lake-Shore-Dr-60611/unit-909/home/14097958,680 N Lake Shore Dr #909 Chicago IL,680 N Lake Shore Dr #909 Chicago IL,"680 N Lake Shore Dr. APT 909, Chicago, IL 60611, USA","(41.8946596, -87.61769989999999, 0.0)",41.8946596,-87.61769989999999,0.0
3856,11070930.0,11070930/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,708 W Barry Ave Unit 1R,Chicago,IL,60657.0,7/23/2021,"$412,000",https://www.redfin.com/IL/Chicago/708-W-Barry-Ave-60657/unit-1R/home/12593702,708 W Barry Ave Unit 1R Chicago IL,708 W Barry Ave Unit 1R Chicago IL,"708 W Barry Ave #1r, Chicago, IL 60657, USA","(41.9381462, -87.6472261, 0.0)",41.9381462,-87.6472261,0.0
3857,11268047.0,11268047/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,2221 N Lister Ave Unit 3F,Chicago,IL,60614.0,1/5/2022,"$340,000",https://www.redfin.com/IL/Chicago/2221-N-Lister-Ave-60614/unit-3F/home/12771617,2221 N Lister Ave Unit 3F Chicago IL,2221 N Lister Ave Unit 3F Chicago IL,"2221 N Lister Ave #3f, Chicago, IL 60614, USA","(41.9220551, -87.6745313, 0.0)",41.9220551,-87.6745313,0.0
3858,11399605.0,11399605/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,501 N Clinton St #2107,Chicago,IL,60610.0,5/12/2022,"$320,000",https://www.redfin.com/IL/Chicago/501-N-Clinton-St-60654/unit-2107/home/12631583,501 N Clinton St #2107 Chicago IL,501 N Clinton St #2107 Chicago IL,"501 N Clinton St APT 2107, Chicago, IL 60654, USA","(41.8910265, -87.64220139999999, 0.0)",41.8910265,-87.64220139999999,0.0
3859,11310042.0,11310042/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,525 W Superior St #226,Chicago,IL,60654.0,4/22/2022,"$500,000",https://www.redfin.com/IL/Chicago/525-W-Superior-St-60654/unit-226/home/12766114,525 W Superior St #226 Chicago IL,525 W Superior St #226 Chicago IL,"525 W Superior St APT 226, Chicago, IL 60654, USA","(41.8950895, -87.6421936, 0.0)",41.8950895,-87.6421936,0.0
3860,11311184.0,11311184/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,510 W Erie St #1108,Chicago,IL,60610.0,5/4/2022,"$325,000",https://www.redfin.com/IL/Chicago/510-W-Erie-St-60654/unit-1108/home/12675827,510 W Erie St #1108 Chicago IL,510 W Erie St #1108 Chicago IL,"510 W Erie St APT 1108, Chicago, IL 60654, USA","(41.89428179999999, -87.6422163, 0.0)",41.89428179999999,-87.6422163,0.0
3861,11383905.0,11383905/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,88 W Schiller St #2106,Chicago,IL,60610.0,6/1/2022,"$192,500",https://www.redfin.com/IL/Chicago/88-W-Schiller-St-60610/unit-2106/home/177289708,88 W Schiller St #2106 Chicago IL,88 W Schiller St #2106 Chicago IL,"88 W Schiller St APT 2106L, Chicago, IL 60610, USA","(41.9085008, -87.6311685, 0.0)",41.9085008,-87.6311685,0.0
3862,11329742.0,11329742/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,1600 N Halsted St Unit 3F,Chicago,IL,60614.0,5/9/2022,"$269,000",https://www.redfin.com/IL/Chicago/1600-N-Halsted-St-60614/unit-3F/home/26810215,1600 N Halsted St Unit 3F Chicago IL,1600 N Halsted St Unit 3F Chicago IL,"1600 N Halsted St #3f, Chicago, IL 60614, USA","(41.911144, -87.64860499999999, 0.0)",41.911144,-87.64860499999999,0.0
3863,11368823.0,11368823/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,647 N Green St #202,Chicago,IL,60642.0,6/2/2022,"$490,000",https://www.redfin.com/IL/Chicago/647-N-Green-St-60642/unit-202/home/12714807,647 N Green St #202 Chicago IL,647 N Green St #202 Chicago IL,"647 N Green St APT 202, Chicago, IL 60642, USA","(41.8936585, -87.6486113, 0.0)",41.8936585,-87.6486113,0.0
3864,11353733.0,11353733/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,1516 W Huron St #3,Chicago,IL,60642.0,6/3/2022,"$715,000",https://www.redfin.com/IL/Chicago/1516-W-Huron-St-60642/unit-3/home/14103201,1516 W Huron St #3 Chicago IL,1516 W Huron St #3 Chicago IL,"1516 W Huron St #3, Chicago, IL 60642, USA","(41.8944854, -87.66630049999999, 0.0)",41.8944854,-87.66630049999999,0.0
3865,11127653.0,11127653/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,50 E Bellevue Pl #2205,Chicago,IL,60611.0,9/17/2021,"$677,000",https://www.redfin.com/IL/Chicago/50-E-Bellevue-Pl-60611/unit-2205/home/14121394,50 E Bellevue Pl #2205 Chicago IL,50 E Bellevue Pl #2205 Chicago IL,"50 E Bellevue Pl APT 2205, Chicago, IL 60611, USA","(41.90188029999999, -87.6267094, 0.0)",41.90188029999999,-87.6267094,0.0
3866,11223002.0,11223002/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,777 N Michigan Ave #2000,Chicago,IL,60611.0,6/13/2022,"$450,000",https://www.redfin.com/IL/Chicago/777-N-Michigan-Ave-60611/unit-2000/home/14098154,777 N Michigan Ave #2000 Chicago IL,777 N Michigan Ave #2000 Chicago IL,"777 N Michigan Ave #2000, Chicago, IL 60611, USA","(41.8966098, -87.6239239, 0.0)",41.8966098,-87.6239239,0.0
3867,11388696.0,11388696/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,201 E Chestnut St Unit 11B,Chicago,IL,60611.0,6/15/2022,"$450,000",https://www.redfin.com/IL/Chicago/201-E-Chestnut-St-60611/unit-11B/home/14117055,201 E Chestnut St Unit 11B Chicago IL,201 E Chestnut St Unit 11B Chicago IL,"201 E Chestnut St #11b, Chicago, IL 60611, USA","(41.898127, -87.621595, 0.0)",41.898127,-87.621595,0.0
3868,11331820.0,11331820/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Condo/Co-op,500 W Superior St #1202,Chicago,IL,60654.0,5/16/2022,"$515,000",https://www.redfin.com/IL/Chicago/500-W-Superior-St-60654/unit-1202/home/18948345,500 W Superior St #1202 Chicago IL,500 W Superior St #1202 Chicago IL,"500 W Superior St UNIT 1202, Chicago, IL 60654, USA","(41.8957754, -87.6422178, 0.0)",41.8957754,-87.6422178,0.0
3869,11123394.0,11123394/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Condo/Co-op,2305 N Kimball Ave #2,Chicago,IL,60647.0,8/6/2021,"$257,000",https://www.redfin.com/IL/Chicago/2305-N-Kimball-Ave-60647/unit-2/home/12670430,2305 N Kimball Ave #2 Chicago IL,2305 N Kimball Ave #2 Chicago IL,"2305 N Kimball Ave APT 2, Chicago, IL 60647, USA","(41.9231496, -87.7118304, 0.0)",41.9231496,-87.7118304,0.0
3870,11255976.0,11255976/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Multi-Family (2-4 Unit),2509 W Haddon Ave,Chicago,IL,60622.0,12/16/2021,"$517,500",https://www.redfin.com/IL/Chicago/2509-W-Haddon-Ave-60622/home/13289120,2509 W Haddon Ave Chicago IL,2509 W Haddon Ave Chicago IL,"2509 W Haddon Ave, Chicago, IL 60622, USA","(41.9018984, -87.68987, 0.0)",41.9018984,-87.68987,0.0
3871,10989650.0,10989650/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,1630 S Prairie Ave,Chicago,IL,60616.0,7/28/2021,"$1,200,000",https://www.redfin.com/IL/Chicago/1630-S-Prairie-Ave-60616/unit-23C/home/104282706,1630 S Prairie Ave Chicago IL,1630 S Prairie Ave Chicago IL,"1630 S Prairie Ave, Chicago, IL 60616, USA","(41.859329, -87.6212431, 0.0)",41.859329,-87.6212431,0.0
3872,11107551.0,11107551/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,950 N Clark St Unit G,Chicago,IL,60610.0,7/19/2021,"$1,200,000",https://www.redfin.com/IL/Chicago/950-N-Clark-St-60610/unit-G/home/178666211,950 N Clark St Unit G Chicago IL,950 N Clark St Unit G Chicago IL,"950 N Clark St UNIT G, Chicago, IL 60610, USA","(41.9000868, -87.6318601, 0.0)",41.9000868,-87.6318601,0.0
3873,11095958.0,11095958/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,855 W Erie St #130,Chicago,IL,60642.0,7/1/2021,"$515,000",https://www.redfin.com/IL/Chicago/855-W-Erie-St-60642/unit-130/home/175167090,855 W Erie St #130 Chicago IL,855 W Erie St #130 Chicago IL,"855 W Erie St #130, Chicago, IL 60642, USA","(41.8929281, -87.64937090000001, 0.0)",41.8929281,-87.64937090000001,0.0
3874,11203821.0,11203821/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,1980 N Maud Ave Unit C,Chicago,IL,60614.0,9/28/2021,"$880,000",https://www.redfin.com/IL/Chicago/1980-N-Maud-Ave-60614/unit-C/home/13351536,1980 N Maud Ave Unit C Chicago IL,1980 N Maud Ave Unit C Chicago IL,"1980 N Maud Ave APT C, Chicago, IL 60614, USA","(41.9172473, -87.65738329999999, 0.0)",41.9172473,-87.65738329999999,0.0
3875,11031254.0,11031254/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Multi-Family (2-4 Unit),2828 W Palmer St,Chicago,IL,60647.0,7/12/2021,"$475,000",https://www.redfin.com/IL/Chicago/2828-W-Palmer-St-60647/home/13418199,2828 W Palmer St Chicago IL,2828 W Palmer St Chicago IL,"2828 W Palmer St, Chicago, IL 60647, USA","(41.921878, -87.6985685, 0.0)",41.921878,-87.6985685,0.0
3876,10980515.0,10980515/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,2008 S Calumet Ave Unit H,Chicago,IL,60616.0,6/21/2021,"$715,000",https://www.redfin.com/IL/Chicago/2008-S-Calumet-Ave-60616/unit-H/home/12692234,2008 S Calumet Ave Unit H Chicago IL,2008 S Calumet Ave Unit H Chicago IL,"2008 S Calumet Ave h, Chicago, IL 60616, USA","(41.8551047, -87.6195389, 0.0)",41.8551047,-87.6195389,0.0
3877,11378758.0,11378758/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,2062 N Larrabee St,Chicago,IL,60614.0,5/12/2022,"$410,000",https://www.redfin.com/IL/Chicago/2062-N-Larrabee-St-60614/home/13349989,2062 N Larrabee St Chicago IL,2062 N Larrabee St Chicago IL,"2062 N Larrabee St, Chicago, IL 60614, USA","(41.9196292, -87.6439578, 0.0)",41.9196292,-87.6439578,0.0
3878,11378434.0,11378434/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Multi-Family (2-4 Unit),2633 W Haddon Ave,Chicago,IL,60622.0,4/21/2022,"$810,000",https://www.redfin.com/IL/Chicago/2633-W-Haddon-Ave-60622/unit-3/home/13288869,2633 W Haddon Ave Chicago IL,2633 W Haddon Ave Chicago IL,"2633 W Haddon Ave, Chicago, IL 60622, USA","(41.9017798, -87.6932916, 0.0)",41.9017798,-87.6932916,0.0
3879,11378434.0,11378434/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Multi-Family (2-4 Unit),2633 W Haddon Ave,Chicago,IL,60622.0,4/21/2022,"$810,000",https://www.redfin.com/IL/Chicago/2633-W-Haddon-Ave-60622/unit-3/home/13288869,2633 W Haddon Ave Chicago IL,2633 W Haddon Ave Chicago IL,"2633 W Haddon Ave, Chicago, IL 60622, USA","(41.9017798, -87.6932916, 0.0)",41.9017798,-87.6932916,0.0
3880,11214969.0,11214969/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,623 W Drummond Pl #7,Chicago,IL,60614.0,11/16/2021,"$585,000",https://www.redfin.com/IL/Chicago/623-W-Drummond-Pl-60614/unit-7/home/13368963,623 W Drummond Pl #7 Chicago IL,623 W Drummond Pl #7 Chicago IL,"623 W Drummond Pl #7, Chicago, IL 60614, USA","(41.9300603, -87.6446442, 0.0)",41.9300603,-87.6446442,0.0
3881,11212015.0,11212015/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Multi-Family (2-4 Unit),1642 N Campbell Ave,Chicago,IL,60647.0,11/2/2021,"$540,000",https://www.redfin.com/IL/Chicago/1642-N-Campbell-Ave-60647/home/13414111,1642 N Campbell Ave Chicago IL,1642 N Campbell Ave Chicago IL,"1642 N Campbell Ave, Chicago, IL 60647, USA","(41.9115866, -87.6899469, 0.0)",41.9115866,-87.6899469,0.0
3882,11370160.0,11370160/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,623 W Drummond Pl #6,Chicago,IL,60614.0,6/8/2022,"$575,000",https://www.redfin.com/IL/Chicago/623-W-Drummond-Pl-60614/unit-6/home/13368964,623 W Drummond Pl #6 Chicago IL,623 W Drummond Pl #6 Chicago IL,"623 W Drummond Pl APT 6, Chicago, IL 60614, USA","(41.9302274, -87.6446825, 0.0)",41.9302274,-87.6446825,0.0
3883,11354883.0,11354883/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,1137 W Monroe St #2,Chicago,IL,60607.0,5/26/2022,"$1,875,000",https://www.redfin.com/IL/Chicago/1137-W-Monroe-St-60607/unit-2/home/12599302,1137 W Monroe St #2 Chicago IL,1137 W Monroe St #2 Chicago IL,"1137 W Monroe St UNIT 2, Chicago, IL 60607, USA","(41.8799926, -87.65615129999999, 0.0)",41.8799926,-87.65615129999999,0.0
3884,11361156.0,11361156/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,1716 W Surf St #1,Chicago,IL,60657.0,5/13/2022,"$872,000",https://www.redfin.com/IL/Chicago/1716-W-Surf-St-60657/unit-1/home/21785919,1716 W Surf St #1 Chicago IL,1716 W Surf St #1 Chicago IL,"1716 W Surf St #1, Chicago, IL 60657, USA","(41.9341501, -87.671647, 0.0)",41.9341501,-87.671647,0.0
3885,11343978.0,11343978/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,446 N Canal St,Chicago,IL,60654.0,5/17/2022,"$1,300,000",https://www.redfin.com/IL/Chicago/446-N-Canal-St-60654/home/12766121,446 N Canal St Chicago IL,446 N Canal St Chicago IL,"446 N Canal St, Chicago, IL 60654, USA","(41.8901917, -87.6413257, 0.0)",41.8901917,-87.6413257,0.0
3886,11357786.0,11357786/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,1982 N Maud Ave Unit J,Chicago,IL,60614.0,5/4/2022,"$681,000",https://www.redfin.com/IL/Chicago/1982-N-Maud-Ave-60614/unit-J/home/109233786,1982 N Maud Ave Unit J Chicago IL,1982 N Maud Ave Unit J Chicago IL,"1982 N Maud Ave j, Chicago, IL 60614, USA","(41.9172593, -87.65733499999999, 0.0)",41.9172593,-87.65733499999999,0.0
3887,11299400.0,11299400/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,509 N Bishop St,Chicago,IL,60642.0,2/15/2022,"$590,000",https://www.redfin.com/IL/Chicago/509-N-Bishop-St-60642/home/12767480,509 N Bishop St Chicago IL,509 N Bishop St Chicago IL,"509 N Bishop St, Chicago, IL 60642, USA","(41.89139, -87.663662, 0.0)",41.89139,-87.663662,0.0
3888,11343278.0,11343278/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,3150 N Sheffield Ave #301,Chicago,IL,60657.0,5/6/2022,"$237,000",https://www.redfin.com/IL/Chicago/3150-N-Sheffield-Ave-60657/unit-301/home/12600991,3150 N Sheffield Ave #301 Chicago IL,3150 N Sheffield Ave #301 Chicago IL,"3150 N Sheffield Ave APT 301, Chicago, IL 60657, USA","(41.9396114, -87.65452270000002, 0.0)",41.9396114,-87.65452270000002,0.0
3889,11057406.0,11057406/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,1116 W Hubbard St Unit 1E,Chicago,IL,60642.0,7/2/2021,"$804,000",https://www.redfin.com/IL/Chicago/1116-W-Hubbard-St-60642/unit-1E/home/26780214,1116 W Hubbard St Unit 1E Chicago IL,1116 W Hubbard St Unit 1E Chicago IL,"1116 W Hubbard St #1e, Chicago, IL 60642, USA","(41.8902595, -87.6553765, 0.0)",41.8902595,-87.6553765,0.0
3890,11123430.0,11123430/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,20 N Loomis St Unit F,Chicago,IL,60607.0,10/25/2021,"$2,365,000",https://www.redfin.com/IL/Chicago/20-N-Loomis-St-60607/unit-F/home/104020615,20 N Loomis St Unit F Chicago IL,20 N Loomis St Unit F Chicago IL,"20 N Loomis St f, Chicago, IL 60607, USA","(41.88223869999999, -87.6624137, 0.0)",41.88223869999999,-87.6624137,0.0
3891,11156335.0,11156335/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,909 W Ohio St #12,Chicago,IL,60642.0,9/2/2021,"$574,000",https://www.redfin.com/IL/Chicago/909-W-Ohio-St-60642/unit-12/home/12738026,909 W Ohio St #12 Chicago IL,909 W Ohio St #12 Chicago IL,"909 W Ohio St UNIT 12, Chicago, IL 60642, USA","(41.8918581, -87.6504758, 0.0)",41.8918581,-87.6504758,0.0
3892,10964260.0,10964260/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Multi-Family (2-4 Unit),3020 N Seminary Ave,Chicago,IL,60657.0,8/3/2021,"$900,000",https://www.redfin.com/IL/Chicago/3020-N-Seminary-Ave-60657/home/13363555,3020 N Seminary Ave Chicago IL,3020 N Seminary Ave Chicago IL,"3020 N Seminary Ave, Chicago, IL 60657, USA","(41.9369046, -87.6566332, 0.0)",41.9369046,-87.6566332,0.0
3893,11326999.0,11326999/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,1542 W School St Unit A,Chicago,IL,60657.0,3/22/2022,"$786,000",https://www.redfin.com/IL/Chicago/1542-W-School-St-60657/unit-A/home/13381541,1542 W School St Unit A Chicago IL,1542 W School St Unit A Chicago IL,"1542 W School St a, Chicago, IL 60657, USA","(41.9417167, -87.6677041, 0.0)",41.9417167,-87.6677041,0.0
3894,11329388.0,11329388/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,530 N Wood St Unit D,Chicago,IL,60622.0,3/31/2022,"$850,000",https://www.redfin.com/IL/Chicago/530-N-Wood-St-60622/unit-D/home/12791281,530 N Wood St Unit D Chicago IL,530 N Wood St Unit D Chicago IL,"530 N Wood St d, Chicago, IL 60622, USA","(41.8918971, -87.6723009, 0.0)",41.8918971,-87.6723009,0.0
3895,11135229.0,11135229/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,2652 N Southport Ave Unit D,Chicago,IL,60614.0,8/13/2021,"$652,000",https://www.redfin.com/IL/Chicago/2652-N-Southport-Ave-60614/unit-D/home/13362710,2652 N Southport Ave Unit D Chicago IL,2652 N Southport Ave Unit D Chicago IL,"2652 N Southport Ave d, Chicago, IL 60614, USA","(41.9300619, -87.6648022, 0.0)",41.9300619,-87.6648022,0.0
3896,11072754.0,11072754/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,737 W Washington Blvd #1003,Chicago,IL,60661.0,8/6/2021,"$540,000",https://www.redfin.com/IL/Chicago/737-W-Washington-Blvd-60661/unit-1003/home/12669816,737 W Washington Blvd #1003 Chicago IL,737 W Washington Blvd #1003 Chicago IL,"Skybridge, 737 W Washington Blvd APT 1003, Chicago, IL 60661, USA","(41.8824387, -87.6469152, 0.0)",41.8824387,-87.6469152,0.0
3897,11255598.0,11255598/The Laricy Team/Listing,The Laricy Team,Listing,Clean,Townhouse,3149 N Racine Ave #3,Chicago,IL,60657.0,12/21/2021,"$499,000",https://www.redfin.com/IL/Chicago/3149-N-Racine-Ave-60657/unit-3/home/12772301,3149 N Racine Ave #3 Chicago IL,3149 N Racine Ave #3 Chicago IL,"3149 N Racine Ave #3, Chicago, IL 60657, USA","(41.9394354, -87.6586428, 0.0)",41.9394354,-87.6586428,0.0
3898,11117121.0,11117121/The Laricy Team/Buyers,The Laricy Team,Buyers,Clean,Townhouse,1300 W Monroe St,Chicago,IL,60607.0,8/20/2021,"$1,035,000",https://www.redfin.com/IL/Chicago/1300-W-Monroe-St-60607/home/12780682,1300 W Monroe St Chicago IL,1300 W Monroe St Chicago IL,"1300 W Monroe St, Chicago, IL 60607, USA","(41.8804549, -87.65970460000001, 0.0)",41.8804549,-87.65970460000001,0.0
